"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"123",67287808,"67287808-2012-08-15",90,90,"2012-08-15","HA1",2012,"F","NotAdult",9.09090909090909,1,0,0,1,1,4,0.2,5,6.50378904699771,4.90032427327857,1,4,0.2,5,1,5,11,0.3125,16,6.58832635918916,3.83617253792305,2,14,0.125,16,1,6,15,0.285714285714286,21,6.60779758057433,3.58991321220481,5,16,0.238095238095238,21,0.846153846153846,7,20,0.259259259259259,31.9090909090909,6.63035479285629,3.36825446050091,6,21,0.222222222222222,31.9090909090909,0.714285714285714,7,21,0.25,39.2,6.63035479285629,3.33316191853178,6,22,0.214285714285714,39.2,0.64,9,21,0.3,46.875,6.67005423631452,3.30497812413142,6,24,0.2,46.875,0.620689655172414,9,23,0.28125,51.5555555555556,6.67005423631452,3.24288328242052,7,25,0.21875,51.5555555555556,0.594594594594595,9,24,0.272727272727273,55.5,6.67005423631452,3.2133312277707,7,26,0.212121212121212,55.5,0.533333333333333,9,26,0.257142857142857,65.625,6.67005423631452,3.15692548252975,7,28,0.2,65.625,0.530612244897959,13,33,0.282608695652174,86.6923076923077,6.7425526852744,2.96563376250538,10,36,0.217391304347826,86.6923076923077
"125",67125021,"67125021-2012-08-15",80,20,"2012-08-15","HA1",2012,"M","Adult",0,0,0,0,1,2,1,0.666666666666667,3,3.14466859220519,2.12870705185526,1,2,0.333333333333333,3,1,4,3,0.571428571428571,7,5.37305219945802,3.45460125758941,2,5,0.285714285714286,7,1,5,7,0.416666666666667,12,5.52896592565801,3.08680359662401,3,9,0.25,12,1,7,20,0.259259259259259,27,6.00099737048585,2.76755608479789,4,23,0.148148148148148,27,1,7,21,0.25,28,6.00099737048585,2.73351223233237,4,24,0.142857142857143,28,1,7,23,0.233333333333333,30,6.00099737048585,2.66915080670641,6,24,0.2,30,0.931034482758621,8,25,0.242424242424242,35.4444444444444,6.02325937010805,2.60139203415556,6,27,0.181818181818182,35.4444444444444,0.837837837837838,8,29,0.216216216216216,44.1612903225806,6.02325937010805,2.49593184491612,8,29,0.216216216216216,44.1612903225806,0.777777777777778,9,31,0.225,51.4285714285714,6.53939755593249,2.90535565826663,8,32,0.2,51.4285714285714,0.755102040816326,10,40,0.2,66.2162162162162,6.54390413287054,2.70001082467222,8,42,0.16,66.2162162162162
"126",49811771,"49811771-2012-08-28",40,0,"2012-08-28","HA1",2012,"F","Adult",0,0,1,1.31578947368421,1,0,3,0,3,0,0,0,3,0,3,0.8,0,5,0,6.25,0,0,0,5,0,6.25,0.666666666666667,1,10,0.0909090909090909,16.5,5.63460161557588,3.27180414550791,0,11,0,16.5,0.692307692307692,2,13,0.133333333333333,21.6666666666667,5.64684395763643,2.98701318682843,0,15,0,21.6666666666667,0.619047619047619,2,17,0.105263157894737,30.6923076923077,5.64684395763643,2.76398485530614,1,18,0.0526315789473684,30.6923076923077,0.6,3,22,0.12,41.6666666666667,5.66312299149213,2.5242773743615,2,23,0.08,41.6666666666667,0.620689655172414,5,28,0.151515151515152,53.1666666666667,6.04353537260685,2.62022337416363,2,31,0.0606060606060606,53.1666666666667,0.594594594594595,6,31,0.162162162162162,62.2272727272727,6.06034440649266,2.53009315471779,2,35,0.0540540540540541,62.2272727272727,0.577777777777778,7,39,0.152173913043478,79.6153846153846,6.06963549848431,2.33997092468032,2,44,0.0434782608695652,79.6153846153846,0.591836734693878,13,63,0.171052631578947,128.413793103448,6.44014159732152,2.22248114956563,6,70,0.0789473684210526,128.413793103448
"128",79797834,"79797834-2012-08-28",60,80,"2012-08-28","HA1",2012,"F","NotAdult",540,1,0,0,1,3,0,1,3,4.31139680668231,3.239260512353,0,3,0,3,1,4,3,0.571428571428571,7,4.48672729975792,2.60617835329354,2,5,0.285714285714286,7,1,5,10,0.333333333333333,15,4.56233574115552,1.99067406945333,4,11,0.266666666666667,15,1,9,20,0.310344827586207,29,6.66786045584812,3.33553712874754,6,23,0.206896551724138,29,1,11,24,0.314285714285714,35,6.67931508972654,3.16580518244122,6,29,0.171428571428571,35,1,11,26,0.297297297297297,37,6.67931508972654,3.11264272635036,7,30,0.189189189189189,37,0.96551724137931,14,31,0.311111111111111,46.6071428571429,6.70766629714078,2.95335571965299,9,36,0.2,46.6071428571429,0.918918918918919,15,40,0.272727272727273,59.8529411764706,6.72676968279532,2.78214223475955,12,43,0.218181818181818,59.8529411764706,0.888888888888889,16,44,0.266666666666667,67.5,6.77685416207959,2.74759620396113,14,46,0.233333333333333,67.5,0.877551020408163,23,64,0.264367816091954,99.1395348837209,6.87916349667392,2.49805081918196,17,70,0.195402298850575,99.1395348837209
"129",79618812,"79618812-2012-08-28",90,70,"2012-08-28","HA1",2012,"M","Adult",4400,1,0,0,1,0,7,0,7,0,0,1,6,0.142857142857143,7,1,2,13,0.133333333333333,15,3.92856319997294,1.46377821376363,3,12,0.2,15,1,2,16,0.111111111111111,18,3.92856319997294,1.32669012108392,4,14,0.222222222222222,18,0.923076923076923,3,25,0.107142857142857,30.3333333333333,6.57577371935453,3.28050908568244,8,20,0.285714285714286,30.3333333333333,0.857142857142857,5,27,0.15625,37.3333333333333,6.60783485863782,3.18308953752953,10,22,0.3125,37.3333333333333,0.8,5,29,0.147058823529412,42.5,6.60783485863782,3.12505265044684,11,23,0.323529411764706,42.5,0.793103448275862,7,35,0.166666666666667,52.9565217391304,6.6199938276809,2.9355530852433,11,31,0.261904761904762,52.9565217391304,0.783783783783784,10,39,0.204081632653061,62.5172413793103,6.6815185416782,2.84814249338391,13,36,0.26530612244898,62.5172413793103,0.733333333333333,10,41,0.196078431372549,69.5454545454545,6.6815185416782,2.81049974798103,13,38,0.254901960784314,69.5454545454545,0.714285714285714,16,57,0.219178082191781,102.2,6.77881315009126,2.56708073484759,17,56,0.232876712328767,102.2
"131",79779379,"79779379-2012-08-28",100,20,"2012-08-28","HA1",2012,"M","Adult",0,0,0,0,1,3,11,0.214285714285714,14,5.24339480122033,2.67075219001095,2,12,0.142857142857143,14,0.8,4,13,0.235294117647059,21.25,5.64055644513791,2.8626020798313,3,14,0.176470588235294,21.25,0.666666666666667,4,14,0.222222222222222,27,5.64055644513791,2.80879803005708,3,15,0.166666666666667,27,0.692307692307692,6,17,0.260869565217391,33.2222222222222,5.71647281783615,2.65088573768755,4,19,0.173913043478261,33.2222222222222,0.619047619047619,6,20,0.230769230769231,42,5.71647281783615,2.53744850438978,4,22,0.153846153846154,42,0.6,6,20,0.230769230769231,43.3333333333333,5.71647281783615,2.53744850438978,4,22,0.153846153846154,43.3333333333333,0.586206896551724,7,22,0.241379310344828,49.4705882352941,6.00099737048585,2.70073931673554,4,25,0.137931034482759,49.4705882352941,0.540540540540541,7,27,0.205882352941176,62.9,6.00099737048585,2.55318669711388,6,28,0.176470588235294,62.9,0.511111111111111,7,28,0.2,68.4782608695652,6.00099737048585,2.52648575690891,7,28,0.2,68.4782608695652,0.510204081632653,8,38,0.173913043478261,90.16,6.02325937010805,2.29805805985339,8,38,0.173913043478261,90.16
"132",79770603,"79770603-2012-08-29",30,90,"2012-08-29","HA1",2012,"M","NotAdult",0,0,0,0,1,1,3,0.25,4,2.8207521236184,1.59885580310356,1,3,0.25,4,1,2,3,0.4,5,3.21041911484998,1.75057191082144,1,4,0.2,5,1,6,7,0.461538461538462,13,3.91005825544177,1.56060085317665,2,11,0.153846153846154,13,0.923076923076923,11,13,0.458333333333333,26,5.09418285699827,2.04807200920137,3,21,0.125,26,0.857142857142857,14,15,0.482758620689655,33.8333333333333,5.69893854909289,2.4212882759048,5,24,0.172413793103448,33.8333333333333,0.8,16,17,0.484848484848485,41.25,5.7967800852779,2.39302872279819,5,28,0.151515151515152,41.25,0.793103448275862,18,25,0.418604651162791,54.2173913043478,5.84661055028138,2.19995840635221,8,35,0.186046511627907,54.2173913043478,0.783783783783784,21,27,0.4375,61.2413793103448,5.87950652455781,2.13177876867459,9,39,0.1875,61.2413793103448,0.733333333333333,25,29,0.462962962962963,73.6363636363636,6.01627847578179,2.14885043719706,11,43,0.203703703703704,73.6363636363636,0.714285714285714,30,50,0.375,112,7.06678567198902,2.749970454793,14,66,0.175,112
"134",79771081,"79771081-2012-08-29",40,100,"2012-08-29","HA1",2012,"F","NotAdult",0,0,0,0,1,2,3,0.4,5,3.04452243772342,1.6094379124341,1,4,0.2,5,0.8,2,4,0.333333333333333,7.5,3.04452243772342,1.46633706879343,1,5,0.166666666666667,7.5,0.666666666666667,3,7,0.3,15,3.36729582998647,1.33500106673234,3,7,0.3,15,0.692307692307692,6,8,0.428571428571429,20.2222222222222,4.63029724629792,2.11059875861392,3,11,0.214285714285714,20.2222222222222,0.619047619047619,6,9,0.4,24.2307692307692,4.63029724629792,2.0502233212903,4,11,0.266666666666667,24.2307692307692,0.6,8,13,0.380952380952381,35,4.94633191138183,2.03475588142665,5,16,0.238095238095238,35,0.620689655172414,13,17,0.433333333333333,48.3333333333333,5.19326885650983,1.9414055890927,8,22,0.266666666666667,48.3333333333333,0.594594594594595,15,21,0.416666666666667,60.5454545454545,5.41585618866497,1.97695135739359,9,27,0.25,60.5454545454545,0.577777777777778,18,24,0.428571428571429,72.6923076923077,5.5107707132361,1.92647655841144,9,33,0.214285714285714,72.6923076923077,0.591836734693878,27,50,0.350649350649351,130.103448275862,6.97683958355022,2.70155864828657,14,63,0.181818181818182,130.103448275862
"136",79774854,"79774854-2012-08-29",50,50,"2012-08-29","HA1",2012,"F","Adult",240,1,0,0,1,1,7,0.125,8,1.41706601978664,0.329753286372468,2,6,0.25,8,1,1,11,0.0833333333333333,12,1.41706601978664,0.231442354128905,2,10,0.166666666666667,12,1,5,13,0.277777777777778,18,3.93861083992058,1.33422916395376,2,16,0.111111111111111,18,1,5,19,0.208333333333333,24,3.93861083992058,1.13069248102938,2,22,0.0833333333333333,24,1,7,22,0.241379310344828,29,4.17654379938269,1.1668114041313,2,27,0.0689655172413793,29,1,8,28,0.222222222222222,36,4.68210778729063,1.3793079890432,4,32,0.111111111111111,36,1,11,37,0.229166666666667,48,6.28120676295954,2.49429509468045,7,41,0.145833333333333,48,1,14,43,0.245614035087719,57,6.35026631132516,2.40051574482707,8,49,0.140350877192982,57,1,14,47,0.229508196721311,61,6.35026631132516,2.33903588045494,8,53,0.131147540983607,61,1,32,85,0.273504273504274,117,7.40613302495831,2.71205856387366,19,98,0.162393162393162,117
"138",66878865,"66878865-2012-08-29",100,80,"2012-08-29","HA1",2012,"M","Adult",4,1,0,0,1,1,9,0.1,10,3.78093759853188,1.66500776358891,3,7,0.3,10,0.8,1,14,0.0666666666666667,18.75,3.78093759853188,1.34992671694902,6,9,0.4,18.75,0.666666666666667,2,15,0.117647058823529,25.5,3.92856319997294,1.36899689892348,6,11,0.352941176470588,25.5,0.692307692307692,3,22,0.12,36.1111111111111,6.57577371935453,3.3898000834524,8,17,0.32,36.1111111111111,0.619047619047619,5,26,0.161290322580645,50.0769230769231,6.58832635918916,3.19479972022397,8,23,0.258064516129032,50.0769230769231,0.6,5,26,0.161290322580645,51.6666666666667,6.58832635918916,3.19479972022397,8,23,0.258064516129032,51.6666666666667,0.586206896551724,6,29,0.171428571428571,59.7058823529412,6.60779758057433,3.09732083177534,10,25,0.285714285714286,59.7058823529412,0.540540540540541,7,36,0.162790697674419,79.55,6.63035479285629,2.92310027299531,13,30,0.302325581395349,79.55,0.511111111111111,7,37,0.159090909090909,86.0869565217391,6.63035479285629,2.90136036291934,14,30,0.318181818181818,86.0869565217391,0.510204081632653,12,51,0.19047619047619,123.48,6.74462125015325,2.67193199230331,17,46,0.26984126984127,123.48
"141",79638791,"79638791-2012-08-30",90,80,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,3,13,0.1875,16,3.99008887110974,1.46238253146724,7,9,0.4375,16,1,4,21,0.16,25,6.58025953703711,3.39414102424284,9,16,0.36,25,1,4,24,0.142857142857143,28,6.58025953703711,3.28483257220651,11,17,0.392857142857143,28,0.923076923076923,7,32,0.179487179487179,42.25,6.61214232753403,2.99838946520206,13,26,0.333333333333333,42.25,0.857142857142857,8,37,0.177777777777778,52.5,6.63460283707678,2.88415093510422,14,31,0.311111111111111,52.5,0.8,8,39,0.170212765957447,58.75,6.63460283707678,2.84314728552258,15,32,0.319148936170213,58.75,0.758620689655172,10,41,0.196078431372549,67.2272727272727,6.67413727631668,2.80355545605022,17,34,0.333333333333333,67.2272727272727,0.702702702702703,11,48,0.186440677966102,83.9615384615385,6.6855551335665,2.67794631616264,19,40,0.322033898305085,83.9615384615385,0.644444444444444,12,49,0.19672131147541,94.6551724137931,6.73769293841649,2.69552644810001,19,42,0.311475409836066,94.6551724137931,0.63265306122449,15,56,0.211267605633803,112.225806451613,6.74923629948165,2.56538996071004,21,50,0.295774647887324,112.225806451613
"143",66808052,"66808052-2012-08-30",60,20,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,0,4,0,4,0,0,1,3,0.25,4,1,1,5,0.166666666666667,6,4.61512051684126,2.87167962488401,1,5,0.166666666666667,6,1,2,9,0.181818181818182,11,5.94003273897272,3.56811650445185,1,10,0.0909090909090909,11,1,4,21,0.16,25,5.99684840308073,2.83593751246219,3,22,0.12,25,1,5,25,0.166666666666667,30,6.00011487357288,2.66832746204394,3,27,0.1,30,1,5,27,0.15625,32,6.00011487357288,2.6084028238397,4,28,0.125,32,0.96551724137931,7,35,0.166666666666667,43.5,6.22430837991693,2.56471808687469,7,35,0.166666666666667,43.5,0.918918918918919,7,43,0.14,54.4117647058823,6.22430837991693,2.40491375076039,10,40,0.2,54.4117647058823,0.888888888888889,8,54,0.129032258064516,69.75,6.29385795751827,2.27351729686751,11,51,0.17741935483871,69.75,0.877551020408163,17,79,0.177083333333333,109.395348837209,6.79013421492924,2.32731111489226,15,81,0.15625,109.395348837209
"147",67125021,"67125021-2012-08-29",100,40,"2012-08-29","HA1",2012,"M","Adult",0,0,0,0,1,1,5,0.166666666666667,6,2.31163492851396,0.922333046330117,0,6,0,6,0.8,1,8,0.111111111111111,11.25,2.31163492851396,0.698184974589902,0,9,0,11.25,0.666666666666667,2,12,0.142857142857143,21,3.83847431740533,1.44615474904357,1,13,0.0714285714285714,21,0.692307692307692,4,15,0.210526315789474,27.4444444444444,4.22926184644997,1.51762875188775,4,15,0.210526315789474,27.4444444444444,0.619047619047619,4,17,0.19047619047619,33.9230769230769,4.22926184644997,1.44036000744192,4,17,0.19047619047619,33.9230769230769,0.6,5,21,0.192307692307692,43.3333333333333,5.35433690654358,2.20795174895532,5,21,0.192307692307692,43.3333333333333,0.620689655172414,7,27,0.205882352941176,54.7777777777778,5.74595482512209,2.31985357571597,8,26,0.235294117647059,54.7777777777778,0.594594594594595,7,33,0.175,67.2727272727273,5.74595482512209,2.1745308768643,8,32,0.2,67.2727272727273,0.577777777777778,8,37,0.177777777777778,77.8846153846154,5.87431091558784,2.18425044056073,10,35,0.222222222222222,77.8846153846154,0.591836734693878,10,60,0.142857142857143,118.275862068966,6.13720025945863,2.02768979319627,14,56,0.2,118.275862068966
"150",66810301,"66810301-2012-08-30",10,100,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,5,5,0.5,10,4.0048708171189,1.85418225935532,1,9,0.1,10,0.8,5,7,0.416666666666667,15,4.0048708171189,1.70269654010038,2,10,0.166666666666667,15,0.666666666666667,7,12,0.368421052631579,28.5,4.60059070545172,1.8223660865645,4,15,0.210526315789474,28.5,0.615384615384615,7,15,0.318181818181818,35.75,4.60059070545172,1.70096490309052,4,18,0.181818181818182,35.75,0.523809523809524,7,15,0.318181818181818,42,4.60059070545172,1.70096490309052,4,18,0.181818181818182,42,0.48,10,18,0.357142857142857,58.3333333333333,5.45968294305499,2.23622738255148,6,22,0.214285714285714,58.3333333333333,0.482758620689655,11,21,0.34375,66.2857142857143,5.525544157718,2.17625235955659,6,26,0.1875,66.2857142857143,0.459459459459459,13,21,0.382352941176471,74,5.57903524654898,2.17011532272539,6,28,0.176470588235294,74,0.422222222222222,17,23,0.425,94.7368421052632,5.63455321426379,2.07610416297487,7,33,0.175,94.7368421052632,0.428571428571429,20,35,0.363636363636364,128.333333333333,5.8389605678724,1.97766598384468,9,46,0.163636363636364,128.333333333333
"152",79623797,"79623797-2012-08-30",10,40,"2012-08-30","HA1",2012,"M","Adult",872.222222222222,1,0,0,1,2,11,0.153846153846154,13,5.01433215597758,2.52607046622237,2,11,0.153846153846154,13,1,5,14,0.263157894736842,19,5.37766576340506,2.51308605137615,2,17,0.105263157894737,19,1,8,17,0.32,25,5.44720027258548,2.32672113267081,3,22,0.12,25,0.923076923076923,14,30,0.318181818181818,47.6666666666667,5.73245772518436,2.07866596570757,3,41,0.0681818181818182,47.6666666666667,0.857142857142857,14,32,0.304347826086957,53.6666666666667,5.73245772518436,2.0398843241476,3,43,0.0652173913043478,53.6666666666667,0.8,18,40,0.310344827586207,72.5,6.16864841691706,2.22096399194201,5,53,0.0862068965517241,72.5,0.793103448275862,20,53,0.273972602739726,92.0434782608696,6.20856690766598,2.05340079993185,7,66,0.0958904109589041,92.0434782608696,0.783783783783784,23,58,0.283950617283951,103.344827586207,6.67168982602272,2.3737324936662,8,73,0.0987654320987654,103.344827586207,0.733333333333333,25,67,0.271739130434783,125.454545454545,6.71328304133138,2.29633629881946,11,81,0.119565217391304,125.454545454545,0.73469387755102,30,82,0.267857142857143,152.444444444444,6.73700148303631,2.14219530818516,13,99,0.116071428571429,152.444444444444
"154",67007587,"67007587-2012-08-30",10,70,"2012-08-30","HA1",2012,"M","Adult",850,1,0,0,1,7,8,0.466666666666667,15,5.24606025378809,2.609172148464,4,11,0.266666666666667,15,1,9,14,0.391304347826087,23,5.34923950390686,2.31317315401688,4,19,0.173913043478261,23,1,13,19,0.40625,32,5.46196810851486,2.11986562164008,5,27,0.15625,32,0.923076923076923,15,24,0.384615384615385,42.25,5.69431607754261,2.15108660375123,6,33,0.153846153846154,42.25,0.857142857142857,18,26,0.409090909090909,51.3333333333333,5.81503994977058,2.15151056902061,6,38,0.136363636363636,51.3333333333333,0.8,20,28,0.416666666666667,60,5.89184438612877,2.14269131856052,6,42,0.125,60,0.793103448275862,23,32,0.418181818181818,69.3478260869565,6.26797027818956,2.35811578509932,7,48,0.127272727272727,69.3478260869565,0.783783783783784,24,39,0.380952380952381,80.3793103448276,6.29746888211306,2.26241645206912,9,54,0.142857142857143,80.3793103448276,0.733333333333333,24,44,0.352941176470588,92.7272727272727,6.29746888211306,2.19427132759493,10,58,0.147058823529412,92.7272727272727,0.714285714285714,30,58,0.340909090909091,123.2,6.4090848903854,2.06562154956612,12,76,0.136363636363636,123.2
"155",79797893,"79797893-2012-08-30",0,30,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,2,11,0.153846153846154,13,3.14436643436427,0.996237878364572,1,12,0.0769230769230769,13,0.8,4,13,0.235294117647059,21.25,3.58083148722831,1.11617060088149,1,16,0.0588235294117647,21.25,0.666666666666667,6,16,0.272727272727273,33,4.58001938834725,1.68400792282402,1,21,0.0454545454545455,33,0.692307692307692,8,28,0.222222222222222,52,5.61622410519038,2.15256813874745,2,34,0.0555555555555556,52,0.619047619047619,9,33,0.214285714285714,67.8461538461538,5.62869210135884,2.02845488593714,3,39,0.0714285714285714,67.8461538461538,0.6,11,39,0.22,83.3333333333333,5.70191657229787,1.94144519943395,3,47,0.06,83.3333333333333,0.620689655172414,14,45,0.23728813559322,95.0555555555556,5.74473306845712,1.83742446960157,5,54,0.0847457627118644,95.0555555555556,0.594594594594595,18,54,0.25,121.090909090909,5.86974843571228,1.77579915583914,6,66,0.0833333333333333,121.090909090909,0.577777777777778,18,56,0.243243243243243,128.076923076923,5.86974843571228,1.75309326466464,6,68,0.0810810810810811,128.076923076923,0.571428571428571,26,70,0.270833333333333,168,6.68423157342657,2.23213573098965,9,87,0.09375,168
"157",79788371,"79788371-2012-09-11",10,0,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,3,15,0.166666666666667,18,3.76083949542279,1.20371437300262,1,17,0.0555555555555556,18,0.8,4,21,0.16,31.25,3.83800550272871,1.03578284114528,2,23,0.08,31.25,0.666666666666667,5,26,0.161290322580645,46.5,3.98109428424836,0.991764755509788,2,29,0.0645161290322581,46.5,0.615384615384615,6,36,0.142857142857143,68.25,4.26875675544317,0.984685842391834,3,39,0.0714285714285714,68.25,0.523809523809524,6,39,0.133333333333333,85.9090909090909,4.26875675544317,0.942025810002015,3,42,0.0666666666666667,85.9090909090909,0.48,7,44,0.137254901960784,106.25,4.28700913210743,0.878312414613072,4,47,0.0784313725490196,106.25,0.482758620689655,8,46,0.148148148148148,111.857142857143,4.34505642534372,0.879291571825721,4,50,0.0740740740740741,111.857142857143,0.459459459459459,9,49,0.155172413793103,126.235294117647,5.87505363332111,1.96311052345592,4,54,0.0689655172413793,126.235294117647,0.422222222222222,10,53,0.158730158730159,149.210526315789,5.89053672454317,1.90565326203541,5,58,0.0793650793650794,149.210526315789,0.428571428571429,12,64,0.157894736842105,177.333333333333,6.23210437789655,2.03886814217381,6,70,0.0789473684210526,177.333333333333
"160",49811771,"49811771-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,5,9,0.357142857142857,14,5.22907277708458,2.65735665276756,1,13,0.0714285714285714,14,1,8,16,0.333333333333333,24,5.30143010017202,2.23191007822008,3,21,0.125,24,1,11,21,0.34375,32,5.62847118345795,2.26837019438907,4,28,0.125,32,1,18,35,0.339622641509434,53,6.13130647285681,2.26810457184153,8,45,0.150943396226415,53,1,19,39,0.327586206896552,58,6.14071313108038,2.19604499283911,8,50,0.137931034482759,58,1,19,45,0.296875,64,6.14071313108038,2.10904702803772,9,55,0.140625,64,0.96551724137931,22,56,0.282051282051282,80.7857142857143,6.22166586557046,2.00725223106891,11,67,0.141025641025641,80.7857142857143,0.918918918918919,25,63,0.284090909090909,95.7647058823529,6.68906639547553,2.31452678323947,11,77,0.125,95.7647058823529,0.888888888888889,26,67,0.279569892473118,104.625,6.69334840096768,2.2687057430006,13,80,0.139784946236559,104.625,0.877551020408163,32,103,0.237037037037037,153.837209302326,6.81522392395447,2.04709111074889,20,115,0.148148148148148,153.837209302326
"161",79797359,"79797359-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,5,9,0.357142857142857,14,5.22907277708458,2.65735665276756,1,13,0.0714285714285714,14,1,8,16,0.333333333333333,24,5.30143010017202,2.23191007822008,3,21,0.125,24,1,11,21,0.34375,32,5.62847118345795,2.26837019438907,4,28,0.125,32,1,18,35,0.339622641509434,53,6.13130647285681,2.26810457184153,8,45,0.150943396226415,53,1,19,39,0.327586206896552,58,6.14071313108038,2.19604499283911,8,50,0.137931034482759,58,1,19,45,0.296875,64,6.14071313108038,2.10904702803772,9,55,0.140625,64,0.96551724137931,22,56,0.282051282051282,80.7857142857143,6.22166586557046,2.00725223106891,11,67,0.141025641025641,80.7857142857143,0.918918918918919,25,63,0.284090909090909,95.7647058823529,6.68906639547553,2.31452678323947,11,77,0.125,95.7647058823529,0.888888888888889,26,67,0.279569892473118,104.625,6.69334840096768,2.2687057430006,13,80,0.139784946236559,104.625,0.877551020408163,32,103,0.237037037037037,153.837209302326,6.81522392395447,2.04709111074889,20,115,0.148148148148148,153.837209302326
"163",79797266,"79797266-2012-09-11",20,30,"2012-09-11","HA1",2012,"F","NotAdult",0,0,0,0,1,1,11,0.0833333333333333,12,4.97673374242057,2.56494935746154,2,10,0.166666666666667,12,1,3,19,0.136363636363636,22,5.06068442859439,2.09465708627412,3,19,0.136363636363636,22,1,5,27,0.15625,32,5.1089380501436,1.81489861283974,4,28,0.125,32,1,11,47,0.189655172413793,58,6.27995317993425,2.32097304937513,5,53,0.0862068965517241,58,1,13,53,0.196969696969697,66,6.38919410554387,2.30315549939666,6,60,0.0909090909090909,66,1,15,58,0.205479452054795,73,6.40040818836632,2.2229053107895,6,67,0.0821917808219178,73,0.96551724137931,18,73,0.197802197802198,94.25,6.42193147660385,2.04760803695255,9,82,0.0989010989010989,94.25,0.918918918918919,22,80,0.215686274509804,111,6.48162836045207,2.00046392352007,10,92,0.0980392156862745,111,0.888888888888889,23,84,0.214953271028037,120.375,6.50583406607469,1.98007736146252,10,97,0.0934579439252336,120.375,0.857142857142857,29,98,0.228346456692913,148.166666666667,6.71104837493886,2.00956740063633,15,112,0.118110236220472,148.166666666667
