"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"350",79797793,"79797793-2012-11-06",20,0,"2012-11-06","HA1",2012,"F","Adult",0,0,0,0,1,5,25,0.166666666666667,30,3.38382402766661,0.667543875000471,2,28,0.0666666666666667,30,0.8,6,37,0.13953488372093,53.75,4.14021991274974,0.891012366013314,3,40,0.0697674418604651,53.75,0.666666666666667,9,52,0.147540983606557,91.5,4.28901083550352,0.778680424522983,3,58,0.0491803278688525,91.5,0.692307692307692,12,70,0.146341463414634,118.444444444444,4.67572102896942,0.831369830455965,5,77,0.0609756097560976,118.444444444444,0.619047619047619,14,84,0.142857142857143,158.307692307692,6.0016980656777,1.63186698763131,7,91,0.0714285714285714,158.307692307692,0.6,15,91,0.141509433962264,176.666666666667,6.01614929864218,1.58072154824012,10,96,0.0943396226415094,176.666666666667,0.586206896551724,15,102,0.128205128205128,199.588235294118,6.01614929864218,1.50312115050604,12,105,0.102564102564103,199.588235294118,0.540540540540541,19,110,0.147286821705426,238.65,6.11910047031719,1.50744075102524,12,117,0.0930232558139535,238.65,0.511111111111111,20,115,0.148148148148148,264.130434782609,6.39435252756974,1.69112810216464,15,120,0.111111111111111,264.130434782609,0.510204081632653,25,162,0.133689839572193,366.52,6.48081149793948,1.50050624357335,19,168,0.101604278074866,366.52
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,1,0,0,1,5,19,0.208333333333333,24,5.64998094002049,2.54972523354698,7,17,0.291666666666667,24,0.8,6,21,0.222222222222222,33.75,5.66341940652215,2.45397705401275,7,20,0.259259259259259,33.75,0.666666666666667,8,30,0.210526315789474,57,5.72757422703484,2.20370386364232,7,31,0.184210526315789,57,0.615384615384615,11,43,0.203703703703704,87.75,5.90912506891658,2.05455978299799,8,46,0.148148148148148,87.75,0.523809523809524,13,45,0.224137931034483,110.727272727273,5.96767297276484,2.04344732684155,9,49,0.155172413793103,110.727272727273,0.48,15,53,0.220588235294118,141.666666666667,6.20444363821647,2.11189362662143,10,58,0.147058823529412,141.666666666667,0.482758620689655,15,66,0.185185185185185,167.785714285714,6.20444363821647,1.95982264072344,11,70,0.135802469135802,167.785714285714,0.459459459459459,17,70,0.195402298850575,189.352941176471,6.21449511537797,1.90731526980681,12,75,0.137931034482759,189.352941176471,0.422222222222222,18,72,0.2,213.157894736842,6.22496759221777,1.88741751707786,13,77,0.144444444444444,213.157894736842,0.428571428571429,23,96,0.19327731092437,277.666666666667,6.39371263987957,1.79465847345463,21,98,0.176470588235294,277.666666666667
"357",79782524,"79782524-2012-10-24",40,100,"2012-10-24","HA1",2012,"F","Adult",0,0,0,0,1,4,23,0.148148148148148,27,3.34846503104698,0.701611559995599,10,17,0.37037037037037,27,0.8,4,27,0.129032258064516,38.75,3.34846503104698,0.634338729764628,10,21,0.32258064516129,38.75,0.666666666666667,5,42,0.106382978723404,70.5,3.59618879119716,0.562153797210415,16,31,0.340425531914894,70.5,0.692307692307692,9,47,0.160714285714286,80.8888888888889,4.7235544588506,1.09603551642211,16,40,0.285714285714286,80.8888888888889,0.619047619047619,9,52,0.147540983606557,98.5384615384615,4.7235544588506,1.03991552451731,18,43,0.295081967213115,98.5384615384615,0.6,11,62,0.150684931506849,121.666666666667,5.01516627492296,1.11528166248941,21,52,0.287671232876712,121.666666666667,0.620689655172414,18,78,0.1875,154.666666666667,5.27125865079508,1.1043624549813,26,70,0.270833333333333,154.666666666667,0.594594594594595,21,94,0.182608695652174,193.409090909091,5.48998019872711,1.13070736784062,31,84,0.269565217391304,193.409090909091,0.577777777777778,25,109,0.186567164179104,231.923076923077,5.63490977366839,1.12568926611137,35,99,0.261194029850746,231.923076923077,0.591836734693878,38,179,0.175115207373272,366.655172413793,7.02563508274147,1.8213547116683,55,162,0.253456221198157,366.655172413793
"359",79797884,"79797884-2012-10-24",30,80,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,2,6,0.25,8,2.69416108894154,1.00215202248055,1,7,0.125,8,1,3,14,0.176470588235294,17,3.42729075089003,1.01252248579218,4,13,0.235294117647059,17,1,7,39,0.152173913043478,46,4.79490346996908,1.28269986630411,11,35,0.239130434782609,46,1,19,74,0.204301075268817,93,5.73007530909885,1.45884620912423,20,73,0.21505376344086,93,1,26,85,0.234234234234234,111,5.8574426179135,1.42132307571657,23,88,0.207207207207207,111,1,30,95,0.24,125,5.99077524288457,1.43265180350903,25,100,0.2,125,0.96551724137931,33,122,0.212903225806452,160.535714285714,6.07100206656831,1.33179469876516,33,122,0.212903225806452,160.535714285714,0.918918918918919,36,149,0.194594594594595,201.323529411765,6.15029103990486,1.2609974232415,43,142,0.232432432432432,201.323529411765,0.888888888888889,36,157,0.186528497409326,217.125,6.15029103990486,1.23084247989297,44,149,0.227979274611399,217.125,0.857142857142857,47,213,0.180769230769231,303.333333333333,6.69398274965148,1.41148596175513,63,197,0.242307692307692,303.333333333333
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",0,0,1,7.69230769230769,1,7,12,0.368421052631579,19,4.68998741142924,1.89858057173639,2,17,0.105263157894737,19,0.8,11,21,0.34375,40,5.51414526898198,2.16611281354092,5,27,0.15625,40,0.666666666666667,13,37,0.26,75,5.57379086412389,1.83236012505123,5,45,0.1,75,0.692307692307692,16,58,0.216216216216216,106.888888888889,5.7489957215183,1.6540372836906,8,66,0.108108108108108,106.888888888889,0.619047619047619,17,64,0.209876543209877,130.846153846154,6.1265968408222,1.893177564036,11,70,0.135802469135802,130.846153846154,0.6,18,80,0.183673469387755,163.333333333333,6.13604769625026,1.74158103800958,16,82,0.163265306122449,163.333333333333,0.620689655172414,27,96,0.219512195121951,198.166666666667,6.27296820581195,1.66793434155926,18,105,0.146341463414634,198.166666666667,0.594594594594595,27,107,0.201492537313433,225.363636363636,6.27296820581195,1.59900809529227,19,115,0.141791044776119,225.363636363636,0.577777777777778,30,124,0.194805194805195,266.538461538462,6.3571894180765,1.55557594848181,24,130,0.155844155844156,266.538461538462,0.591836734693878,38,184,0.171171171171171,375.103448275862,6.50483404682783,1.38783005397621,36,186,0.162162162162162,375.103448275862
"365",79797793,"79797793-2012-11-20",0,10,"2012-11-20","HA1",2012,"F","Adult",0,0,0,0,1,4,37,0.0975609756097561,41,4.11009291919024,0.901076863238327,1,40,0.024390243902439,41,0.8,7,52,0.11864406779661,73.75,4.40473325180752,0.862942231380877,3,56,0.0508474576271186,73.75,0.666666666666667,13,63,0.171052631578947,114,4.68096774411441,0.878066330564969,4,72,0.0526315789473684,114,0.615384615384615,15,82,0.154639175257732,157.625,4.87678194671149,0.851153819730736,6,91,0.0618556701030928,157.625,0.523809523809524,16,85,0.158415841584158,192.818181818182,4.92063839709553,0.8533197342392,7,94,0.0693069306930693,192.818181818182,0.48,16,97,0.141592920353982,235.416666666667,4.92063839709553,0.790426872459481,9,104,0.079646017699115,235.416666666667,0.482758620689655,17,116,0.12781954887218,275.5,4.9603636442211,0.72513262491026,10,123,0.075187969924812,275.5,0.459459459459459,18,123,0.127659574468085,306.882352941176,5.65824681441526,1.10719393931785,14,127,0.099290780141844,306.882352941176,0.422222222222222,22,123,0.151724137931034,343.421052631579,5.94496237674515,1.28823470683643,15,130,0.103448275862069,343.421052631579,0.428571428571429,32,157,0.169312169312169,441,6.69405514362208,1.66158903003386,16,173,0.0846560846560847,441
"366",66872112,"66872112-2012-11-20",0,60,"2012-11-20","HA1",2012,"M","Adult",0,0,0,0,1,9,14,0.391304347826087,23,5.2106373144217,2.18854344895473,2,21,0.0869565217391304,23,0.8,14,26,0.35,50,5.88887317759167,2.30258077837611,5,35,0.125,50,0.666666666666667,16,45,0.262295081967213,91.5,5.93025740976274,1.96734470878133,5,56,0.0819672131147541,91.5,0.692307692307692,19,71,0.211111111111111,130,6.05607133914091,1.7457073797847,8,82,0.0888888888888889,130,0.619047619047619,20,78,0.204081632653061,158.307692307692,6.34685631213332,1.91886519679583,12,86,0.122448979591837,158.307692307692,0.6,23,96,0.19327731092437,198.333333333333,6.37371919590233,1.77798733455271,17,102,0.142857142857143,198.333333333333,0.620689655172414,34,116,0.226666666666667,241.666666666667,6.57414382216369,1.75247801674427,21,129,0.14,241.666666666667,0.594594594594595,35,128,0.214723926380368,274.136363636364,6.5823220574673,1.6909493743227,22,141,0.134969325153374,274.136363636364,0.577777777777778,38,147,0.205405405405405,320.192307692308,6.644817198113,1.63903817129729,27,158,0.145945945945946,320.192307692308,0.591836734693878,48,225,0.175824175824176,461.275862068966,6.76320681151052,1.42703984019266,41,232,0.15018315018315,461.275862068966
"367",79623797,"79623797-2012-11-20",0,90,"2012-11-20","HA1",2012,"M","Adult",0,0,1,11.1111111111111,1,6,27,0.181818181818182,33,3.73764225143987,0.807541999296803,7,26,0.212121212121212,33,0.8,8,41,0.163265306122449,61.25,4.52287343087479,1.05053516100851,10,39,0.204081632653061,61.25,0.666666666666667,8,48,0.142857142857143,84,4.52287343087479,0.965759989960244,11,45,0.196428571428571,84,0.615384615384615,14,65,0.177215189873418,128.375,5.62721581932825,1.50516639852628,15,64,0.189873417721519,128.375,0.523809523809524,15,72,0.172413793103448,166.090909090909,5.68319653403935,1.47396664537216,15,72,0.172413793103448,166.090909090909,0.48,19,80,0.191919191919192,206.25,5.79000902828783,1.45700691045268,16,83,0.161616161616162,206.25,0.482758620689655,24,98,0.19672131147541,252.714285714286,6.03971228995977,1.48897715623357,21,101,0.172131147540984,252.714285714286,0.459459459459459,27,107,0.201492537313433,291.647058823529,6.08005611743301,1.44789080268784,22,112,0.164179104477612,291.647058823529,0.422222222222222,30,111,0.212765957446809,333.947368421053,6.24232294720569,1.53442580506438,25,116,0.177304964539007,333.947368421053,0.428571428571429,36,152,0.191489361702128,438.666666666667,6.43749544853917,1.46286118395219,32,156,0.170212765957447,438.666666666667
"368",67259552,"67259552-2012-11-07",0,10,"2012-11-07","HA1",2012,"F","Adult",0,0,0,0,1,4,33,0.108108108108108,37,4.11009291919024,0.963302027302766,1,36,0.027027027027027,37,0.8,7,46,0.132075471698113,66.25,4.40473325180752,0.926333044126233,3,50,0.0566037735849057,66.25,0.666666666666667,12,57,0.173913043478261,103.5,4.60057045917257,0.887122091653583,4,65,0.0579710144927536,103.5,0.615384615384615,13,75,0.147727272727273,143,4.72627584588554,0.820352439378377,5,83,0.0568181818181818,143,0.523809523809524,14,78,0.152173913043478,175.636363636364,4.77707745052922,0.824160043568518,6,86,0.0652173913043478,175.636363636364,0.48,14,89,0.135922330097087,214.583333333333,4.77707745052922,0.7623325182686,7,96,0.0679611650485437,214.583333333333,0.482758620689655,15,107,0.122950819672131,252.714285714286,4.82279715211034,0.698511151509155,8,114,0.0655737704918033,252.714285714286,0.459459459459459,16,114,0.123076923076923,282.941176470588,5.59215169526102,1.11718823479527,12,118,0.0923076923076923,282.941176470588,0.422222222222222,20,114,0.149253731343284,317.368421052632,5.89575635914511,1.30972689023113,13,121,0.0970149253731343,317.368421052632,0.428571428571429,30,144,0.172413793103448,406,6.67109222872536,1.71022645794995,14,160,0.0804597701149425,406
"369",79639272,"79639272-2012-11-07",10,50,"2012-11-07","HA1",2012,"M","Adult",0,0,0,0,1,6,15,0.285714285714286,21,4.52180325115927,1.67398848732087,2,19,0.0952380952380952,21,1,11,36,0.234042553191489,47,5.59689503403034,1.90429010584382,5,42,0.106382978723404,47,1,20,54,0.27027027027027,74,6.2874487653198,2.11067104071825,9,65,0.121621621621622,74,0.923076923076923,24,86,0.218181818181818,119.166666666667,6.34012452736531,1.81551579356754,12,98,0.109090909090909,119.166666666667,0.857142857142857,26,89,0.226086956521739,134.166666666667,6.36416538913089,1.79849039012799,13,102,0.11304347826087,134.166666666667,0.8,29,109,0.210144927536232,172.5,6.43900311592376,1.70971945102518,17,121,0.123188405797101,172.5,0.793103448275862,32,139,0.187134502923977,215.608695652174,6.50845481056114,1.59267732306535,20,151,0.116959064327485,215.608695652174,0.783783783783784,33,147,0.183333333333333,229.655172413793,6.5450466260949,1.58102600084697,20,160,0.111111111111111,229.655172413793,0.733333333333333,38,164,0.188118811881188,275.454545454545,6.6134154458769,1.54399946421167,22,180,0.108910891089109,275.454545454545,0.73469387755102,54,232,0.188811188811189,389.277777777778,7.0802865321899,1.63927433144336,41,245,0.143356643356643,389.277777777778
"371",66808052,"66808052-2012-11-07",20,20,"2012-11-07","HA1",2012,"M","Adult",0,0,0,0,1,6,26,0.1875,32,3.5149701298667,0.702709500296766,3,29,0.09375,32,1,7,49,0.125,56,4.20392003983425,0.778245142393777,6,50,0.107142857142857,56,1,11,70,0.135802469135802,81,6.25591529061636,2.00428903378036,11,70,0.135802469135802,81,1,17,113,0.130769230769231,130,6.36591979313133,1.69868725506339,14,116,0.107692307692308,130,1,20,132,0.131578947368421,152,6.3830965871085,1.58648882378039,14,138,0.0921052631578947,152,1,22,138,0.1375,160,6.40831198434677,1.56583655461999,14,146,0.0875,160,0.931034482758621,28,144,0.162790697674419,184.740740740741,6.60394146612351,1.66484870256138,14,158,0.0813953488372093,184.740740740741,0.837837837837838,31,159,0.163157894736842,226.774193548387,6.70318293292865,1.66471902295932,19,171,0.1,226.774193548387,0.777777777777778,33,172,0.160975609756098,263.571428571429,6.71050380372345,1.60942244904576,20,185,0.0975609756097561,263.571428571429,0.755102040816326,44,208,0.174603174603175,333.72972972973,6.87073470135791,1.57278735202208,31,221,0.123015873015873,333.72972972973
"372",79782524,"79782524-2012-11-07",80,70,"2012-11-07","HA1",2012,"F","Adult",5719.14893617021,1,0,0,1,4,19,0.173913043478261,23,3.5736648538857,0.918843905960034,6,17,0.260869565217391,23,1,5,39,0.113636363636364,44,3.65184055005851,0.616972074487756,13,31,0.295454545454545,44,1,7,57,0.109375,64,6.56232391016704,2.48869492766272,19,45,0.296875,64,1,12,95,0.11214953271028,107,6.6801904416566,2.13230747714688,33,74,0.308411214953271,107,1,16,109,0.128,125,6.79291217040872,2.09482855466451,36,89,0.288,125,1,19,119,0.13768115942029,138,6.80579928770763,2.01978893333846,37,101,0.268115942028986,138,0.96551724137931,25,138,0.153374233128834,168.821428571429,6.8843515858385,1.94403990801878,43,120,0.263803680981595,168.821428571429,0.918918918918919,26,161,0.13903743315508,203.5,6.94585986970973,1.87945678755284,52,135,0.27807486631016,203.5,0.888888888888889,28,164,0.145833333333333,216,6.9670160175159,1.87504360192322,53,139,0.276041666666667,216,0.857142857142857,42,222,0.159090909090909,308,7.11100336774102,1.72949205919059,66,198,0.25,308
"376",79778567,"79778567-2012-11-07",30,0,"2012-11-07","HA1",2012,"F","Adult",0,0,0,0,1,2,17,0.105263157894737,19,2.75041486474546,0.571548008442392,1,18,0.0526315789473684,19,0.8,6,23,0.206896551724138,36.25,3.79165591087819,0.913939634216574,3,26,0.103448275862069,36.25,0.666666666666667,7,39,0.152173913043478,69,3.89143059833573,0.714450263357857,7,39,0.152173913043478,69,0.692307692307692,9,59,0.132352941176471,98.2222222222222,5.88960237783241,1.84022654242689,8,60,0.117647058823529,98.2222222222222,0.619047619047619,13,66,0.164556962025316,127.615384615385,5.97280780623595,1.78457440938894,9,70,0.113924050632911,127.615384615385,0.6,15,78,0.161290322580645,155,5.9948796895957,1.66865664786939,10,83,0.10752688172043,155,0.620689655172414,18,92,0.163636363636364,177.222222222222,6.08110848387181,1.60307938180862,12,98,0.109090909090909,177.222222222222,0.594594594594595,22,117,0.158273381294964,233.772727272727,6.21179785826788,1.52166263737127,15,124,0.107913669064748,233.772727272727,0.577777777777778,22,130,0.144736842105263,263.076923076923,6.21179785826788,1.45247142260321,15,137,0.0986842105263158,263.076923076923,0.571428571428571,34,175,0.162679425837321,365.75,6.81846611826294,1.68105159169253,23,186,0.110047846889952,365.75
"377",79772013,"79772013-2012-11-07",30,50,"2012-11-07","HA1",2012,"M","Adult",0,0,0,0,1,4,24,0.142857142857143,28,4.51528968321654,1.44189833672658,2,26,0.0714285714285714,28,1,7,42,0.142857142857143,49,5.53842433363148,1.81952360965823,7,42,0.142857142857143,49,1,9,49,0.155172413793103,58,5.59124863034455,1.72359793721184,9,49,0.155172413793103,58,1,17,75,0.184782608695652,92,5.81252407221835,1.53138769034544,14,78,0.152173913043478,92,1,24,93,0.205128205128205,117,6.31531381394357,1.74357359971396,18,99,0.153846153846154,117,1,27,100,0.21259842519685,127,6.44567709374148,1.78381868514429,19,108,0.149606299212598,127,1,32,133,0.193939393939394,165,6.90874539421234,1.95452282816637,25,140,0.151515151515152,165,1,42,169,0.199052132701422,211,7.0180017986302,1.83848121182248,32,179,0.151658767772512,211,1,44,182,0.194690265486726,226,7.02879921521098,1.7900430272045,35,191,0.154867256637168,226,0.979591836734694,64,294,0.17877094972067,365.458333333333,7.17293994575469,1.53444445069411,63,295,0.175977653631285,365.458333333333
"379",67265276,"67265276-2012-11-08",10,30,"2012-11-08","HA1",2012,"F","Adult",10,1,1,10,1,6,26,0.1875,32,3.58008648974375,0.737113880426143,4,28,0.125,32,1,8,54,0.129032258064516,62,5.28692161356071,1.42866529682432,8,54,0.129032258064516,62,1,9,69,0.115384615384615,78,5.44270823050324,1.37360885418236,9,69,0.115384615384615,78,0.923076923076923,15,101,0.129310344827586,125.666666666667,5.7638216486679,1.31844794533383,10,106,0.0862068965517241,125.666666666667,0.857142857142857,19,108,0.149606299212598,148.166666666667,6.01363565051377,1.4380188801441,11,116,0.0866141732283465,148.166666666667,0.8,23,122,0.158620689655172,181.25,6.10270829746577,1.40519550408084,13,132,0.0896551724137931,181.25,0.793103448275862,31,154,0.167567567567568,233.260869565217,6.66146620410709,1.6524934912762,14,171,0.0756756756756757,233.260869565217,0.783783783783784,32,175,0.154589371980676,264.103448275862,6.6844592681779,1.58089731913578,17,190,0.0821256038647343,264.103448275862,0.733333333333333,39,185,0.174107142857143,305.454545454545,6.92597954214435,1.71234202485204,20,204,0.0892857142857143,305.454545454545,0.714285714285714,49,227,0.177536231884058,386.4,7.01606316608881,1.61621979033149,31,245,0.11231884057971,386.4
"393",79790568,"79790568-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",0,0,1,2.08333333333333,1,5,26,0.161290322580645,31,4.392301607349,1.27397632264396,9,22,0.290322580645161,31,1,8,51,0.135593220338983,59,6.69930417322657,2.69077267980075,14,45,0.23728813559322,59,1,8,64,0.111111111111111,72,6.69930417322657,2.50647868940785,18,54,0.25,72,0.923076923076923,12,88,0.12,108.333333333333,6.7356094535727,2.24162033851199,23,77,0.23,108.333333333333,0.857142857142857,14,99,0.123893805309735,131.833333333333,6.75885653611944,2.15367060885551,28,85,0.247787610619469,131.833333333333,0.8,15,104,0.126050420168067,148.75,6.77421210648417,2.12159679089129,31,88,0.260504201680672,148.75,0.758620689655172,18,113,0.137404580152672,172.681818181818,6.81166256546926,2.07021956289333,35,96,0.267175572519084,172.681818181818,0.702702702702703,19,132,0.125827814569536,214.884615384615,6.82162064718316,1.95576746264072,43,108,0.28476821192053,214.884615384615,0.644444444444444,21,140,0.130434782608696,249.827586206897,6.86994120155157,1.94225836748895,44,117,0.273291925465839,249.827586206897,0.63265306122449,30,171,0.149253731343284,317.709677419355,7.00679115896808,1.86996805363903,54,147,0.26865671641791,317.709677419355
"394",79776883,"79776883-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",7.14285714285714,1,0,0,1,5,26,0.161290322580645,31,4.392301607349,1.27397632264396,9,22,0.290322580645161,31,1,8,51,0.135593220338983,59,6.69930417322657,2.69077267980075,14,45,0.23728813559322,59,1,8,64,0.111111111111111,72,6.69930417322657,2.50647868940785,18,54,0.25,72,0.923076923076923,12,88,0.12,108.333333333333,6.7356094535727,2.24162033851199,23,77,0.23,108.333333333333,0.857142857142857,14,99,0.123893805309735,131.833333333333,6.75885653611944,2.15367060885551,28,85,0.247787610619469,131.833333333333,0.8,15,104,0.126050420168067,148.75,6.77421210648417,2.12159679089129,31,88,0.260504201680672,148.75,0.758620689655172,18,113,0.137404580152672,172.681818181818,6.81166256546926,2.07021956289333,35,96,0.267175572519084,172.681818181818,0.702702702702703,19,132,0.125827814569536,214.884615384615,6.82162064718316,1.95576746264072,43,108,0.28476821192053,214.884615384615,0.644444444444444,21,140,0.130434782608696,249.827586206897,6.86994120155157,1.94225836748895,44,117,0.273291925465839,249.827586206897,0.63265306122449,30,171,0.149253731343284,317.709677419355,7.00679115896808,1.86996805363903,54,147,0.26865671641791,317.709677419355
"395",79630010,"79630010-2012-11-07",20,80,"2012-11-07","HA1",2012,"F","Adult",733.333333333333,1,0,0,1,2,19,0.0952380952380952,21,3.82622301562481,1.14344738393808,2,19,0.0952380952380952,21,1,14,38,0.269230769230769,52,5.54674105362248,1.77690805477093,7,45,0.134615384615385,52,1,17,56,0.232876712328767,73,5.63355196269009,1.57218737234855,8,65,0.10958904109589,73,1,22,99,0.181818181818182,121,5.78982376291888,1.30666826245711,23,98,0.190082644628099,121,1,28,119,0.19047619047619,147,5.96812342286587,1.29514022006616,30,117,0.204081632653061,147,1,30,128,0.189873417721519,158,6.07808460994531,1.32292463263125,31,127,0.19620253164557,158,0.931034482758621,34,134,0.202380952380952,180.444444444444,6.26643546449011,1.41792705577999,31,137,0.18452380952381,180.444444444444,0.837837837837838,41,143,0.222826086956522,219.612903225806,6.42287346620595,1.46813724759117,34,150,0.184782608695652,219.612903225806,0.777777777777778,42,150,0.21875,246.857142857143,6.63301571458009,1.59977677756496,39,153,0.203125,246.857142857143,0.755102040816326,47,205,0.186507936507937,333.72972972973,6.69034274585985,1.43243360115821,54,198,0.214285714285714,333.72972972973
"396",67119635,"67119635-2012-11-07",20,100,"2012-11-07","HA1",2012,"M","Adult",0,0,0,0,1,4,21,0.16,25,3.86814314765969,1.0557527579493,5,20,0.2,25,0.8,9,32,0.219512195121951,51.25,4.20147193363712,0.957241291049203,7,34,0.170731707317073,51.25,0.666666666666667,11,48,0.186440677966102,88.5,4.44403728967221,0.886131283786548,12,47,0.203389830508475,88.5,0.692307692307692,12,69,0.148148148148148,117,4.73625795007444,0.873443969724561,21,60,0.259259259259259,117,0.619047619047619,13,76,0.146067415730337,143.769230769231,4.83446668325219,0.87627126765451,22,67,0.247191011235955,143.769230769231,0.6,16,85,0.158415841584158,168.333333333333,5.00018778837052,0.900085004700934,23,78,0.227722772277228,168.333333333333,0.586206896551724,23,95,0.194915254237288,201.294117647059,5.8290092206483,1.35404608636074,26,92,0.220338983050847,201.294117647059,0.540540540540541,25,106,0.190839694656489,242.35,5.95439298783716,1.36982915188751,28,103,0.213740458015267,242.35,0.511111111111111,26,122,0.175675675675676,289.565217391304,5.96340257538646,1.28679360153167,33,115,0.222972972972973,289.565217391304,0.510204081632653,38,156,0.195876288659794,380.24,6.21192433726384,1.27123622843453,44,150,0.22680412371134,380.24
"400",67276836,"67276836-2012-11-08",70,60,"2012-11-08","HA1",2012,"F","NotAdult",0,0,0,0,1,3,23,0.115384615384615,26,2.97838906998722,0.540894971136205,8,18,0.307692307692308,26,1,4,37,0.0975609756097561,41,3.1072212848818,0.419333202211453,15,26,0.365853658536585,41,1,7,48,0.127272727272727,55,3.52149372504193,0.468126081614871,20,35,0.363636363636364,55,1,13,70,0.156626506024096,83,4.93892748015953,0.982125506883321,31,52,0.373493975903614,83,1,16,89,0.152380952380952,105,5.23177685507841,1.01979238597782,35,70,0.333333333333333,105,1,19,106,0.152,125,5.39041936919271,1.01027736557165,41,84,0.328,125,1,24,131,0.154838709677419,155,6.84466784096347,1.95312953606067,45,110,0.290322580645161,155,1,30,168,0.151515151515152,198,6.99396011476603,1.87182516226534,51,147,0.257575757575758,198,1,31,183,0.144859813084112,214,7.0093465919704,1.81935871961151,55,159,0.257009345794392,214,0.979591836734694,58,291,0.166189111747851,356.270833333333,7.49111986361021,1.8135162083026,76,273,0.217765042979943,356.270833333333
"402",79639272,"79639272-2012-11-20",10,90,"2012-11-20","HA1",2012,"M","Adult",0,0,0,0,1,6,30,0.166666666666667,36,4.20471980549343,1.04147173244935,8,28,0.222222222222222,36,1,9,50,0.152542372881356,59,4.60616829480483,0.985689419280293,11,48,0.186440677966102,59,1,15,63,0.192307692307692,78,5.63806158022044,1.52359411656915,15,63,0.192307692307692,78,0.846153846153846,18,90,0.166666666666667,127.636363636364,5.75117159294021,1.36182846831796,20,88,0.185185185185185,127.636363636364,0.714285714285714,20,92,0.178571428571429,156.8,5.79408645649212,1.36680223175636,21,91,0.1875,156.8,0.64,23,100,0.186991869918699,192.1875,6.00009476328064,1.4521030842416,25,98,0.203252032520325,192.1875,0.620689655172414,28,122,0.186666666666667,241.666666666667,6.09143141397544,1.37127161657842,29,121,0.193333333333333,241.666666666667,0.594594594594595,28,128,0.179487179487179,262.363636363636,6.09143141397544,1.34215108595255,30,126,0.192307692307692,262.363636363636,0.533333333333333,28,133,0.173913043478261,301.875,6.09143141397544,1.31894231282658,30,131,0.186335403726708,301.875,0.530612244897959,45,165,0.214285714285714,395.769230769231,6.57741562353936,1.48557887147683,37,173,0.176190476190476,395.769230769231
