"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","EhungINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"126",49811771,"49811771-2012-08-28",40,0,"2012-08-28","HA1",2012,"F","Adult",0,0,1,1.31578947368421,1,0,3,0,3,0,0,0,3,0,3,0.8,0,5,0,6.25,0,0,0,5,0,6.25,0.666666666666667,1,10,0.0909090909090909,16.5,5.63460161557588,3.27180414550791,0,11,0,16.5,0.692307692307692,2,13,0.133333333333333,21.6666666666667,5.64684395763643,2.98701318682843,1,14,0.0666666666666667,21.6666666666667,0.619047619047619,2,17,0.105263157894737,30.6923076923077,5.64684395763643,2.76398485530614,2,17,0.105263157894737,30.6923076923077,0.6,3,22,0.12,41.6666666666667,5.66312299149213,2.5242773743615,3,22,0.12,41.6666666666667,0.620689655172414,5,28,0.151515151515152,53.1666666666667,6.04353537260685,2.62022337416363,4,29,0.121212121212121,53.1666666666667,0.594594594594595,6,31,0.162162162162162,62.2272727272727,6.06034440649266,2.53009315471779,4,33,0.108108108108108,62.2272727272727,0.577777777777778,7,39,0.152173913043478,79.6153846153846,6.06963549848431,2.33997092468032,5,41,0.108695652173913,79.6153846153846,0.591836734693878,13,62,0.173333333333333,126.724137931034,6.44014159732152,2.2342998334,7,68,0.0933333333333333,126.724137931034
"128",79797834,"79797834-2012-08-28",60,80,"2012-08-28","HA1",2012,"F","NotAdult",0,0,0,0,1,3,0,1,3,4.31139680668231,3.239260512353,1,2,0.333333333333333,3,1,4,3,0.571428571428571,7,4.48672729975792,2.60617835329354,2,5,0.285714285714286,7,1,5,10,0.333333333333333,15,4.56233574115552,1.99067406945333,4,11,0.266666666666667,15,1,9,20,0.310344827586207,29,6.66786045584812,3.33553712874754,5,24,0.172413793103448,29,1,11,24,0.314285714285714,35,6.67931508972654,3.16580518244122,7,28,0.2,35,1,11,26,0.297297297297297,37,6.67931508972654,3.11264272635036,7,30,0.189189189189189,37,0.96551724137931,14,31,0.311111111111111,46.6071428571429,6.70766629714078,2.95335571965299,8,37,0.177777777777778,46.6071428571429,0.918918918918919,15,40,0.272727272727273,59.8529411764706,6.72676968279532,2.78214223475955,9,46,0.163636363636364,59.8529411764706,0.888888888888889,16,44,0.266666666666667,67.5,6.77685416207959,2.74759620396113,10,50,0.166666666666667,67.5,0.877551020408163,23,64,0.264367816091954,99.1395348837209,6.87916349667392,2.49805081918196,15,72,0.172413793103448,99.1395348837209
"129",79618812,"79618812-2012-08-28",90,70,"2012-08-28","HA1",2012,"M","Adult",0,0,0,0,1,0,7,0,7,0,0,0,7,0,7,1,2,13,0.133333333333333,15,3.92856319997294,1.46377821376363,2,13,0.133333333333333,15,1,2,16,0.111111111111111,18,3.92856319997294,1.32669012108392,2,16,0.111111111111111,18,0.923076923076923,3,25,0.107142857142857,30.3333333333333,6.57577371935453,3.28050908568244,4,24,0.142857142857143,30.3333333333333,0.857142857142857,5,27,0.15625,37.3333333333333,6.60783485863782,3.18308953752953,5,27,0.15625,37.3333333333333,0.8,5,29,0.147058823529412,42.5,6.60783485863782,3.12505265044684,5,29,0.147058823529412,42.5,0.793103448275862,7,35,0.166666666666667,52.9565217391304,6.6199938276809,2.9355530852433,7,35,0.166666666666667,52.9565217391304,0.783783783783784,10,39,0.204081632653061,62.5172413793103,6.6815185416782,2.84814249338391,7,42,0.142857142857143,62.5172413793103,0.733333333333333,10,41,0.196078431372549,69.5454545454545,6.6815185416782,2.81049974798103,7,44,0.137254901960784,69.5454545454545,0.714285714285714,16,57,0.219178082191781,102.2,6.77881315009126,2.56708073484759,12,61,0.164383561643836,102.2
"131",79779379,"79779379-2012-08-28",100,20,"2012-08-28","HA1",2012,"M","Adult",3.44827586206897,1,0,0,1,3,11,0.214285714285714,14,5.24339480122033,2.67075219001095,3,11,0.214285714285714,14,0.8,4,13,0.235294117647059,21.25,5.64055644513791,2.8626020798313,4,13,0.235294117647059,21.25,0.666666666666667,4,14,0.222222222222222,27,5.64055644513791,2.80879803005708,4,14,0.222222222222222,27,0.692307692307692,6,17,0.260869565217391,33.2222222222222,5.71647281783615,2.65088573768755,4,19,0.173913043478261,33.2222222222222,0.619047619047619,6,20,0.230769230769231,42,5.71647281783615,2.53744850438978,4,22,0.153846153846154,42,0.6,6,20,0.230769230769231,43.3333333333333,5.71647281783615,2.53744850438978,4,22,0.153846153846154,43.3333333333333,0.586206896551724,7,22,0.241379310344828,49.4705882352941,6.00099737048585,2.70073931673554,4,25,0.137931034482759,49.4705882352941,0.540540540540541,7,27,0.205882352941176,62.9,6.00099737048585,2.55318669711388,6,28,0.176470588235294,62.9,0.511111111111111,7,28,0.2,68.4782608695652,6.00099737048585,2.52648575690891,7,28,0.2,68.4782608695652,0.510204081632653,8,38,0.173913043478261,90.16,6.02325937010805,2.29805805985339,9,37,0.195652173913043,90.16
"132",79770603,"79770603-2012-08-29",30,90,"2012-08-29","HA1",2012,"M","NotAdult",0,0,0,0,1,1,3,0.25,4,2.8207521236184,1.59885580310356,0,4,0,4,1,2,3,0.4,5,3.21041911484998,1.75057191082144,1,4,0.2,5,1,6,7,0.461538461538462,13,3.91005825544177,1.56060085317665,3,10,0.230769230769231,13,0.923076923076923,11,13,0.458333333333333,26,5.09418285699827,2.04807200920137,6,18,0.25,26,0.857142857142857,14,15,0.482758620689655,33.8333333333333,5.69893854909289,2.4212882759048,7,22,0.241379310344828,33.8333333333333,0.8,16,17,0.484848484848485,41.25,5.7967800852779,2.39302872279819,7,26,0.212121212121212,41.25,0.793103448275862,18,25,0.418604651162791,54.2173913043478,5.84661055028138,2.19995840635221,10,33,0.232558139534884,54.2173913043478,0.783783783783784,21,27,0.4375,61.2413793103448,5.87950652455781,2.13177876867459,12,36,0.25,61.2413793103448,0.733333333333333,25,29,0.462962962962963,73.6363636363636,6.01627847578179,2.14885043719706,12,42,0.222222222222222,73.6363636363636,0.714285714285714,30,50,0.375,112,7.06678567198902,2.749970454793,14,66,0.175,112
"134",79771081,"79771081-2012-08-29",40,100,"2012-08-29","HA1",2012,"F","NotAdult",0,0,0,0,1,2,3,0.4,5,3.04452243772342,1.6094379124341,0,5,0,5,0.8,2,4,0.333333333333333,7.5,3.04452243772342,1.46633706879343,1,5,0.166666666666667,7.5,0.666666666666667,3,7,0.3,15,3.36729582998647,1.33500106673234,3,7,0.3,15,0.692307692307692,6,8,0.428571428571429,20.2222222222222,4.63029724629792,2.11059875861392,4,10,0.285714285714286,20.2222222222222,0.619047619047619,6,9,0.4,24.2307692307692,4.63029724629792,2.0502233212903,4,11,0.266666666666667,24.2307692307692,0.6,8,13,0.380952380952381,35,4.94633191138183,2.03475588142665,4,17,0.19047619047619,35,0.620689655172414,13,17,0.433333333333333,48.3333333333333,5.19326885650983,1.9414055890927,5,25,0.166666666666667,48.3333333333333,0.594594594594595,15,21,0.416666666666667,60.5454545454545,5.41585618866497,1.97695135739359,7,29,0.194444444444444,60.5454545454545,0.577777777777778,18,24,0.428571428571429,72.6923076923077,5.5107707132361,1.92647655841144,9,33,0.214285714285714,72.6923076923077,0.591836734693878,27,50,0.350649350649351,130.103448275862,6.97683958355022,2.70155864828657,15,62,0.194805194805195,130.103448275862
"136",79774854,"79774854-2012-08-29",50,50,"2012-08-29","HA1",2012,"F","Adult",171.428571428571,1,0,0,1,1,7,0.125,8,1.41706601978664,0.329753286372468,2,6,0.25,8,1,1,11,0.0833333333333333,12,1.41706601978664,0.231442354128905,3,9,0.25,12,1,5,13,0.277777777777778,18,3.93861083992058,1.33422916395376,4,14,0.222222222222222,18,1,5,19,0.208333333333333,24,3.93861083992058,1.13069248102938,4,20,0.166666666666667,24,1,7,22,0.241379310344828,29,4.17654379938269,1.1668114041313,4,25,0.137931034482759,29,1,8,28,0.222222222222222,36,4.68210778729063,1.3793079890432,6,30,0.166666666666667,36,1,11,37,0.229166666666667,48,6.28120676295954,2.49429509468045,9,39,0.1875,48,1,14,43,0.245614035087719,57,6.35026631132516,2.40051574482707,9,48,0.157894736842105,57,1,14,47,0.229508196721311,61,6.35026631132516,2.33903588045494,10,51,0.163934426229508,61,1,32,84,0.275862068965517,116,7.40613302495831,2.72007462529017,17,99,0.146551724137931,116
"138",66878865,"66878865-2012-08-29",100,80,"2012-08-29","HA1",2012,"M","Adult",0,0,0,0,1,1,9,0.1,10,3.78093759853188,1.66500776358891,1,9,0.1,10,0.8,1,14,0.0666666666666667,18.75,3.78093759853188,1.34992671694902,1,14,0.0666666666666667,18.75,0.666666666666667,2,15,0.117647058823529,25.5,3.92856319997294,1.36899689892348,1,16,0.0588235294117647,25.5,0.692307692307692,3,22,0.12,36.1111111111111,6.57577371935453,3.3898000834524,2,23,0.08,36.1111111111111,0.619047619047619,5,26,0.161290322580645,50.0769230769231,6.58832635918916,3.19479972022397,4,27,0.129032258064516,50.0769230769231,0.6,5,26,0.161290322580645,51.6666666666667,6.58832635918916,3.19479972022397,4,27,0.129032258064516,51.6666666666667,0.586206896551724,6,29,0.171428571428571,59.7058823529412,6.60779758057433,3.09732083177534,4,31,0.114285714285714,59.7058823529412,0.540540540540541,7,36,0.162790697674419,79.55,6.63035479285629,2.92310027299531,5,38,0.116279069767442,79.55,0.511111111111111,7,37,0.159090909090909,86.0869565217391,6.63035479285629,2.90136036291934,5,39,0.113636363636364,86.0869565217391,0.510204081632653,12,51,0.19047619047619,123.48,6.74462125015325,2.67193199230331,10,53,0.158730158730159,123.48
"141",79638791,"79638791-2012-08-30",90,80,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,3,13,0.1875,16,3.99008887110974,1.46238253146724,1,15,0.0625,16,1,4,21,0.16,25,6.58025953703711,3.39414102424284,2,23,0.08,25,1,4,24,0.142857142857143,28,6.58025953703711,3.28483257220651,2,26,0.0714285714285714,28,0.923076923076923,7,32,0.179487179487179,42.25,6.61214232753403,2.99838946520206,4,35,0.102564102564103,42.25,0.857142857142857,8,37,0.177777777777778,52.5,6.63460283707678,2.88415093510422,4,41,0.0888888888888889,52.5,0.8,8,39,0.170212765957447,58.75,6.63460283707678,2.84314728552258,4,43,0.0851063829787234,58.75,0.758620689655172,10,41,0.196078431372549,67.2272727272727,6.67413727631668,2.80355545605022,5,46,0.0980392156862745,67.2272727272727,0.702702702702703,11,48,0.186440677966102,83.9615384615385,6.6855551335665,2.67794631616264,8,51,0.135593220338983,83.9615384615385,0.644444444444444,12,49,0.19672131147541,94.6551724137931,6.73769293841649,2.69552644810001,9,52,0.147540983606557,94.6551724137931,0.63265306122449,15,56,0.211267605633803,112.225806451613,6.74923629948165,2.56538996071004,11,60,0.154929577464789,112.225806451613
"143",66808052,"66808052-2012-08-30",60,20,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,0,4,0,4,0,0,1,3,0.25,4,1,1,5,0.166666666666667,6,4.61512051684126,2.87167962488401,1,5,0.166666666666667,6,1,2,9,0.181818181818182,11,5.94003273897272,3.56811650445185,1,10,0.0909090909090909,11,1,4,21,0.16,25,5.99684840308073,2.83593751246219,4,21,0.16,25,1,5,25,0.166666666666667,30,6.00011487357288,2.66832746204394,4,26,0.133333333333333,30,1,5,27,0.15625,32,6.00011487357288,2.6084028238397,4,28,0.125,32,0.96551724137931,7,35,0.166666666666667,43.5,6.22430837991693,2.56471808687469,7,35,0.166666666666667,43.5,0.918918918918919,7,43,0.14,54.4117647058823,6.22430837991693,2.40491375076039,8,42,0.16,54.4117647058823,0.888888888888889,8,54,0.129032258064516,69.75,6.29385795751827,2.27351729686751,10,52,0.161290322580645,69.75,0.877551020408163,17,79,0.177083333333333,109.395348837209,6.79013421492924,2.32731111489226,16,80,0.166666666666667,109.395348837209
"147",67125021,"67125021-2012-08-29",100,40,"2012-08-29","HA1",2012,"M","Adult",0,0,0,0,1,1,5,0.166666666666667,6,2.31163492851396,0.922333046330117,1,5,0.166666666666667,6,0.8,1,8,0.111111111111111,11.25,2.31163492851396,0.698184974589902,1,8,0.111111111111111,11.25,0.666666666666667,2,12,0.142857142857143,21,3.83847431740533,1.44615474904357,2,12,0.142857142857143,21,0.692307692307692,4,15,0.210526315789474,27.4444444444444,4.22926184644997,1.51762875188775,3,16,0.157894736842105,27.4444444444444,0.619047619047619,4,17,0.19047619047619,33.9230769230769,4.22926184644997,1.44036000744192,4,17,0.19047619047619,33.9230769230769,0.6,5,21,0.192307692307692,43.3333333333333,5.35433690654358,2.20795174895532,6,20,0.230769230769231,43.3333333333333,0.620689655172414,7,27,0.205882352941176,54.7777777777778,5.74595482512209,2.31985357571597,8,26,0.235294117647059,54.7777777777778,0.594594594594595,7,33,0.175,67.2727272727273,5.74595482512209,2.1745308768643,8,32,0.2,67.2727272727273,0.577777777777778,8,37,0.177777777777778,77.8846153846154,5.87431091558784,2.18425044056073,9,36,0.2,77.8846153846154,0.591836734693878,10,60,0.142857142857143,118.275862068966,6.13720025945863,2.02768979319627,14,56,0.2,118.275862068966
"150",66810301,"66810301-2012-08-30",10,100,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,5,5,0.5,10,4.0048708171189,1.85418225935532,3,7,0.3,10,0.8,5,7,0.416666666666667,15,4.0048708171189,1.70269654010038,3,9,0.25,15,0.666666666666667,7,12,0.368421052631579,28.5,4.60059070545172,1.8223660865645,5,14,0.263157894736842,28.5,0.615384615384615,7,15,0.318181818181818,35.75,4.60059070545172,1.70096490309052,5,17,0.227272727272727,35.75,0.523809523809524,7,15,0.318181818181818,42,4.60059070545172,1.70096490309052,5,17,0.227272727272727,42,0.48,10,18,0.357142857142857,58.3333333333333,5.45968294305499,2.23622738255148,6,22,0.214285714285714,58.3333333333333,0.482758620689655,11,21,0.34375,66.2857142857143,5.525544157718,2.17625235955659,7,25,0.21875,66.2857142857143,0.459459459459459,13,21,0.382352941176471,74,5.57903524654898,2.17011532272539,7,27,0.205882352941176,74,0.422222222222222,17,23,0.425,94.7368421052632,5.63455321426379,2.07610416297487,8,32,0.2,94.7368421052632,0.428571428571429,20,35,0.363636363636364,128.333333333333,5.8389605678724,1.97766598384468,12,43,0.218181818181818,128.333333333333
"152",79623797,"79623797-2012-08-30",10,40,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,2,10,0.166666666666667,12,5.01433215597758,2.59994243096925,1,11,0.0833333333333333,12,1,5,13,0.277777777777778,18,5.37766576340506,2.56288005925763,1,17,0.0555555555555556,18,1,8,16,0.333333333333333,24,5.44720027258548,2.3636308726728,2,22,0.0833333333333333,24,0.923076923076923,14,29,0.325581395348837,46.5833333333333,5.73245772518436,2.09880832132235,3,40,0.0697674418604651,46.5833333333333,0.857142857142857,14,31,0.311111111111111,52.5,5.73245772518436,2.05903218913959,3,42,0.0666666666666667,52.5,0.8,18,39,0.315789473684211,71.25,6.16864841691706,2.23648321601622,5,52,0.087719298245614,71.25,0.793103448275862,20,52,0.277777777777778,90.7826086956522,6.20856690766598,2.06543507110751,8,64,0.111111111111111,90.7826086956522,0.783783783783784,23,57,0.2875,102.068965517241,6.67168982602272,2.38500456869474,8,72,0.1,102.068965517241,0.733333333333333,25,66,0.274725274725275,124.090909090909,6.71328304133138,2.30617100079375,12,79,0.131868131868132,124.090909090909,0.73469387755102,30,81,0.27027027027027,151.083333333333,6.73700148303631,2.15011524238597,15,96,0.135135135135135,151.083333333333
"154",67007587,"67007587-2012-08-30",10,70,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,7,8,0.466666666666667,15,5.24606025378809,2.609172148464,5,10,0.333333333333333,15,1,9,14,0.391304347826087,23,5.34923950390686,2.31317315401688,6,17,0.260869565217391,23,1,13,19,0.40625,32,5.46196810851486,2.11986562164008,7,25,0.21875,32,0.923076923076923,15,24,0.384615384615385,42.25,5.69431607754261,2.15108660375123,7,32,0.179487179487179,42.25,0.857142857142857,18,26,0.409090909090909,51.3333333333333,5.81503994977058,2.15151056902061,7,37,0.159090909090909,51.3333333333333,0.8,20,28,0.416666666666667,60,5.89184438612877,2.14269131856052,8,40,0.166666666666667,60,0.793103448275862,23,32,0.418181818181818,69.3478260869565,6.26797027818956,2.35811578509932,10,45,0.181818181818182,69.3478260869565,0.783783783783784,24,39,0.380952380952381,80.3793103448276,6.29746888211306,2.26241645206912,10,53,0.158730158730159,80.3793103448276,0.733333333333333,24,43,0.358208955223881,91.3636363636364,6.29746888211306,2.20744624941407,10,57,0.149253731343284,91.3636363636364,0.714285714285714,30,57,0.344827586206897,121.8,6.4090848903854,2.07560898578293,15,72,0.172413793103448,121.8
"155",79797893,"79797893-2012-08-30",0,30,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,2,10,0.166666666666667,12,3.14436643436427,1.04746427449002,0,12,0,12,0.8,4,12,0.25,20,3.58083148722831,1.15734063609438,1,15,0.0625,20,0.666666666666667,6,15,0.285714285714286,31.5,4.58001938834725,1.72205448088143,1,20,0.0476190476190476,31.5,0.692307692307692,8,27,0.228571428571429,50.5555555555556,5.61622410519038,2.17750642445828,2,33,0.0571428571428571,50.5555555555556,0.619047619047619,9,32,0.219512195121951,66.2307692307692,5.62869210135884,2.04941565136242,4,37,0.0975609756097561,66.2307692307692,0.6,11,38,0.224489795918367,81.6666666666667,5.70191657229787,1.95877385223247,5,44,0.102040816326531,81.6666666666667,0.620689655172414,14,44,0.241379310344828,93.4444444444444,5.74473306845712,1.85181649215256,6,52,0.103448275862069,93.4444444444444,0.594594594594595,18,53,0.253521126760563,119.409090909091,5.86974843571228,1.78743057099653,7,64,0.0985915492957746,119.409090909091,0.577777777777778,18,55,0.246575342465753,126.346153846154,5.86974843571228,1.76435512833961,8,65,0.10958904109589,126.346153846154,0.571428571428571,26,69,0.273684210526316,166.25,6.68423157342657,2.24148870760615,9,86,0.0947368421052632,166.25
"157",79788371,"79788371-2012-09-11",10,0,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,3,15,0.166666666666667,18,3.76083949542279,1.20371437300262,2,16,0.111111111111111,18,0.8,4,21,0.16,31.25,3.83800550272871,1.03578284114528,4,21,0.16,31.25,0.666666666666667,5,26,0.161290322580645,46.5,3.98109428424836,0.991764755509788,4,27,0.129032258064516,46.5,0.615384615384615,6,36,0.142857142857143,68.25,4.26875675544317,0.984685842391834,4,38,0.0952380952380952,68.25,0.523809523809524,6,39,0.133333333333333,85.9090909090909,4.26875675544317,0.942025810002015,5,40,0.111111111111111,85.9090909090909,0.48,7,43,0.14,104.166666666667,4.28700913210743,0.889934940939363,5,45,0.1,104.166666666667,0.482758620689655,8,45,0.150943396226415,109.785714285714,4.34505642534372,0.890267402086674,5,48,0.0943396226415094,109.785714285714,0.459459459459459,9,48,0.157894736842105,124.058823529412,5.87505363332111,1.97807827968108,5,52,0.087719298245614,124.058823529412,0.422222222222222,10,52,0.161290322580645,146.842105263158,5.89053672454317,1.9192900909906,7,55,0.112903225806452,146.842105263158,0.428571428571429,12,63,0.16,175,6.23210437789655,2.05039905864627,7,68,0.0933333333333333,175
"160",49811771,"49811771-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,5,9,0.357142857142857,14,5.22907277708458,2.65735665276756,1,13,0.0714285714285714,14,1,8,16,0.333333333333333,24,5.30143010017202,2.23191007822008,5,19,0.208333333333333,24,1,11,21,0.34375,32,5.62847118345795,2.26837019438907,5,27,0.15625,32,1,18,34,0.346153846153846,52,6.13130647285681,2.28519787259827,6,46,0.115384615384615,52,1,19,38,0.333333333333333,57,6.14071313108038,2.21151692400555,7,50,0.12280701754386,57,1,19,44,0.301587301587302,63,6.14071313108038,2.12289743569705,8,55,0.126984126984127,63,0.96551724137931,22,55,0.285714285714286,79.75,6.22166586557046,2.01843162050454,14,63,0.181818181818182,79.75,0.918918918918919,25,62,0.28735632183908,94.6764705882353,6.68906639547553,2.32483197393026,14,73,0.160919540229885,94.6764705882353,0.888888888888889,26,66,0.282608695652174,103.5,6.69334840096768,2.27840371765859,16,76,0.173913043478261,103.5,0.877551020408163,32,102,0.238805970149254,152.697674418605,6.81522392395447,2.05356926181303,25,109,0.186567164179104,152.697674418605
"161",79797359,"79797359-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,5,9,0.357142857142857,14,5.22907277708458,2.65735665276756,1,13,0.0714285714285714,14,1,8,16,0.333333333333333,24,5.30143010017202,2.23191007822008,5,19,0.208333333333333,24,1,11,21,0.34375,32,5.62847118345795,2.26837019438907,5,27,0.15625,32,1,18,34,0.346153846153846,52,6.13130647285681,2.28519787259827,6,46,0.115384615384615,52,1,19,38,0.333333333333333,57,6.14071313108038,2.21151692400555,7,50,0.12280701754386,57,1,19,44,0.301587301587302,63,6.14071313108038,2.12289743569705,8,55,0.126984126984127,63,0.96551724137931,22,55,0.285714285714286,79.75,6.22166586557046,2.01843162050454,14,63,0.181818181818182,79.75,0.918918918918919,25,62,0.28735632183908,94.6764705882353,6.68906639547553,2.32483197393026,14,73,0.160919540229885,94.6764705882353,0.888888888888889,26,66,0.282608695652174,103.5,6.69334840096768,2.27840371765859,16,76,0.173913043478261,103.5,0.877551020408163,32,102,0.238805970149254,152.697674418605,6.81522392395447,2.05356926181303,25,109,0.186567164179104,152.697674418605
"163",79797266,"79797266-2012-09-11",20,30,"2012-09-11","HA1",2012,"F","NotAdult",7880,1,0,0,1,1,10,0.0909090909090909,11,4.97673374242057,2.64552984412088,0,11,0,11,1,3,18,0.142857142857143,21,5.06068442859439,2.1355653649179,3,18,0.142857142857143,21,1,5,26,0.161290322580645,31,5.1089380501436,1.84154511647727,5,26,0.161290322580645,31,1,11,46,0.192982456140351,57,6.27995317993425,2.33667063355081,6,51,0.105263157894737,57,1,13,52,0.2,65,6.38919410554387,2.31690753632588,6,59,0.0923076923076923,65,1,15,57,0.208333333333333,72,6.40040818836632,2.23521405170173,7,65,0.0972222222222222,72,0.96551724137931,18,72,0.2,93.2142857142857,6.42193147660385,2.0572388095875,11,79,0.122222222222222,93.2142857142857,0.918918918918919,22,79,0.217821782178218,109.911764705882,6.48162836045207,2.00898913867642,13,88,0.128712871287129,109.911764705882,0.888888888888889,23,83,0.216981132075472,119.25,6.50583406607469,1.9881760018183,13,93,0.122641509433962,119.25,0.857142857142857,29,97,0.23015873015873,147,6.71104837493886,2.01641653728844,17,109,0.134920634920635,147
"164",67091302,"67091302-2012-09-11",20,20,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,2,11,0.153846153846154,13,2.45024040968558,0.595921563839285,3,10,0.230769230769231,13,1,3,24,0.111111111111111,27,3.80498255365103,0.965778590351519,4,23,0.148148148148148,27,1,6,32,0.157894736842105,38,6.18565080912536,2.62147696278845,4,34,0.105263157894737,38,1,9,49,0.155172413793103,58,6.21517498181277,2.26263111612319,6,52,0.103448275862069,58,1,11,58,0.159420289855072,69,6.22574448112948,2.11782458441433,7,62,0.101449275362319,69,1,11,61,0.152777777777778,72,6.22574448112948,2.08048147215935,7,65,0.0972222222222222,72,0.931034482758621,15,64,0.189873417721519,84.8518518518518,6.30436914862132,2.06823408460955,7,72,0.0886075949367089,84.8518518518518,0.837837837837838,17,72,0.191011235955056,106.225806451613,6.41111084896382,2.057530965313,9,80,0.101123595505618,106.225806451613,0.777777777777778,18,77,0.189473684210526,122.142857142857,6.41682656961145,2.00582007969844,11,84,0.115789473684211,122.142857142857,0.755102040816326,24,88,0.214285714285714,148.324324324324,6.51049410858281,1.9448361730784,14,98,0.125,148.324324324324
"166",66859820,"66859820-2012-09-11",60,50,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,1,6,0.142857142857143,7,2.31163492851396,0.832344310720145,3,4,0.428571428571429,7,1,3,12,0.2,15,2.77971699410655,0.696955247844146,5,10,0.333333333333333,15,1,3,19,0.136363636363636,22,2.77971699410655,0.522964192761935,6,16,0.272727272727273,22,1,6,24,0.2,30,3.61697739929773,0.791858866431717,7,23,0.233333333333333,30,1,8,28,0.222222222222222,36,4.0849146267861,0.964412558666971,7,29,0.194444444444444,36,1,11,33,0.25,44,4.58055137826064,1.16150297808885,8,36,0.181818181818182,44,1,12,39,0.235294117647059,51,4.94467581156565,1.31743445982064,9,42,0.176470588235294,51,1,17,50,0.253731343283582,67,6.09440089570229,2.02847879303709,9,58,0.134328358208955,67,1,19,52,0.267605633802817,71,6.16132490850028,2.03637182673984,9,62,0.126760563380282,71,1,29,107,0.213235294117647,136,7.37720617617934,2.54559809352837,18,118,0.132352941176471,136
