"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","EhungINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"178",79795857,"79795857-2012-09-13",30,100,"2012-09-13","HA1",2012,"M","Adult",73.6842105263158,1,0,0,1,1,10,0.0909090909090909,11,1.79175946922805,0.374693449441411,2,9,0.181818181818182,11,0.8,1,11,0.0833333333333333,15,1.79175946922805,0.348306694268216,2,10,0.166666666666667,15,0.666666666666667,2,13,0.133333333333333,22.5,2.13523290130825,0.403641953546649,2,13,0.133333333333333,22.5,0.692307692307692,2,15,0.117647058823529,24.5555555555556,2.13523290130825,0.363785572534179,2,15,0.117647058823529,24.5555555555556,0.619047619047619,3,19,0.136363636363636,35.5384615384615,2.39999479068065,0.37541565601074,4,18,0.181818181818182,35.5384615384615,0.6,3,26,0.103448275862069,48.3333333333333,2.39999479068065,0.296858434293553,4,25,0.137931034482759,48.3333333333333,0.620689655172414,3,30,0.0909090909090909,53.1666666666667,2.39999479068065,0.265230059920481,6,27,0.181818181818182,53.1666666666667,0.594594594594595,3,35,0.0789473684210526,63.9090909090909,2.39999479068065,0.234096380176665,8,30,0.210526315789474,63.9090909090909,0.577777777777778,3,35,0.0789473684210526,65.7692307692308,2.39999479068065,0.234096380176665,8,30,0.210526315789474,65.7692307692308,0.571428571428571,4,44,0.0833333333333333,84,3.27365693475175,0.424828291670286,11,37,0.229166666666667,84
"182",66872112,"66872112-2012-09-25",0,70,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,3,0,3,0,0,3,0,1,3,0.8,0,5,0,6.25,0,0,4,1,0.8,6.25,0.666666666666667,0,7,0,10.5,0,0,5,2,0.714285714285714,10.5,0.692307692307692,0,8,0,11.5555555555556,0,0,5,3,0.625,11.5555555555556,0.619047619047619,0,11,0,17.7692307692308,0,0,6,5,0.545454545454545,17.7692307692308,0.6,0,15,0,25,0,0,6,9,0.4,25,0.620689655172414,0,16,0,25.7777777777778,0,0,6,10,0.375,25.7777777777778,0.594594594594595,0,19,0,31.9545454545455,0,0,6,13,0.315789473684211,31.9545454545455,0.577777777777778,0,19,0,32.8846153846154,0,0,6,13,0.315789473684211,32.8846153846154,0.571428571428571,0,33,0,57.75,0,0,12,21,0.363636363636364,57.75
"185",79630010,"79630010-2012-09-25",10,90,"2012-09-25","HA1",2012,"F","Adult",15.7894736842105,1,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,1,0,8,0,8,0,0,1,7,0.125,8,1,0,11,0,11,0,0,3,8,0.272727272727273,11,0.846153846153846,0,16,0,18.9090909090909,0,0,7,9,0.4375,18.9090909090909,0.714285714285714,0,16,0,22.4,0,0,7,9,0.4375,22.4,0.64,0,16,0,25,0,0,7,9,0.4375,25,0.620689655172414,0,18,0,29,0,0,8,10,0.444444444444444,29,0.594594594594595,0,18,0,30.2727272727273,0,0,8,10,0.444444444444444,30.2727272727273,0.533333333333333,0,18,0,33.75,0,0,8,10,0.444444444444444,33.75,0.530612244897959,1,24,0.04,47.1153846153846,1.27091228700104,0.0976384695639159,10,15,0.4,47.1153846153846
"186",49811771,"49811771-2012-09-25",10,30,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,1,0,6,0,6,0,0,1,5,0.166666666666667,6,1,0,8,0,8,0,0,1,7,0.125,8,0.923076923076923,0,16,0,17.3333333333333,0,0,2,14,0.125,17.3333333333333,0.857142857142857,0,16,0,18.6666666666667,0,0,2,14,0.125,18.6666666666667,0.8,0,17,0,21.25,0,0,2,15,0.117647058823529,21.25,0.793103448275862,0,20,0,25.2173913043478,0,0,3,17,0.15,25.2173913043478,0.783783783783784,0,20,0,25.5172413793103,0,0,3,17,0.15,25.5172413793103,0.733333333333333,1,22,0.0434782608695652,31.3636363636364,3.65065824129374,0.967149149107646,5,18,0.217391304347826,31.3636363636364,0.714285714285714,2,29,0.0645161290322581,43.4,3.90421482298033,0.943166465446861,9,22,0.290322580645161,43.4
"187",79796354,"79796354-2012-09-25",10,20,"2012-09-25","HA1",2012,"M","Adult",0,0,1,9.09090909090909,1,0,3,0,3,0,0,0,3,0,3,1,0,6,0,6,0,0,1,5,0.166666666666667,6,1,0,8,0,8,0,0,1,7,0.125,8,0.923076923076923,0,11,0,11.9166666666667,0,0,1,10,0.0909090909090909,11.9166666666667,0.857142857142857,0,14,0,16.3333333333333,0,0,1,13,0.0714285714285714,16.3333333333333,0.8,0,15,0,18.75,0,0,1,14,0.0666666666666667,18.75,0.758620689655172,0,18,0,23.7272727272727,0,0,2,16,0.111111111111111,23.7272727272727,0.702702702702703,0,19,0,27.0384615384615,0,0,3,16,0.157894736842105,27.0384615384615,0.644444444444444,1,19,0.05,31.0344827586207,2.49412330489292,0.441832752279039,3,17,0.15,31.0344827586207,0.63265306122449,2,25,0.0740740740740741,42.6774193548387,3.90421482298033,1.02976637875097,6,21,0.222222222222222,42.6774193548387
"188",79786360,"79786360-2012-09-25",10,10,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,1,0,6,0,6,0,0,0,6,0,6,1,0,6,0,6,0,0,0,6,0,6,0.846153846153846,0,7,0,8.27272727272727,0,0,1,6,0.142857142857143,8.27272727272727,0.714285714285714,0,9,0,12.6,0,0,1,8,0.111111111111111,12.6,0.64,0,10,0,15.625,0,0,1,9,0.1,15.625,0.620689655172414,0,12,0,19.3333333333333,0,0,1,11,0.0833333333333333,19.3333333333333,0.594594594594595,0,15,0,25.2272727272727,0,0,1,14,0.0666666666666667,25.2272727272727,0.533333333333333,0,15,0,28.125,0,0,1,14,0.0666666666666667,28.125,0.530612244897959,2,20,0.0909090909090909,41.4615384615385,3.90421482298033,1.16614505993497,3,19,0.136363636363636,41.4615384615385
"189",67006795,"67006795-2012-09-25",20,40,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,9,0,9,0,0,2,7,0.222222222222222,9,1,0,11,0,11,0,0,2,9,0.181818181818182,11,1,0,14,0,14,0,0,3,11,0.214285714285714,14,1,0,15,0,15,0,0,3,12,0.2,15,1,0,19,0,19,0,0,4,15,0.210526315789474,19,1,0,21,0,21,0,0,5,16,0.238095238095238,21,0.96551724137931,1,23,0.0416666666666667,24.8571428571429,3.65065824129374,0.940983344464527,7,17,0.291666666666667,24.8571428571429,0.918918918918919,2,25,0.0740740740740741,29.3823529411765,3.90421482298033,1.02976637875097,8,19,0.296296296296296,29.3823529411765,0.888888888888889,2,25,0.0740740740740741,30.375,3.90421482298033,1.02976637875097,8,19,0.296296296296296,30.375,0.877551020408163,3,30,0.0909090909090909,37.6046511627907,3.95460754831115,0.936392942041513,9,24,0.272727272727273,37.6046511627907
"191",67091302,"67091302-2012-09-25",30,0,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,1.25,0,0,0,1,0,1.25,0.666666666666667,0,3,0,4.5,0,0,0,3,0,4.5,0.692307692307692,0,5,0,7.22222222222222,0,0,0,5,0,7.22222222222222,0.619047619047619,1,6,0.142857142857143,11.3076923076923,2.49412330489292,0.950615474415229,0,7,0,11.3076923076923,0.6,1,8,0.111111111111111,15,2.49412330489292,0.804047876593387,0,9,0,15,0.620689655172414,1,10,0.0909090909090909,17.7222222222222,2.49412330489292,0.698184974589902,1,10,0.0909090909090909,17.7222222222222,0.594594594594595,2,11,0.153846153846154,21.8636363636364,3.90421482298033,1.55589287199267,1,12,0.0769230769230769,21.8636363636364,0.577777777777778,2,15,0.117647058823529,29.4230769230769,3.90421482298033,1.35053171424498,1,16,0.0588235294117647,29.4230769230769,0.571428571428571,2,18,0.1,35,3.90421482298033,1.23272221761192,2,18,0.1,35
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",673.469387755102,1,0,0,1,0,4,0,4,0,0,1,3,0.25,4,1,0,7,0,7,0,0,3,4,0.428571428571429,7,1,0,9,0,9,0,0,4,5,0.444444444444444,9,0.923076923076923,0,14,0,15.1666666666667,0,0,4,10,0.285714285714286,15.1666666666667,0.857142857142857,0,15,0,17.5,0,0,4,11,0.266666666666667,17.5,0.8,0,15,0,18.75,0,0,4,11,0.266666666666667,18.75,0.758620689655172,0,17,0,22.4090909090909,0,0,4,13,0.235294117647059,22.4090909090909,0.702702702702703,2,19,0.0952380952380952,29.8846153846154,3.0626717562291,0.678386764976825,4,17,0.19047619047619,29.8846153846154,0.644444444444444,2,23,0.08,38.7931034482759,3.0626717562291,0.596297354570028,5,20,0.2,38.7931034482759,0.63265306122449,3,29,0.09375,50.5806451612903,3.17151717027828,0.538750174684433,6,26,0.1875,50.5806451612903
"195",79630102,"79630102-2012-09-11",20,100,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,0.8,0,5,0,6.25,0,0,0,5,0,6.25,0.666666666666667,1,9,0.1,15,1.79175946922805,0.405465108108164,0,10,0,15,0.692307692307692,1,13,0.0714285714285714,20.2222222222222,1.79175946922805,0.305381649551182,2,12,0.142857142857143,20.2222222222222,0.619047619047619,1,14,0.0666666666666667,24.2307692307692,1.79175946922805,0.287682072451781,2,13,0.133333333333333,24.2307692307692,0.6,2,15,0.117647058823529,28.3333333333333,2.13523290130825,0.363785572534179,2,15,0.117647058823529,28.3333333333333,0.586206896551724,2,17,0.105263157894737,32.4117647058824,2.13523290130825,0.331158005490142,2,17,0.105263157894737,32.4117647058824,0.540540540540541,2,19,0.0952380952380952,38.85,2.13523290130825,0.303942593323561,3,18,0.142857142857143,38.85,0.511111111111111,2,19,0.0952380952380952,41.0869565217391,2.13523290130825,0.303942593323561,3,18,0.142857142857143,41.0869565217391,0.510204081632653,3,23,0.115384615384615,50.96,3.17151717027828,0.630527469186498,4,22,0.153846153846154,50.96
"196",79786360,"79786360-2012-09-11",30,30,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,1,0,5,0,5,0,0,1,4,0.2,5,1,1,6,0.142857142857143,7,1.441210118716,0.379004420336821,1,6,0.142857142857143,7,1,1,14,0.0666666666666667,15,1.441210118716,0.194788325559084,4,11,0.266666666666667,15,1,1,15,0.0625,16,1.441210118716,0.183664740340422,5,11,0.3125,16,1,1,18,0.0526315789473684,19,1.441210118716,0.156815087362072,5,14,0.263157894736842,19,1,3,19,0.136363636363636,22,3.04100250286795,0.644868746239188,5,17,0.227272727272727,22,1,3,21,0.125,24,3.04100250286795,0.604457380121591,6,18,0.25,24,1,3,21,0.125,24,3.04100250286795,0.604457380121591,6,18,0.25,24,0.959183673469388,4,25,0.137931034482759,30.2340425531915,3.17072546143373,0.580572236613302,7,22,0.241379310344828,30.2340425531915
"198",79770603,"79770603-2012-09-11",40,100,"2012-09-11","HA1",2012,"M","Adult",5328.81355932204,1,0,0,1,2,5,0.285714285714286,7,2.13523290130825,0.725408042778167,0,7,0,7,0.8,2,7,0.222222222222222,11.25,2.13523290130825,0.603648858742144,0,9,0,11.25,0.666666666666667,2,9,0.181818181818182,16.5,2.13523290130825,0.517657671727954,0,11,0,16.5,0.692307692307692,2,10,0.166666666666667,17.3333333333333,2.13523290130825,0.483403880648356,0,12,0,17.3333333333333,0.619047619047619,2,12,0.142857142857143,22.6153846153846,2.13523290130825,0.42708757212133,0,14,0,22.6153846153846,0.6,2,13,0.133333333333333,25,2.13523290130825,0.403641953546649,0,15,0,25,0.620689655172414,2,15,0.117647058823529,27.3888888888889,2.13523290130825,0.363785572534179,0,17,0,27.3888888888889,0.594594594594595,2,16,0.111111111111111,30.2727272727273,2.13523290130825,0.346698201079211,1,17,0.0555555555555556,30.2727272727273,0.577777777777778,3,17,0.15,34.6153846153846,3.17151717027828,0.761824743830506,1,19,0.05,34.6153846153846,0.591836734693878,4,24,0.142857142857143,47.3103448275862,3.28624218774086,0.65199370444457,4,24,0.142857142857143,47.3103448275862
"199",66810112,"66810112-2012-09-11",50,80,"2012-09-11","HA1",2012,"M","Adult",0,0,1,2.56410256410256,1,0,3,0,3,0,0,0,3,0,3,1,0,4,0,4,0,0,0,4,0,4,1,1,5,0.166666666666667,6,1.24098426930275,0.343473432080196,0,6,0,6,1,3,10,0.230769230769231,13,3.17151717027828,1.01421655860448,0,13,0,13,1,4,11,0.266666666666667,15,3.28624218774086,0.999213779756288,0,15,0,15,1,4,13,0.235294117647059,17,3.28624218774086,0.921972969170612,1,16,0.0588235294117647,17,0.96551724137931,4,14,0.222222222222222,18.6428571428571,3.28624218774086,0.887941153288606,1,17,0.0555555555555556,18.6428571428571,0.918918918918919,4,16,0.2,21.7647058823529,3.28624218774086,0.827288629308852,1,19,0.05,21.7647058823529,0.888888888888889,4,20,0.166666666666667,27,3.28624218774086,0.728799485285354,3,21,0.125,27,0.877551020408163,7,29,0.194444444444444,41.0232558139535,3.57497687552748,0.674838871131702,4,32,0.111111111111111,41.0232558139535
"203",79618812,"79618812-2012-09-11",80,60,"2012-09-11","HA1",2012,"M","Adult",0,0,1,6.66666666666667,1,1,1,0.5,2,1.36060487500458,0.895792210325814,0,2,0,2,1,2,2,0.5,4,1.96351950120745,0.92864976109184,0,4,0,4,1,3,2,0.6,5,2.26429709106045,1.00242124727748,0,5,0,5,1,3,5,0.375,8,2.26429709106045,0.731427378024339,0,8,0,8,1,3,8,0.272727272727273,11,2.26429709106045,0.578876234983344,0,11,0,11,1,3,8,0.272727272727273,11,2.26429709106045,0.578876234983344,0,11,0,11,0.96551724137931,3,11,0.214285714285714,14.5,2.26429709106045,0.479969747467678,1,13,0.0714285714285714,14.5,0.918918918918919,3,13,0.1875,17.4117647058824,2.26429709106045,0.4311473599599,2,14,0.125,17.4117647058824,0.888888888888889,4,13,0.235294117647059,19.125,3.21923466291277,0.880577541653418,2,15,0.117647058823529,19.125,0.877551020408163,6,21,0.222222222222222,30.7674418604651,3.42406053012573,0.741827910274653,3,24,0.111111111111111,30.7674418604651
"205",67089554,"67089554-2012-09-25",40,90,"2012-09-25","HA1",2012,"F","Adult",91.1111111111111,1,0,0,1,0,2,0,2,0,0,1,1,0.5,2,1,1,5,0.166666666666667,6,1.27091228700104,0.355819877618999,3,3,0.5,6,1,1,5,0.166666666666667,6,1.27091228700104,0.355819877618999,3,3,0.5,6,0.923076923076923,1,10,0.0909090909090909,11.9166666666667,1.27091228700104,0.209531512930282,3,8,0.272727272727273,11.9166666666667,0.857142857142857,1,11,0.0833333333333333,14,1.27091228700104,0.193653122803504,4,8,0.333333333333333,14,0.8,1,13,0.0714285714285714,17.5,1.27091228700104,0.168180528037697,5,9,0.357142857142857,17.5,0.793103448275862,1,15,0.0625,20.1739130434783,1.27091228700104,0.148641024016288,6,10,0.375,20.1739130434783,0.783783783783784,1,18,0.0526315789473684,24.2413793103448,1.27091228700104,0.126591034676861,8,11,0.421052631578947,24.2413793103448,0.733333333333333,1,20,0.0476190476190476,28.6363636363636,1.27091228700104,0.115202038502617,8,13,0.380952380952381,28.6363636363636,0.73469387755102,2,31,0.0606060606060606,44.9166666666667,2.32539977076022,0.246641522581514,11,22,0.333333333333333,44.9166666666667
"206",79618812,"79618812-2012-09-25",40,60,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,2,0,2,0,0,1,1,0.5,2,1,0,2,0,2,0,0,1,1,0.5,2,1,0,4,0,4,0,0,2,2,0.5,4,1,1,12,0.0769230769230769,13,1.27091228700104,0.180017787468315,4,9,0.307692307692308,13,1,1,14,0.0666666666666667,15,1.27091228700104,0.157806991030369,4,11,0.266666666666667,15,1,1,14,0.0666666666666667,15,1.27091228700104,0.157806991030369,4,11,0.266666666666667,15,1,2,19,0.0952380952380952,21,3.71513432291957,1.06740173638785,6,15,0.285714285714286,21,1,2,23,0.08,25,3.71513432291957,0.956497152352195,8,17,0.32,25,1,3,25,0.107142857142857,28,3.86557624718312,0.981687401180754,9,19,0.321428571428571,28,1,4,38,0.0952380952380952,42,4.07485385208667,0.865918119712887,12,30,0.285714285714286,42
"208",66855532,"66855532-2012-09-25",60,20,"2012-09-25","HA1",2012,"F","Adult",0,0,1,2.5,1,1,0,1,1,2.49412330489292,2.49412330489292,0,1,0,1,1,2,0,1,2,3.90421482298033,3.23102395880385,0,2,0,2,1,3,1,0.75,4,3.95460754831115,2.62421946369713,1,3,0.25,4,1,3,3,0.5,6,3.95460754831115,2.25436100788786,1,5,0.166666666666667,6,1,3,4,0.428571428571429,7,3.95460754831115,2.11754923309946,2,5,0.285714285714286,7,1,3,6,0.333333333333333,9,3.95460754831115,1.90003595722339,2,7,0.222222222222222,9,0.96551724137931,4,8,0.333333333333333,12.4285714285714,4.05071257423278,1.74102700541041,2,10,0.166666666666667,12.4285714285714,0.918918918918919,4,12,0.25,17.4117647058824,4.05071257423278,1.51014743081473,3,13,0.1875,17.4117647058824,0.888888888888889,4,13,0.235294117647059,19.125,4.05071257423278,1.4632332283984,3,14,0.176470588235294,19.125,0.877551020408163,6,25,0.193548387096774,35.3255813953488,4.29314005505655,1.20264237770912,7,24,0.225806451612903,35.3255813953488
"211",66893321,"66893321-2012-09-25",70,70,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,2,2.03688192726104,1.46633706879343,0,2,0,2,1,1,2,0.333333333333333,3,2.03688192726104,1.17007125265026,0,3,0,3,1,2,5,0.285714285714286,7,2.32539977076022,0.840998626959216,0,7,0,7,1,2,5,0.285714285714286,7,2.32539977076022,0.840998626959216,0,7,0,7,1,2,6,0.25,8,2.32539977076022,0.767255152713667,0,8,0,8,1,2,13,0.133333333333333,15,2.32539977076022,0.479573080261886,1,14,0.0666666666666667,15,1,2,14,0.125,16,2.32539977076022,0.455475528682826,2,14,0.125,16,1,2,14,0.125,16,2.32539977076022,0.455475528682826,2,14,0.125,16,0.959183673469388,4,25,0.137931034482759,30.2340425531915,3.97017732444942,1.02707834811611,7,22,0.241379310344828,30.2340425531915
"213",84587833,"84587833-2012-09-25",70,50,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0.5,2,2.03688192726104,1.46633706879343,0,2,0,2,1,1,1,0.5,2,2.03688192726104,1.46633706879343,0,2,0,2,1,1,3,0.25,4,2.03688192726104,0.980829253011727,1,3,0.25,4,1,3,4,0.428571428571429,7,3.9205827572288,2.08708767396119,1,6,0.142857142857143,7,1,3,4,0.428571428571429,7,3.9205827572288,2.08708767396119,1,6,0.142857142857143,7,1,4,9,0.307692307692308,13,3.97017732444942,1.60934447923099,4,9,0.307692307692308,13,1,6,11,0.352941176470588,17,4.19974218920209,1.58163304203376,4,13,0.235294117647059,17,1,6,11,0.352941176470588,17,4.19974218920209,1.58163304203376,4,13,0.235294117647059,17,0.979591836734694,7,24,0.225806451612903,31.6458333333333,4.32757110742603,1.22718564336196,6,25,0.193548387096774,31.6458333333333
"214",79632292,"79632292-2012-09-25",70,20,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,1,0,1,1,1.27091228700104,1.27091228700104,1,0,1,1,1,1,0,1,1,1.27091228700104,1.27091228700104,1,0,1,1,1,2,2,0.5,4,2.68615992609972,1.48586893971067,1,3,0.25,4,1,4,2,0.666666666666667,6,4.05071257423278,2.34242054616158,1,5,0.166666666666667,6,1,4,4,0.5,8,4.05071257423278,2.08626774582469,2,6,0.25,8,1,4,5,0.444444444444444,9,4.05071257423278,1.98388423032638,2,7,0.222222222222222,9,0.96551724137931,5,7,0.416666666666667,12.4285714285714,4.19764216144312,1.86574903019603,3,9,0.25,12.4285714285714,0.918918918918919,5,9,0.357142857142857,15.2352941176471,4.19764216144312,1.73706793443497,4,10,0.285714285714286,15.2352941176471,0.888888888888889,5,9,0.357142857142857,15.75,4.19764216144312,1.73706793443497,4,10,0.285714285714286,15.75,0.857142857142857,6,18,0.25,28,4.29314005505655,1.38833339886383,5,19,0.208333333333333,28
"216",67003077,"67003077-2012-09-25",80,100,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,2,0,2,0,0,0,2,0,2,0.8,0,2,0,2.5,0,0,0,2,0,2.5,0.666666666666667,0,5,0,7.5,0,0,0,5,0,7.5,0.692307692307692,0,5,0,7.22222222222222,0,0,0,5,0,7.22222222222222,0.619047619047619,0,7,0,11.3076923076923,0,0,0,7,0,11.3076923076923,0.6,0,7,0,11.6666666666667,0,0,0,7,0,11.6666666666667,0.586206896551724,0,8,0,13.6470588235294,0,0,0,8,0,13.6470588235294,0.540540540540541,1,9,0.1,18.5,1.27091228700104,0.22825865198098,0,10,0,18.5,0.511111111111111,2,10,0.166666666666667,23.4782608695652,2.32539977076022,0.570544858467613,1,11,0.0833333333333333,23.4782608695652,0.510204081632653,2,14,0.125,31.36,2.32539977076022,0.455475528682826,3,13,0.1875,31.36
"217",79783063,"79783063-2012-09-28",100,60,"2012-09-28","HA1",2012,"F","Adult",0,0,0,0,1,0,5,0,5,0,0,1,4,0.2,5,0.8,1,7,0.125,10,2.93267413758686,1.17007125265026,3,5,0.375,10,0.666666666666667,2,10,0.166666666666667,18,3.23649742621802,1.11088238125992,4,8,0.333333333333333,18,0.692307692307692,2,11,0.153846153846154,18.7777777777778,3.23649742621802,1.05790899555461,5,8,0.384615384615385,18.7777777777778,0.619047619047619,2,13,0.133333333333333,24.2307692307692,3.23649742621802,0.966843011036987,5,10,0.333333333333333,24.2307692307692,0.6,3,16,0.157894736842105,31.6666666666667,3.56796652544863,1.0342037136031,6,13,0.315789473684211,31.6666666666667,0.620689655172414,5,18,0.217391304347826,37.0555555555556,4.54373017335137,1.61844880665344,6,17,0.260869565217391,37.0555555555556,0.594594594594595,6,20,0.230769230769231,43.7272727272727,4.60528102910723,1.570305874759,6,20,0.230769230769231,43.7272727272727,0.577777777777778,6,21,0.222222222222222,46.7307692307692,4.60528102910723,1.54053301268265,6,21,0.222222222222222,46.7307692307692,0.591836734693878,9,35,0.204545454545455,74.3448275862069,5.15697225513311,1.59403778950792,9,35,0.204545454545455,74.3448275862069
"220",79619290,"79619290-2012-09-28",100,80,"2012-09-28","HA1",2012,"M","Adult",1392.98245614035,1,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,0.8,1,4,0.2,6.25,2.93267413758686,1.51634748936809,2,3,0.4,6.25,0.666666666666667,1,5,0.166666666666667,9,2.93267413758686,1.37699196845758,2,4,0.333333333333333,9,0.692307692307692,1,10,0.0909090909090909,15.8888888888889,2.93267413758686,0.961708211564949,2,9,0.181818181818182,15.8888888888889,0.619047619047619,2,12,0.142857142857143,22.6153846153846,3.23649742621802,1.01015686810625,2,12,0.142857142857143,22.6153846153846,0.6,2,13,0.133333333333333,25,3.23649742621802,0.966843011036987,3,12,0.2,25,0.586206896551724,2,17,0.105263157894737,32.4117647058824,3.23649742621802,0.827044003482707,5,14,0.263157894736842,32.4117647058824,0.540540540540541,2,18,0.1,37,3.23649742621802,0.798507696217772,5,15,0.25,37,0.511111111111111,2,22,0.0833333333333333,46.9565217391304,3.23649742621802,0.70236383566487,6,18,0.25,46.9565217391304,0.510204081632653,5,33,0.131578947368421,74.48,3.78370534080997,0.756599951245417,7,31,0.184210526315789,74.48
"222",66843623,"66843623-2012-09-28",100,90,"2012-09-28","HA1",2012,"M","Adult",246.153846153846,1,0,0,1,0,2,0,2,0,0,1,1,0.5,2,0.8,0,2,0,2.5,0,0,1,1,0.5,2.5,0.666666666666667,0,5,0,7.5,0,0,1,4,0.2,7.5,0.615384615384615,1,9,0.1,16.25,2.93267413758686,1.02165124753198,2,8,0.2,16.25,0.523809523809524,1,9,0.1,19.0909090909091,2.93267413758686,1.02165124753198,2,8,0.2,19.0909090909091,0.48,1,11,0.0833333333333333,25,2.93267413758686,0.908855753386638,3,9,0.25,25,0.482758620689655,1,14,0.0666666666666667,31.0714285714286,2.93267413758686,0.781700577901391,3,12,0.2,31.0714285714286,0.459459459459459,2,15,0.117647058823529,37,3.23649742621802,0.891140498251381,3,14,0.176470588235294,37,0.422222222222222,2,17,0.105263157894737,45,3.23649742621802,0.827044003482707,4,15,0.210526315789474,45,0.428571428571429,2,29,0.0645161290322581,72.3333333333333,3.23649742621802,0.581394313930154,6,25,0.193548387096774,72.3333333333333
"225",79612036,"79612036-2012-09-12",30,30,"2012-09-12","HA1",2012,"M","NotAdult",0,0,0,0,1,0,5,0,5,0,0,2,3,0.4,5,1,0,9,0,9,0,0,2,7,0.222222222222222,9,1,1,10,0.0909090909090909,11,1.441210118716,0.257162398163329,2,9,0.181818181818182,11,1,2,22,0.0833333333333333,24,2.73026283459545,0.468359506612467,5,19,0.208333333333333,24,1,2,23,0.08,25,2.73026283459545,0.453287631253805,6,19,0.24,25,1,2,26,0.0714285714285714,28,2.73026283459545,0.413454950867243,6,22,0.214285714285714,28,1,4,28,0.125,32,3.46690154882734,0.677991067562046,7,25,0.21875,32,1,4,32,0.111111111111111,36,3.46690154882734,0.621730576899563,8,28,0.222222222222222,36,1,4,32,0.111111111111111,36,3.46690154882734,0.621730576899563,8,28,0.222222222222222,36,0.959183673469388,5,39,0.113636363636364,45.8723404255319,3.55351418512736,0.571696715471399,11,33,0.25,45.8723404255319
