"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"171",66808052,"66808052-2012-09-11",100,10,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,1,6,0.142857142857143,7,3.62069794169787,1.82371106903466,1,6,0.142857142857143,7,0.8,2,6,0.25,10,3.71867585457801,1.79612057513707,1,7,0.125,10,0.666666666666667,2,9,0.181818181818182,16.5,3.71867585457801,1.53803545600279,1,10,0.0909090909090909,16.5,0.615384615384615,2,14,0.125,26,3.71867585457801,1.25650222250946,1,15,0.0625,26,0.523809523809524,3,14,0.176470588235294,32.4545454545455,3.78570968412303,1.26224614751665,1,16,0.0588235294117647,32.4545454545455,0.48,4,15,0.210526315789474,39.5833333333333,4.97027800454873,2.14357043781576,1,18,0.0526315789473684,39.5833333333333,0.482758620689655,4,17,0.19047619047619,43.5,4.97027800454873,2.05575203529592,1,20,0.0476190476190476,43.5,0.459459459459459,5,17,0.227272727272727,47.8823529411765,4.98748220512173,2.03034041848743,2,20,0.0909090909090909,47.8823529411765,0.422222222222222,5,17,0.227272727272727,52.1052631578947,4.98748220512173,2.03034041848743,2,20,0.0909090909090909,52.1052631578947,0.428571428571429,6,22,0.214285714285714,65.3333333333333,5.04766027890042,1.87541017758289,4,24,0.142857142857143,65.3333333333333
"173",79637279,"79637279-2012-09-12",0,100,"2012-09-12","HA1",2012,"M","Adult",12.1212121212121,1,0,0,1,0,8,0,8,0,0,3,5,0.375,8,0.6,0,10,0,16.6666666666667,0,0,4,6,0.4,16.6666666666667,0.444444444444444,0,15,0,33.75,0,0,4,11,0.266666666666667,33.75,0.461538461538462,0,18,0,39,0,0,5,13,0.277777777777778,39,0.380952380952381,0,19,0,49.875,0,0,5,14,0.263157894736842,49.875,0.36,0,22,0,61.1111111111111,0,0,6,16,0.272727272727273,61.1111111111111,0.379310344827586,2,27,0.0689655172413793,76.4545454545455,4.82011863281445,1.6564517739991,9,20,0.310344827586207,76.4545454545455,0.351351351351351,2,29,0.0645161290322581,88.2307692307692,4.82011863281445,1.60283420737401,9,22,0.290322580645161,88.2307692307692,0.333333333333333,3,33,0.0833333333333333,108,4.85965578729009,1.51622429873042,10,26,0.277777777777778,108,0.346938775510204,7,37,0.159090909090909,126.823529411765,5.25075667509594,1.6698936206353,12,32,0.272727272727273,126.823529411765
"178",79795857,"79795857-2012-09-13",30,100,"2012-09-13","HA1",2012,"M","Adult",21.0526315789474,1,0,0,1,1,11,0.0833333333333333,12,1.79175946922805,0.348306694268216,2,10,0.166666666666667,12,0.8,1,12,0.0769230769230769,16.25,1.79175946922805,0.325422400434628,3,10,0.230769230769231,16.25,0.666666666666667,3,14,0.176470588235294,25.5,2.53920090127697,0.522621985562995,3,14,0.176470588235294,25.5,0.692307692307692,3,18,0.142857142857143,30.3333333333333,2.53920090127697,0.441920790522909,4,17,0.19047619047619,30.3333333333333,0.619047619047619,4,23,0.148148148148148,43.6153846153846,2.72350648648418,0.423417689935899,5,22,0.185185185185185,43.6153846153846,0.6,4,32,0.111111111111111,60,2.72350648648418,0.333166088309812,8,28,0.222222222222222,60,0.620689655172414,5,38,0.116279069767442,69.2777777777778,3.53755008275394,0.574554562908278,11,32,0.255813953488372,69.2777777777778,0.594594594594595,7,46,0.132075471698113,89.1363636363636,5.05855129485709,1.37377470982942,15,38,0.283018867924528,89.1363636363636,0.577777777777778,7,48,0.127272727272727,95.1923076923077,5.05855129485709,1.34624091315865,16,39,0.290909090909091,95.1923076923077,0.571428571428571,13,60,0.178082191780822,127.75,5.43649189828767,1.4187588499379,20,53,0.273972602739726,127.75
"182",66872112,"66872112-2012-09-25",0,70,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,2,8,0.2,10,4.82011863281445,2.58761212880177,4,6,0.4,10,0.8,3,13,0.1875,20,4.84755207868867,2.18624840507295,5,11,0.3125,20,0.666666666666667,3,18,0.142857142857143,31.5,4.84755207868867,1.94881798415346,8,13,0.380952380952381,31.5,0.692307692307692,3,22,0.12,36.1111111111111,4.84755207868867,1.80123492722726,9,16,0.36,36.1111111111111,0.619047619047619,3,26,0.103448275862069,46.8461538461538,4.84755207868867,1.67888724698393,9,20,0.310344827586207,46.8461538461538,0.6,3,31,0.0882352941176471,56.6666666666667,4.84755207868867,1.55148517945314,10,24,0.294117647058824,56.6666666666667,0.620689655172414,3,36,0.0769230769230769,62.8333333333333,4.84755207868867,1.44497485507909,11,28,0.282051282051282,62.8333333333333,0.594594594594595,5,42,0.106382978723404,79.0454545454545,5.08462267713468,1.48507521778967,11,36,0.234042553191489,79.0454545454545,0.577777777777778,5,43,0.104166666666667,83.0769230769231,5.08462267713468,1.46882907142773,11,37,0.229166666666667,83.0769230769231,0.571428571428571,7,66,0.0958904109589041,127.75,5.20347686717224,1.24649521964532,18,55,0.246575342465753,127.75
"185",79630010,"79630010-2012-09-25",10,90,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,9,0,9,0,0,5,4,0.555555555555556,9,1,0,19,0,19,0,0,6,13,0.315789473684211,19,1,2,25,0.0740740740740741,27,4.82011863281445,1.71466373888706,9,18,0.333333333333333,27,0.846153846153846,2,34,0.0555555555555556,42.5454545454545,4.82011863281445,1.4852581989609,12,24,0.333333333333333,42.5454545454545,0.714285714285714,2,34,0.0555555555555556,50.4,4.82011863281445,1.4852581989609,12,24,0.333333333333333,50.4,0.64,3,36,0.0769230769230769,60.9375,4.84755207868867,1.44497485507909,13,26,0.333333333333333,60.9375,0.620689655172414,4,41,0.0888888888888889,72.5,4.88603965910658,1.36625078990297,14,31,0.311111111111111,72.5,0.594594594594595,4,41,0.0888888888888889,75.6818181818182,4.88603965910658,1.36625078990297,14,31,0.311111111111111,75.6818181818182,0.533333333333333,4,43,0.0851063829787234,88.125,4.88603965910658,1.3340379706398,14,33,0.297872340425532,88.125,0.530612244897959,10,56,0.151515151515152,124.384615384615,5.25299172284217,1.35605866657498,17,49,0.257575757575758,124.384615384615
"186",49811771,"49811771-2012-09-25",10,30,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,8,0,8,0,0,1,7,0.125,8,1,0,12,0,12,0,0,1,11,0.0833333333333333,12,1,0,17,0,17,0,0,2,15,0.117647058823529,17,0.923076923076923,0,31,0,33.5833333333333,0,0,3,28,0.0967741935483871,33.5833333333333,0.857142857142857,2,32,0.0588235294117647,39.6666666666667,3.55794209666646,0.694483186102688,4,30,0.117647058823529,39.6666666666667,0.8,3,37,0.075,50,3.65167551468211,0.661903966763028,5,35,0.125,50,0.793103448275862,3,44,0.0638297872340425,59.2608695652174,3.65167551468211,0.587067552418994,5,42,0.106382978723404,59.2608695652174,0.783783783783784,3,47,0.06,63.7931034482759,3.65167551468211,0.560063515724411,6,44,0.12,63.7931034482759,0.733333333333333,7,51,0.120689655172414,79.0909090909091,5.30947879236514,1.49732973755463,9,49,0.155172413793103,79.0909090909091,0.714285714285714,10,67,0.12987012987013,107.8,5.43832408484921,1.37996366759614,15,62,0.194805194805195,107.8
"187",79796354,"79796354-2012-09-25",10,20,"2012-09-25","HA1",2012,"M","Adult",0,0,1,9.09090909090909,1,0,6,0,6,0,0,0,6,0,6,1,0,12,0,12,0,0,1,11,0.0833333333333333,12,1,0,22,0,22,0,0,3,19,0.136363636363636,22,0.923076923076923,0,29,0,31.4166666666667,0,0,5,24,0.172413793103448,31.4166666666667,0.857142857142857,0,34,0,39.6666666666667,0,0,5,29,0.147058823529412,39.6666666666667,0.8,0,36,0,45,0,0,5,31,0.138888888888889,45,0.758620689655172,0,41,0,54.0454545454545,0,0,5,36,0.121951219512195,54.0454545454545,0.702702702702703,3,43,0.0652173913043478,65.4615384615385,3.59475278421171,0.570816165081924,5,41,0.108695652173913,65.4615384615385,0.644444444444444,5,45,0.1,77.5862068965517,3.93116042206534,0.692807978415136,5,45,0.1,77.5862068965517,0.63265306122449,10,60,0.142857142857143,110.645161290323,5.43832408484921,1.45213662583287,13,57,0.185714285714286,110.645161290323
"188",79786360,"79786360-2012-09-25",10,10,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,9,0,9,0,0,2,7,0.222222222222222,9,1,0,14,0,14,0,0,2,12,0.142857142857143,14,1,0,16,0,16,0,0,3,13,0.1875,16,0.846153846153846,0,23,0,27.1818181818182,0,0,3,20,0.130434782608696,27.1818181818182,0.714285714285714,0,26,0,36.4,0,0,4,22,0.153846153846154,36.4,0.64,0,30,0,46.875,0,0,5,25,0.166666666666667,46.875,0.620689655172414,1,32,0.0303030303030303,53.1666666666667,0.83975065475182,0.0390980212937323,5,28,0.151515151515152,53.1666666666667,0.594594594594595,1,36,0.027027027027027,62.2272727272727,0.83975065475182,0.0349441563860209,5,32,0.135135135135135,62.2272727272727,0.533333333333333,1,37,0.0263157894736842,71.25,0.83975065475182,0.0340400462399911,5,33,0.131578947368421,71.25,0.530612244897959,7,50,0.12280701754386,107.423076923077,4.51843395648068,0.952077025066582,8,49,0.140350877192982,107.423076923077
"189",67006795,"67006795-2012-09-25",20,40,"2012-09-25","HA1",2012,"M","Adult",9672.72727272727,1,0,0,1,0,13,0,13,0,0,1,12,0.0769230769230769,13,1,2,18,0.1,20,3.55794209666646,0.994933859193268,2,18,0.1,20,1,2,23,0.08,25,3.55794209666646,0.860201265223112,2,23,0.08,25,1,3,31,0.0882352941176471,34,3.65167551468211,0.743884816264405,3,31,0.0882352941176471,34,1,4,36,0.1,40,3.98757194515883,0.84290035197898,4,36,0.1,40,1,4,44,0.0833333333333333,48,3.98757194515883,0.74316476908812,6,42,0.125,48,0.96551724137931,8,51,0.135593220338983,61.1071428571429,5.38279363806275,1.54151978318903,11,48,0.186440677966102,61.1071428571429,0.918918918918919,9,55,0.140625,69.6470588235294,5.43258824266274,1.51698167958406,12,52,0.1875,69.6470588235294,0.888888888888889,9,57,0.136363636363636,74.25,5.43258824266274,1.49304203654516,12,54,0.181818181818182,74.25,0.877551020408163,11,72,0.132530120481928,94.5813953488372,5.44940797448988,1.33252625013847,15,68,0.180722891566265,94.5813953488372
"191",67091302,"67091302-2012-09-25",30,0,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,1,4,0.2,5,0.83975065475182,0.233614851181505,1,4,0.2,5,0.8,1,7,0.125,10,0.83975065475182,0.152269211727553,2,6,0.25,10,0.666666666666667,1,14,0.0666666666666667,22.5,0.83975065475182,0.0840831172105414,4,11,0.266666666666667,22.5,0.692307692307692,1,18,0.0526315789473684,27.4444444444444,0.83975065475182,0.0669594111319499,4,15,0.210526315789474,27.4444444444444,0.619047619047619,2,20,0.0909090909090909,35.5384615384615,2.5972602009368,0.447795799167285,4,18,0.181818181818182,35.5384615384615,0.6,2,24,0.0769230769230769,43.3333333333333,2.5972602009368,0.390661212373726,5,21,0.192307692307692,43.3333333333333,0.620689655172414,2,27,0.0689655172413793,46.7222222222222,2.5972602009368,0.35663461241359,5,24,0.172413793103448,46.7222222222222,0.594594594594595,4,30,0.117647058823529,57.1818181818182,3.99180796363622,0.941301308673636,5,29,0.147058823529412,57.1818181818182,0.577777777777778,4,35,0.102564102564103,67.5,3.99180796363622,0.859885413967168,5,34,0.128205128205128,67.5,0.571428571428571,6,48,0.111111111111111,94.5,4.4801013546962,0.96150212688211,7,47,0.12962962962963,94.5
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",69.3877551020408,1,0,0,1,2,10,0.166666666666667,12,4.82011863281445,2.42021847285847,4,8,0.333333333333333,12,1,2,15,0.117647058823529,17,4.82011863281445,2.10828476799652,6,11,0.352941176470588,17,1,3,18,0.142857142857143,21,4.84755207868867,1.94881798415346,7,14,0.333333333333333,21,0.923076923076923,3,23,0.115384615384615,28.1666666666667,4.84755207868867,1.768596299827,7,19,0.269230769230769,28.1666666666667,0.857142857142857,3,25,0.107142857142857,32.6666666666667,4.84755207868867,1.70752393628793,8,20,0.285714285714286,32.6666666666667,0.8,3,26,0.103448275862069,36.25,4.84755207868867,1.67888724698393,8,21,0.275862068965517,36.25,0.758620689655172,4,29,0.121212121212121,43.5,5.18761470180785,1.8555447572666,9,24,0.272727272727273,43.5,0.702702702702703,8,31,0.205128205128205,55.5,5.45325274503246,1.940461270562,10,29,0.256410256410256,55.5,0.644444444444444,8,35,0.186046511627907,66.7241379310345,5.45325274503246,1.85744740781419,11,32,0.255813953488372,66.7241379310345,0.63265306122449,10,46,0.178571428571429,88.5161290322581,5.48141380742688,1.66225412530599,15,41,0.267857142857143,88.5161290322581
"195",79630102,"79630102-2012-09-11",20,100,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,5,0,5,0,0,1,4,0.2,5,0.8,0,8,0,10,0,0,2,6,0.25,10,0.666666666666667,1,12,0.0769230769230769,19.5,1.79175946922805,0.325422400434628,3,10,0.230769230769231,19.5,0.692307692307692,1,18,0.0526315789473684,27.4444444444444,1.79175946922805,0.233614851181505,6,13,0.315789473684211,27.4444444444444,0.619047619047619,1,20,0.0476190476190476,33.9230769230769,1.79175946922805,0.213574100298059,6,15,0.285714285714286,33.9230769230769,0.6,3,22,0.12,41.6666666666667,2.53920090127697,0.383070686704556,6,19,0.24,41.6666666666667,0.586206896551724,5,26,0.161290322580645,52.8823529411765,4.91007317871001,1.67588594410814,9,22,0.290322580645161,52.8823529411765,0.540540540540541,5,28,0.151515151515152,61.05,4.91007317871001,1.62536697877492,9,24,0.272727272727273,61.05,0.511111111111111,5,30,0.142857142857143,68.4782608695652,4.91007317871001,1.57838554343224,10,25,0.285714285714286,68.4782608695652,0.510204081632653,8,38,0.173913043478261,90.16,5.1569333258916,1.55874474962917,13,33,0.282608695652174,90.16
"196",79786360,"79786360-2012-09-11",30,30,"2012-09-11","HA1",2012,"F","Adult",14.2857142857143,1,0,0,1,0,5,0,5,0,0,0,5,0,5,1,0,8,0,8,0,0,0,8,0,8,1,3,15,0.166666666666667,18,3.64588623811718,1.12270337516604,2,16,0.111111111111111,18,1,3,30,0.0909090909090909,33,3.64588623811718,0.756501983517602,6,27,0.181818181818182,33,1,3,33,0.0833333333333333,36,3.64588623811718,0.711269687310732,7,29,0.194444444444444,36,1,3,37,0.075,40,3.64588623811718,0.659030720567117,7,33,0.175,40,1,5,41,0.108695652173913,46,4.00764441680984,0.776699978853479,7,39,0.152173913043478,46,1,8,48,0.142857142857143,56,4.74257685496484,1.10885408033921,10,46,0.178571428571429,56,1,8,48,0.142857142857143,56,4.74257685496484,1.10885408033921,10,46,0.178571428571429,56,0.959183673469388,14,58,0.194444444444444,75.063829787234,5.86520908609877,1.77201929412642,14,58,0.194444444444444,75.063829787234
