"","dist","estimates","lowerCI","upperCI","estimates.tothosts","lowerCI.tothosts","upperCI.tothosts","estimates.EimNHprev","lowerCI.EimNHprev","upperCI.EimNHprev","estimates.HpolINF","lowerCI.HpolINF","upperCI.HpolINF","estimates.Sex","lowerCI.Sex","upperCI.Sex","estimates.Age","lowerCI.Age","upperCI.Age","estimates.capdate1","lowerCI.capdate1","upperCI.capdate1","estimates.capdate2","lowerCI.capdate2","upperCI.capdate2","estimates.intercept","lowerCI.intercept","upperCI.intercept","estimates.raneff","lowerCI.raneff","upperCI.raneff"
"1",10,0.389525403087402,-1.68385817880317,2.36145350347284,0.024618917478909,-0.0241145500720459,0.075637252961526,-3.21031536499461,-6.6027872573483,-0.401464869949195,0.38803863461519,-0.476745678662276,1.2249563274016,0.234947282904566,-0.609043228167371,1.103859129852,0.438853484022583,-0.808766149917937,1.58494888183872,-1.33786553164179,-12.3879038703565,9.01178807103603,-4.63743054348426,-11.791720978957,1.96623492966842,-2.00400204318033,-3.37575736039406,-0.807694675442837,0.739846248194728,1.69195034533564,0.0398563864096243
"2",14.1,0.133185208461025,-2.24077001194752,2.49589966398265,0.00434333818056004,-0.0255787895654811,0.0354531429558501,-3.71925276614204,-8.10425271667184,-0.191039514202314,0.379581553876771,-0.50100069372688,1.19349602922896,0.232714294849354,-0.624373865225004,1.08251029948481,0.381734802663821,-0.936014055832096,1.56054664072231,1.41143866148821,-10.0430763079415,12.3503263169361,-3.94560193037467,-11.4279606237427,2.64045292519532,-1.5796169176324,-3.07995244183772,-0.173686842739278,0.778516517445474,1.80715249643685,0.0478765449468754
"3",20,1.44821997641719,-0.797284500022083,3.96668671908031,-0.016420693979583,-0.039431566077144,0.00593086207784542,-5.54440531995494,-10.8072053327808,-1.16588352639288,0.36391750767951,-0.558841076498027,1.2132706983962,0.209764324843339,-0.640380558451144,1.0096255124928,0.245359799967113,-1.13561807023345,1.41923256154562,12.0688559661786,-0.00344053842101127,24.1006437494309,-3.05863241087792,-10.703629207352,3.77573115389673,-0.739945539303791,-2.35807409344555,0.777068219754875,0.797193835093126,1.93431537625502,0.0382871835289965
"4",22.4,2.73595707470713,-0.0864109830250941,5.75345140692252,-0.00243522745515073,-0.0204276306819778,0.0166973144473446,-3.1276804442823,-8.00370100522581,0.980340316487847,0.309336728409856,-0.548979342997191,1.14127521177071,0.277430975305053,-0.509708830942055,1.08318335320015,0.370853916012176,-0.904289760400838,1.5571302968763,7.30284116610858,-7.06427379360581,21.1239297533784,-4.09378104597835,-12.1584215534582,3.20876671472882,-1.95936539416832,-3.912791789087,-0.195367130933832,0.665550611853616,1.63636898270669,0.0299842749142626
"5",28.3,2.62755025719943,-0.355484999774985,5.83117256710495,-0.00368010267279128,-0.0183508424043075,0.0109682897591606,-3.05384567636562,-7.97892274874884,1.11634446128024,0.314183396629188,-0.564561122225065,1.12871876205833,0.265638301917526,-0.532982543570357,1.07189802570061,0.411933655377896,-0.785442426305352,1.60192038215011,8.49425740208341,-5.20891880364486,21.9840878827583,-3.78675455348586,-11.6373668675394,3.42240867098456,-1.80770409432238,-3.67503457535648,0.00223785648814257,0.690101772134253,1.66530717745539,0.036916547426237
"6",30,2.63002535720504,-0.355896391034153,5.84449659527834,-0.00365486000657463,-0.0152126532012412,0.00782723068270682,-3.98666124346601,-9.47037118380245,0.591326050933251,0.305804966869494,-0.572940968051848,1.14593304398607,0.27336244959655,-0.529072705978268,1.06262043480353,0.369298241788124,-0.898107836550531,1.4896993358762,9.17459008243326,-4.45536328680047,21.9583710535279,-3.56546045749647,-11.4996707033463,3.39278243611116,-1.59534115337958,-3.37286240843803,0.128668943956644,0.68841126384239,1.70806418016306,0.0349950076234683
"7",31.6,3.49012351545236,0.418207951906503,7.22403378762745,-0.0013435767162947,-0.0113767816612929,0.00923842726618693,-3.99945539714647,-10.011551209703,1.00372070174577,0.305767984795888,-0.552305347557256,1.19377752118253,0.250429861950971,-0.562625956640131,1.042263688646,0.358323271377897,-0.897536046748833,1.53293530888214,8.36623726259167,-5.79471514565768,21.8458541385119,-4.890107105546,-13.1773385400501,2.32270926721258,-2.01323754057322,-4.06145523690812,-0.173845719932914,0.755332819682032,1.76966964333974,0.0549043288856153
"8",36.1,2.90091195876151,-0.423560124442832,6.58053563113839,-0.00340740486006312,-0.0127026205111628,0.00625013574879888,-3.25195710477094,-9.5864450403682,2.30000536725836,0.355965529158,-0.504815431763249,1.19088283775401,0.257960403406518,-0.542242141765889,1.06934896290838,0.428440599948245,-0.809252302901531,1.58686920444442,10.3396139063287,-4.33541590565016,24.768985395843,-3.56586593083278,-11.5687382473295,3.59979582387818,-1.68667963924857,-3.72140303509704,0.273309940746683,0.682167106523535,1.68246417104563,0.0317809374494562
"9",40,2.75655608561685,-0.61327157899382,6.39230729093601,-0.00210624141550565,-0.0103865697939298,0.00590249017938956,-2.5104400950033,-8.95324461426842,3.0388871165525,0.353304441529866,-0.520393682364648,1.20984234419039,0.249951287809378,-0.551275372129131,1.05140324108483,0.45840482201906,-0.836310889810758,1.6017675914249,8.7025671876178,-5.24111975421483,22.6092873630693,-3.6815368084456,-11.7739043282057,3.37797652851312,-1.89712688745961,-3.89299772347519,0.0331751729997325,0.726782528140958,1.73080263397992,0.0374667660607654
"10",50,4.37901004958794,0.2438214650015,8.94170826936588,-0.00269766104546393,-0.00907399137182419,0.00373922774185117,-2.25382718732678,-9.97721321706826,5.16227329796888,0.352082412001549,-0.488084479713738,1.19288208447823,0.264140171111728,-0.548452209788941,1.08251701384901,0.419715932033464,-0.844618819005326,1.56411504963344,13.0113487016017,-1.87292521458691,28.1280955554804,-4.45741280954627,-12.8903046690534,2.65576682475873,-2.04239916220738,-4.61509811539533,0.18891504122044,0.664271314420512,1.59146977952604,0.0417491132436342
