ID,ID.CapDate,X,Y,Capture.date,Grid,year,Sex,Age,treated.Y.N,EhungInt,EhungINF,EappInt,EappINF,H.poly.EPG,HpolINF
79786569,79786569-2012-12-19,50,50,19/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79627270,79627270-2012-12-20,100,100,20/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79625618,79625618-2012-12-20,80,10,20/12/2012,HA1,2012,F,Adult,0,0,0,0,0,15.55555556,1
67083260,67083260-2012-12-20,80,90,20/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79786360,79786360-2012-08-30,30,0,30/08/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79786360,79786360-2012-09-12,40,20,12/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
79786360,79786360-2012-10-09,20,10,09/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
49811771,49811771-2012-07-05,30,20,05/07/2012,HA1,2012,F,NA,0,0,0,NA,NA,NA,NA
49811771,49811771-2012-07-19,20,20,19/07/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
49811771,49811771-2012-08-01,10,0,01/08/2012,HA1,2012,F,NA,0,0,0,0,0,4.651162791,1
49811771,49811771-2012-08-15,30,50,15/08/2012,HA1,2012,F,NA,0,0,0,0,0,25,1
49811771,49811771-2012-08-30,30,20,30/08/2012,HA1,2012,F,Adult,0,31.91489362,1,0,0,0,0
49811771,49811771-2012-09-12,30,40,12/09/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
49811771,49811771-2012-09-27,10,60,27/09/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
49811771,49811771-2012-09-28,30,40,28/09/2012,HA1,2012,F,NA,0,2.43902439,1,0,0,0,0
49827572,49827572-2012-06-08,30,60,08/06/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
79786569,79786569-2012-10-11,70,90,11/10/2012,HA1,2012,M,NA,0,0,0,860,1,0,0
49829569,49829569-2012-06-19,40,20,19/06/2012,HA1,2012,F,Adult,0,0,0,0,0,278.9473684,1
79786569,79786569-2012-10-24,70,50,24/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
79786569,79786569-2012-11-07,70,60,07/11/2012,HA1,2012,M,NA,0,0,0,1983.333333,1,0,0
79786569,79786569-2012-11-08,60,30,08/11/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
49847790,49847790-2012-06-07,10,90,07/06/2012,HA1,2012,NA,NA,0,0,0,0,0,6.557377049,1
49847790,49847790-2012-07-05,0,100,05/07/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
52826884,52826884-2012-12-20,10,100,20/12/2012,HA1,2012,NA,NA,0,0,0,0,0,3.03030303,1
79790568,79790568-2012-09-28,90,90,28/09/2012,HA1,2012,NA,NA,0,638.2022472,1,0,0,8.988764045,1
52842550,52842550-2012-06-08,70,70,08/06/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
52842550,52842550-2012-06-21,30,70,21/06/2012,HA1,2012,NA,NA,0,0,0,0,0,3.448275862,1
52842550,52842550-2012-07-04,70,60,04/07/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
52842550,52842550-2012-08-01,70,90,01/08/2012,HA1,2012,NA,NA,0,0,0,35.71428571,1,14.28571429,1
52842550,52842550-2012-08-02,80,100,02/08/2012,HA1,2012,NA,NA,0,0,0,0,0,5.063291139,1
52842550,52842550-2012-08-16,70,60,16/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
52842550,52842550-2012-08-29,50,100,29/08/2012,HA1,2012,NA,NA,0,0,0,0,0,2.459016393,1
66808052,66808052-2012-10-10,0,10,10/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66808052,66808052-2012-10-24,20,20,24/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66808052,66808052-2012-11-08,10,20,08/11/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66808052,66808052-2012-11-22,20,20,22/11/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66809616,66809616-2012-08-01,80,0,01/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66810112,66810112-2012-09-25,90,60,25/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66810112,66810112-2012-09-28,80,60,28/09/2012,HA1,2012,M,NA,0,0,0,NA,NA,NA,NA
66810301,66810301-2012-09-11,0,100,11/09/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66810776,66810776-2012-08-01,70,10,01/08/2012,HA1,2012,NA,NA,0,0,0,0,0,100,1
66810776,66810776-2012-08-29,70,90,29/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66815612,66815612-2012-08-15,100,90,15/08/2012,HA1,2012,F,Adult,0,0,0,5082.352941,1,0,0
66818332,66818332-2012-09-12,10,80,12/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66818332,66818332-2012-09-25,10,70,25/09/2012,HA1,2012,NA,NA,0,9.302325581,1,0,0,0,0
66821017,66821017-2012-10-10,0,30,10/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
79797793,79797793-2012-09-13,0,20,13/09/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
66828572,66828572-2012-09-25,100,10,25/09/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66828572,66828572-2012-10-24,40,20,24/10/2012,HA1,2012,M,NA,1,0,0,0,0,0,0
66828572,66828572-2012-11-21,40,10,21/11/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66828572,66828572-2012-11-22,60,10,22/11/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66828572,66828572-2012-12-05,40,10,05/12/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66828572,66828572-2012-12-19,30,20,19/12/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
66828572,66828572-2012-12-20,40,30,20/12/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66843623,66843623-2012-08-16,80,60,16/08/2012,HA1,2012,M,NA,0,644.4444444,1,0,0,0,0
66843623,66843623-2012-10-25,100,90,25/10/2012,HA1,2012,M,NA,1,0,0,0,0,60,1
66843623,66843623-2012-12-05,100,100,05/12/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66845816,66845816-2012-09-27,50,100,27/09/2012,HA1,2012,F,NA,1,0,0,0,0,0,0
66845816,66845816-2012-09-28,50,90,28/09/2012,HA1,2012,F,NA,1,0,0,NA,NA,NA,NA
66845816,66845816-2012-10-09,60,90,09/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66845816,66845816-2012-10-24,50,80,24/10/2012,HA1,2012,F,NA,1,0,0,9542.857143,1,0,0
66845816,66845816-2012-10-25,40,90,25/10/2012,HA1,2012,F,NA,0,300,1,0,0,0,0
66845816,66845816-2012-11-21,60,70,21/11/2012,HA1,2012,F,NA,0,1516.129032,1,0,0,0,0
66845816,66845816-2012-12-06,60,90,06/12/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
66845816,66845816-2012-12-19,50,70,19/12/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
NA,NA-2012-09-11,40,70,11/09/2012,HA1,2012,M,NA,0,NA,NA,NA,NA,NA,NA
66853619,66853619-2012-09-12,0,100,12/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66853619,66853619-2012-09-27,10,90,27/09/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66853619,66853619-2012-09-28,0,80,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
NA,NA-2012-09-25,90,0,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-25,80,90,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-25,90,20,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-25,90,80,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-25,100,10,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-25,100,20,25/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-09-28,20,100,28/09/2012,HA1,2012,F,NA,0,NA,NA,NA,NA,NA,NA
66855330,66855330-2012-06-06,10,50,06/06/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66855330,66855330-2012-07-04,10,30,04/07/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66855330,66855330-2012-07-05,30,0,05/07/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66855330,66855330-2012-07-19,100,20,19/07/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66855330,66855330-2012-07-31,70,50,31/07/2012,HA1,2012,M,Adult,1,0,0,0,0,9.090909091,1
66855330,66855330-2012-08-01,100,20,01/08/2012,HA1,2012,NA,NA,1,0,0,0,0,36.36363636,1
66855330,66855330-2012-08-02,100,20,02/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66855330,66855330-2012-08-14,100,80,14/08/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66855330,66855330-2012-08-15,10,30,15/08/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
NA,NA-2012-10-09,100,10,09/10/2012,HA1,2012,M,Adult,0,NA,NA,NA,NA,NA,NA
66855566,66855566-2012-06-08,100,30,08/06/2012,HA1,2012,NA,NA,0,1274.285714,1,0,0,0,0
66855566,66855566-2012-08-15,80,100,15/08/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
66859820,66859820-2012-08-02,0,50,02/08/2012,HA1,2012,NA,NA,0,0,0,0,0,51.61290323,1
66859820,66859820-2012-08-30,40,60,30/08/2012,HA1,2012,M,Adult,0,0,0,0,0,15.38461538,1
66859820,66859820-2012-09-12,40,60,12/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66859820,66859820-2012-09-13,10,100,13/09/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
NA,NA-2012-12-04,0,100,04/12/2012,HA1,2012,NA,NA,0,0,0,0,0,78.94736842,1
NA,NA-2012-12-18,100,10,18/12/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
66865371,66865371-2012-06-08,30,70,08/06/2012,HA1,2012,NA,NA,0,0,0,0,0,10.34482759,1
66865371,66865371-2012-06-20,0,30,20/06/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66865371,66865371-2012-06-21,0,10,21/06/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66866525,66866525-2012-06-08,80,90,08/06/2012,HA1,2012,M,Adult,0,9200,1,0,0,666.6666667,1
66866543,66866543-2012-09-28,60,20,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66866819,66866819-2012-10-25,50,40,25/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66866819,66866819-2012-11-08,80,40,08/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66867586,66867586-2012-09-28,0,50,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,15.38461538,1
66867586,66867586-2012-10-11,10,60,11/10/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
66867845,66867845-2012-10-10,70,80,10/10/2012,HA1,2012,NA,NA,0,0,0,311.1111111,1,0,0
66867845,66867845-2012-10-25,70,80,25/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66867845,66867845-2012-11-08,70,90,08/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66867845,66867845-2012-11-21,50,100,21/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66867845,66867845-2012-12-19,80,70,19/12/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66867845,66867845-2012-12-20,70,90,20/12/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66869343,66869343-2012-09-25,60,90,25/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66872112,66872112-2012-10-10,0,60,10/10/2012,HA1,2012,NA,NA,0,0,0,0,0,5.263157895,1
66872112,66872112-2012-10-11,0,50,11/10/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
66872112,66872112-2012-10-24,0,40,24/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66872112,66872112-2012-11-21,10,70,21/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66872112,66872112-2012-12-05,10,50,05/12/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66872112,66872112-2012-12-06,20,50,06/12/2012,HA1,2012,NA,NA,0,0,0,0,0,5.882352941,1
66874822,66874822-2012-12-19,80,100,19/12/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66877366,66877366-2012-09-25,30,0,25/09/2012,HA1,2012,M,NotAdult,1,0,0,0,0,0,0
66877366,66877366-2012-09-27,0,0,27/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878317,66878317-2012-09-28,0,70,28/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66878317,66878317-2012-10-10,10,90,10/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878317,66878317-2012-10-25,10,70,25/10/2012,HA1,2012,NA,NA,1,10080,1,0,0,0,0
66878317,66878317-2012-11-08,20,70,08/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878865,66878865-2012-06-20,90,70,20/06/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878865,66878865-2012-07-04,50,0,04/07/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878865,66878865-2012-08-01,100,30,01/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878865,66878865-2012-08-02,100,10,02/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66878865,66878865-2012-08-16,90,30,16/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66879360,66879360-2012-09-25,30,100,25/09/2012,HA1,2012,F,NotAdult,0,4,1,88,1,0,0
66881074,66881074-2012-09-27,40,100,27/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66882554,66882554-2012-06-07,0,0,07/06/2012,HA1,2012,NA,NA,0,3520,1,0,0,0,0
66883112,66883112-2012-06-08,70,100,08/06/2012,HA1,2012,NA,NA,0,0,0,0,0,16.90140845,1
66883112,66883112-2012-06-08,80,80,08/06/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66889018,66889018-2012-07-04,30,0,04/07/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66889018,66889018-2012-07-05,0,20,05/07/2012,HA1,2012,NA,NA,1,0,0,NA,NA,NA,NA
66889018,66889018-2012-08-01,0,10,01/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66889018,66889018-2012-08-02,0,10,02/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
66889018,66889018-2012-12-05,10,30,05/12/2012,HA1,2012,F,Adult,1,NA,NA,NA,NA,NA,NA
66890033,66890033-2012-06-07,10,60,07/06/2012,HA1,2012,F,NA,0,0,0,0,0,5,1
66890033,66890033-2012-06-08,0,60,08/06/2012,HA1,2012,F,NA,0,0,0,0,0,17.14285714,1
66890033,66890033-2012-06-20,20,60,20/06/2012,HA1,2012,F,NA,0,0,0,0,0,3.488372093,1
66890033,66890033-2012-07-04,0,40,04/07/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
66890033,66890033-2012-07-18,0,0,18/07/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
66890033,66890033-2012-07-31,10,60,31/07/2012,HA1,2012,F,Adult,1,0,0,900,1,0,0
66890033,66890033-2012-08-01,10,30,01/08/2012,HA1,2012,F,NA,0,0,0,340,1,0,0
66890033,66890033-2012-08-02,10,70,02/08/2012,HA1,2012,F,NA,1,0,0,0,0,0,0
66890033,66890033-2012-08-14,0,40,14/08/2012,HA1,2012,F,Adult,1,0,0,NA,NA,NA,NA
66890033,66890033-2012-08-15,10,50,15/08/2012,HA1,2012,F,NA,1,0,0,0,0,0,0
66890033,66890033-2012-08-28,20,50,28/08/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66890033,66890033-2012-08-29,10,80,29/08/2012,HA1,2012,F,Adult,1,NA,NA,NA,NA,NA,NA
66890033,66890033-2012-08-30,10,60,30/08/2012,HA1,2012,F,NA,0,3.125,1,0,0,0,0
66891022,66891022-2012-06-08,100,10,08/06/2012,HA1,2012,NA,NA,0,1035.714286,1,414.2857143,1,142.8571429,1
66893321,66893321-2012-09-27,60,70,27/09/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66893321,66893321-2012-09-28,70,70,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
66893321,66893321-2012-12-20,90,0,20/12/2012,HA1,2012,NA,NA,0,0,0,0,0,19.71830986,1
66980033,66980033-2012-07-05,0,30,05/07/2012,HA1,2012,NA,NA,0,0,0,0,0,4.347826087,1
67001638,67001638-2012-06-07,50,60,07/06/2012,HA1,2012,NA,NA,0,0,0,0,0,3.125,1
67002542,67002542-2012-08-01,20,0,01/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67002542,67002542-2012-08-29,10,30,29/08/2012,HA1,2012,M,Adult,1,NA,NA,NA,NA,NA,NA
67002542,67002542-2012-09-12,0,10,12/09/2012,HA1,2012,M,NA,1,0,0,0,0,0,0
67006795,67006795-2012-09-28,0,60,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67006795,67006795-2012-10-10,20,30,10/10/2012,HA1,2012,NA,NA,0,0,0,6600,1,0,0
67007859,67007859-2012-06-19,20,50,19/06/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
67007859,67007859-2012-06-20,20,40,20/06/2012,HA1,2012,NA,NA,1,0,0,675.4098361,1,0,0
67007859,67007859-2012-07-17,0,20,17/07/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67007859,67007859-2012-07-31,10,30,31/07/2012,HA1,2012,NA,NA,0,NA,NA,0,0,0,0
67010260,67010260-2012-09-28,0,20,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67069635,67069635-2012-10-24,40,10,24/10/2012,HA1,2012,F,NA,0,0,0,NA,NA,NA,NA
67069635,67069635-2012-10-25,30,0,25/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67070550,67070550-2012-08-01,10,90,01/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67070550,67070550-2012-08-02,50,40,02/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67070550,67070550-2012-08-15,10,90,15/08/2012,HA1,2012,NA,NA,1,28.57142857,1,35.71428571,1,0,0
67070550,67070550-2012-08-16,20,70,16/08/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67070550,67070550-2012-08-29,20,100,29/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67071772,67071772-2012-09-13,60,80,13/09/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67074851,67074851-2012-08-15,10,70,15/08/2012,HA1,2012,M,NA,1,272.7272727,1,0,0,109.0909091,1
67074851,67074851-2012-08-16,10,60,16/08/2012,HA1,2012,M,NA,1,10.34482759,1,0,0,3.448275862,1
67074851,67074851-2012-08-29,20,80,29/08/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67074851,67074851-2012-08-30,0,80,30/08/2012,HA1,2012,M,NA,1,0,0,0,0,0,0
67074851,67074851-2012-09-11,20,70,11/09/2012,HA1,2012,M,NA,1,8000,1,0,0,0,0
67074851,67074851-2012-09-13,0,70,13/09/2012,HA1,2012,M,NA,0,91.66666667,1,10.41666667,1,0,0
67075638,67075638-2012-10-25,20,40,25/10/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
67078537,67078537-2012-12-05,50,40,05/12/2012,HA1,2012,M,Adult,0,0,0,0,0,136.3636364,1
67078537,67078537-2012-12-18,10,20,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,403.2258065,1
67078537,67078537-2012-12-19,20,70,19/12/2012,HA1,2012,NA,NA,0,0,0,0,0,5.555555556,1
67078537,67078537-2012-12-20,40,20,20/12/2012,HA1,2012,NA,NA,0,0,0,0,0,11.53846154,1
67078627,67078627-2012-09-27,90,60,27/09/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67078627,67078627-2012-10-10,80,50,10/10/2012,HA1,2012,NA,NA,0,NA,NA,NA,NA,NA,NA
67079854,67079854-2012-09-27,80,20,27/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67079854,67079854-2012-09-28,70,0,28/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67079854,67079854-2012-10-10,40,40,10/10/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67079854,67079854-2012-10-11,60,20,11/10/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67080373,67080373-2012-08-30,40,100,30/08/2012,HA1,2012,M,Adult,1,0,0,0,0,5,1
67080373,67080373-2012-09-27,70,90,27/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67080373,67080373-2012-09-28,50,60,28/09/2012,HA1,2012,NA,NA,1,0,0,369.047619,1,2.380952381,1
67080373,67080373-2012-10-25,50,60,25/10/2012,HA1,2012,NA,NA,1,1226.086957,1,0,0,0,0
67083005,67083005-2012-09-27,0,20,27/09/2012,HA1,2012,NA,NA,0,0,0,135.7142857,1,0,0
67086558,67086558-2012-10-24,100,90,24/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67088045,67088045-2012-08-01,80,90,01/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67088327,67088327-2012-11-08,100,100,08/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
67088367,67088367-2012-10-25,50,30,25/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67088839,67088839-2012-10-24,20,60,24/10/2012,HA1,2012,NA,NA,0,11377.77778,1,0,0,0,0
67089554,67089554-2012-09-27,40,80,27/09/2012,HA1,2012,NA,NA,0,370.3703704,1,0,0,0,0
67089554,67089554-2012-09-28,30,80,28/09/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
67089554,67089554-2012-10-10,30,100,10/10/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
67091302,67091302-2012-08-01,20,20,01/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091302,67091302-2012-08-02,30,10,02/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091302,67091302-2012-08-30,30,20,30/08/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091302,67091302-2012-09-12,10,20,12/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091302,67091302-2012-09-27,20,30,27/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091302,67091302-2012-09-28,0,30,28/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67091307,67091307-2012-08-29,20,10,29/08/2012,HA1,2012,NA,NA,0,11.11111111,1,11.11111111,1,0,0
67094099,67094099-2012-07-18,10,80,18/07/2012,HA1,2012,NA,NA,0,40,1,586.6666667,1,0,0
67094099,67094099-2012-07-19,90,70,19/07/2012,HA1,2012,NA,NA,0,0,0,13.33333333,1,0,0
67094099,67094099-2012-08-15,80,60,15/08/2012,HA1,2012,NA,NA,0,0,0,NA,NA,NA,NA
67094344,67094344-2012-12-05,30,100,05/12/2012,HA1,2012,M,Adult,1,0,0,NA,NA,NA,NA
67095127,67095127-2012-11-07,10,0,07/11/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67095127,67095127-2012-12-19,10,0,19/12/2012,HA1,2012,NA,NA,1,208.1081081,1,67.56756757,1,0,0
67095127,67095127-2012-12-20,10,0,20/12/2012,HA1,2012,NA,NA,1,7.594936709,1,5.063291139,1,0,0
67095515,67095515-2012-07-05,10,90,05/07/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67120021,67120021-2012-11-08,80,0,08/11/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67123336,67123336-2012-12-20,20,50,20/12/2012,HA1,2012,NA,NA,1,0,0,13.95348837,1,0,0
67125021,67125021-2012-06-21,70,10,21/06/2012,HA1,2012,M,NA,0,0,0,NA,NA,NA,NA
67125021,67125021-2012-07-04,30,100,04/07/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-07-05,80,70,05/07/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-08-01,20,50,01/08/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-08-16,80,0,16/08/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-08-28,50,40,28/08/2012,HA1,2012,M,Adult,0,33.33333333,1,0,0,0,0
67125021,67125021-2012-08-30,50,30,30/08/2012,HA1,2012,M,Adult,0,0,0,0,0,3.225806452,1
67125021,67125021-2012-09-11,50,20,11/09/2012,HA1,2012,M,Adult,0,0,0,0,0,11.11111111,1
67125021,67125021-2012-09-25,30,40,25/09/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
67125021,67125021-2012-09-27,0,20,27/09/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-09-28,30,50,28/09/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-10-09,10,30,09/10/2012,HA1,2012,M,Adult,0,56160,1,0,0,0,0
67125021,67125021-2012-10-10,40,30,10/10/2012,HA1,2012,M,NA,0,9.090909091,1,0,0,0,0
67125021,67125021-2012-10-11,30,40,11/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-10-23,30,40,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
67125021,67125021-2012-10-24,10,20,24/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-10-25,20,20,25/10/2012,HA1,2012,M,NA,0,0,0,0,0,0,0
67125021,67125021-2012-11-07,20,50,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
67125021,67125021-2012-11-20,20,50,20/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
67125021,67125021-2012-12-04,20,20,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
67125021,67125021-2012-12-05,20,40,05/12/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67259597,67259597-2012-06-20,100,30,20/06/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67259597,67259597-2012-06-21,100,30,21/06/2012,HA1,2012,NA,NA,0,0,0,0,0,9.090909091,1
67259597,67259597-2012-08-14,100,10,14/08/2012,HA1,2012,F,Adult,0,151.3513514,1,0,0,0,0
67276819,67276819-2012-12-06,100,20,06/12/2012,HA1,2012,NA,NA,0,9536.842105,1,0,0,0,0
67276819,67276819-2012-12-18,100,50,18/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67276819,67276819-2012-12-19,100,30,19/12/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
67279086,67279086-2012-06-20,0,0,20/06/2012,HA1,2012,NA,NA,1,0,0,0,0,4,1
67279792,67279792-2012-07-05,80,70,05/07/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67279792,67279792-2012-09-12,10,70,12/09/2012,HA1,2012,NA,NA,1,23.07692308,1,0,0,0,0
67279792,67279792-2012-09-13,30,40,13/09/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67279792,67279792-2012-12-05,0,90,05/12/2012,HA1,2012,NA,NA,1,0,0,0,0,3.278688525,1
