"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"292",67006795,"67006795-2012-10-09",20,40,"2012-10-09","HA1",2012,"M","Adult",4844.44444444444,0,0,2,19,0.0952380952380952,21,3,18,0.142857142857143,21,0,5,32,0.135135135135135,37,5,32,0.135135135135135,37,0,6,47,0.113207547169811,53,5,48,0.0943396226415094,53,0,15,66,0.185185185185185,81,8,73,0.0987654320987654,81,0,19,81,0.19,100,11,89,0.11,100,0,21,92,0.185840707964602,113,13,100,0.115044247787611,113,0,29,109,0.210144927536232,138,18,120,0.130434782608696,138,0,33,119,0.217105263157895,152,20,132,0.131578947368421,152,0,34,122,0.217948717948718,156,20,136,0.128205128205128,156,0,43,168,0.203791469194313,211,29,182,0.137440758293839,211
"295",79769626,"79769626-2012-10-09",40,80,"2012-10-09","HA1",2012,"F","Adult",16933.3333333333,0,0,2,4,0.333333333333333,6,2,4,0.333333333333333,6,0,4,8,0.333333333333333,12,2,10,0.166666666666667,12,0,6,19,0.24,25,7,18,0.28,25,0,14,38,0.269230769230769,52,13,39,0.25,52,0,16,57,0.219178082191781,73,19,54,0.26027397260274,73,0,17,67,0.202380952380952,84,22,62,0.261904761904762,84,0,27,91,0.228813559322034,118,30,88,0.254237288135593,118,0,32,110,0.225352112676056,142,36,106,0.253521126760563,142,0,34,119,0.222222222222222,153,36,117,0.235294117647059,153,0,49,176,0.217777777777778,225,50,175,0.222222222222222,225
"300",79639272,"79639272-2012-10-10",0,90,"2012-10-10","HA1",2012,"M","Adult",444.444444444444,0,0,5,20,0.2,25,5,20,0.2,25,0,7,30,0.189189189189189,37,8,29,0.216216216216216,37,0,7,36,0.162790697674419,43,9,34,0.209302325581395,43,0,11,47,0.189655172413793,58,12,46,0.206896551724138,58,0,12,50,0.193548387096774,62,12,50,0.193548387096774,62,0,13,54,0.194029850746269,67,12,55,0.17910447761194,67,0,16,66,0.195121951219512,82,17,65,0.207317073170732,82,0,19,71,0.211111111111111,90,17,73,0.188888888888889,90,0,22,74,0.229166666666667,96,20,76,0.208333333333333,96,0,27,103,0.207692307692308,130,26,104,0.2,130
"310",67075638,"67075638-2012-10-24",70,60,"2012-10-24","HA1",2012,"F","NotAdult",466.666666666667,0,0,3,17,0.15,20,6,14,0.3,20,0,4,28,0.125,32,12,20,0.375,32,0,7,37,0.159090909090909,44,17,27,0.386363636363636,44,0,13,56,0.188405797101449,69,28,41,0.405797101449275,69,0,15,70,0.176470588235294,85,30,55,0.352941176470588,85,0,18,87,0.171428571428571,105,36,69,0.342857142857143,105,0,23,109,0.174242424242424,132,40,92,0.303030303030303,132,0,29,140,0.171597633136095,169,46,123,0.272189349112426,169,0,30,152,0.164835164835165,182,50,132,0.274725274725275,182,0,52,240,0.178082191780822,292,69,223,0.236301369863014,292
"314",79770053,"79770053-2012-10-25",10,20,"2012-10-25","HA1",2012,"M","Adult",11.7647058823529,0,0,4,35,0.102564102564103,39,2,37,0.0512820512820513,39,0,9,57,0.136363636363636,66,4,62,0.0606060606060606,66,0,11,71,0.134146341463415,82,6,76,0.0731707317073171,82,0,15,98,0.132743362831858,113,11,102,0.0973451327433628,113,0,15,113,0.1171875,128,11,117,0.0859375,128,0,16,120,0.117647058823529,136,12,124,0.0882352941176471,136,0,21,127,0.141891891891892,148,13,135,0.0878378378378378,148,0,25,133,0.158227848101266,158,13,145,0.0822784810126582,158,0,29,138,0.173652694610778,167,14,153,0.0838323353293413,167,0,41,183,0.183035714285714,224,26,198,0.116071428571429,224
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,0,0,5,19,0.208333333333333,24,7,17,0.291666666666667,24,0,6,21,0.222222222222222,27,7,20,0.259259259259259,27,0,8,30,0.210526315789474,38,7,31,0.184210526315789,38,0,11,43,0.203703703703704,54,8,46,0.148148148148148,54,0,13,45,0.224137931034483,58,9,49,0.155172413793103,58,0,15,53,0.220588235294118,68,10,58,0.147058823529412,68,0,15,66,0.185185185185185,81,11,70,0.135802469135802,81,0,17,70,0.195402298850575,87,12,75,0.137931034482759,87,0,18,72,0.2,90,13,77,0.144444444444444,90,0,23,96,0.19327731092437,119,21,98,0.176470588235294,119
"372",79782524,"79782524-2012-11-07",80,70,"2012-11-07","HA1",2012,"F","Adult",5719.14893617021,0,0,4,19,0.173913043478261,23,6,17,0.260869565217391,23,0,5,39,0.113636363636364,44,13,31,0.295454545454545,44,0,7,57,0.109375,64,19,45,0.296875,64,0,12,95,0.11214953271028,107,33,74,0.308411214953271,107,0,16,109,0.128,125,36,89,0.288,125,0,19,119,0.13768115942029,138,37,101,0.268115942028986,138,0,25,138,0.153374233128834,163,43,120,0.263803680981595,163,0,26,161,0.13903743315508,187,52,135,0.27807486631016,187,0,28,164,0.145833333333333,192,53,139,0.276041666666667,192,0,42,222,0.159090909090909,264,66,198,0.25,264
"379",67265276,"67265276-2012-11-08",10,30,"2012-11-08","HA1",2012,"F","Adult",10,1,0,6,26,0.1875,32,4,28,0.125,32,0,8,54,0.129032258064516,62,8,54,0.129032258064516,62,0,9,69,0.115384615384615,78,9,69,0.115384615384615,78,0,15,101,0.129310344827586,116,10,106,0.0862068965517241,116,0,19,108,0.149606299212598,127,11,116,0.0866141732283465,127,0,23,122,0.158620689655172,145,13,132,0.0896551724137931,145,0,31,154,0.167567567567568,185,14,171,0.0756756756756757,185,0,32,175,0.154589371980676,207,17,190,0.0821256038647343,207,0,39,185,0.174107142857143,224,20,204,0.0892857142857143,224,0,49,227,0.177536231884058,276,31,245,0.11231884057971,276
"394",79776883,"79776883-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",7.14285714285714,0,0,5,26,0.161290322580645,31,9,22,0.290322580645161,31,0,8,51,0.135593220338983,59,14,45,0.23728813559322,59,0,8,64,0.111111111111111,72,18,54,0.25,72,0,12,88,0.12,100,23,77,0.23,100,0,14,99,0.123893805309735,113,28,85,0.247787610619469,113,0,15,104,0.126050420168067,119,31,88,0.260504201680672,119,0,18,113,0.137404580152672,131,35,96,0.267175572519084,131,0,19,132,0.125827814569536,151,43,108,0.28476821192053,151,0,21,140,0.130434782608696,161,44,117,0.273291925465839,161,0,30,171,0.149253731343284,201,54,147,0.26865671641791,201
"395",79630010,"79630010-2012-11-07",20,80,"2012-11-07","HA1",2012,"F","Adult",733.333333333333,0,0,2,19,0.0952380952380952,21,2,19,0.0952380952380952,21,0,14,38,0.269230769230769,52,7,45,0.134615384615385,52,0,17,56,0.232876712328767,73,8,65,0.10958904109589,73,0,22,99,0.181818181818182,121,23,98,0.190082644628099,121,0,28,119,0.19047619047619,147,30,117,0.204081632653061,147,0,30,128,0.189873417721519,158,31,127,0.19620253164557,158,0,34,134,0.202380952380952,168,31,137,0.18452380952381,168,0,41,143,0.222826086956522,184,34,150,0.184782608695652,184,0,42,150,0.21875,192,39,153,0.203125,192,0,47,205,0.186507936507937,252,54,198,0.214285714285714,252
"432",79782524,"79782524-2012-11-21",100,100,"2012-11-21","HA1",2012,"F","Adult",3.2258064516129,1,0,2,14,0.125,16,3,13,0.1875,16,0,3,16,0.157894736842105,19,4,15,0.210526315789474,19,0,6,35,0.146341463414634,41,7,34,0.170731707317073,41,0,8,48,0.142857142857143,56,10,46,0.178571428571429,56,0,10,51,0.163934426229508,61,11,50,0.180327868852459,61,0,11,64,0.146666666666667,75,14,61,0.186666666666667,75,0,14,82,0.145833333333333,96,22,74,0.229166666666667,96,0,14,90,0.134615384615385,104,25,79,0.240384615384615,104,0,14,102,0.120689655172414,116,30,86,0.258620689655172,116,0,21,136,0.133757961783439,157,42,115,0.267515923566879,157
"541",66815612,"66815612-2012-08-15",100,90,"2012-08-15","HA1",2012,"F","Adult",5082.35294117647,0,0,1,4,0.2,5,1,4,0.2,5,0,1,5,0.166666666666667,6,2,4,0.333333333333333,6,0,2,8,0.2,10,2,8,0.2,10,0,5,15,0.25,20,3,17,0.15,20,0,5,17,0.227272727272727,22,3,19,0.136363636363636,22,0,6,18,0.25,24,5,19,0.208333333333333,24,0,7,20,0.259259259259259,27,6,21,0.222222222222222,27,0,7,21,0.25,28,6,22,0.214285714285714,28,0,9,21,0.3,30,6,24,0.2,30,0,10,32,0.238095238095238,42,9,33,0.214285714285714,42
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",88,0,0,3,14,0.176470588235294,17,3,14,0.176470588235294,17,0,3,15,0.166666666666667,18,4,14,0.222222222222222,18,0,6,18,0.25,24,4,20,0.166666666666667,24,0,8,24,0.25,32,5,27,0.15625,32,0,11,30,0.268292682926829,41,7,34,0.170731707317073,41,0,14,41,0.254545454545455,55,12,43,0.218181818181818,55,0,17,48,0.261538461538462,65,15,50,0.230769230769231,65,0,20,57,0.25974025974026,77,19,58,0.246753246753247,77,0,21,61,0.25609756097561,82,20,62,0.24390243902439,82,0,33,84,0.282051282051282,117,25,92,0.213675213675214,117
"769",79613616,"79613616-2012-10-10",70,50,"2012-10-10","HA1",2012,"F","Adult",13200,0,0,3,9,0.25,12,6,6,0.5,12,0,6,16,0.272727272727273,22,9,13,0.409090909090909,22,0,6,25,0.193548387096774,31,12,19,0.387096774193548,31,0,10,44,0.185185185185185,54,18,36,0.333333333333333,54,0,16,52,0.235294117647059,68,22,46,0.323529411764706,68,0,16,59,0.213333333333333,75,24,51,0.32,75,0,20,84,0.192307692307692,104,31,73,0.298076923076923,104,0,27,104,0.206106870229008,131,33,98,0.251908396946565,131,0,32,113,0.220689655172414,145,36,109,0.248275862068966,145,0,47,187,0.200854700854701,234,57,177,0.243589743589744,234
"785",79618812,"79618812-2012-08-29",90,70,"2012-08-29","HA1",2012,"M","Adult",11845.1612903226,1,0,0,9,0,9,2,7,0.222222222222222,9,0,2,15,0.117647058823529,17,4,13,0.235294117647059,17,0,2,18,0.1,20,5,15,0.25,20,0,3,27,0.1,30,9,21,0.3,30,0,5,29,0.147058823529412,34,11,23,0.323529411764706,34,0,5,31,0.138888888888889,36,12,24,0.333333333333333,36,0,7,38,0.155555555555556,45,13,32,0.288888888888889,45,0,10,42,0.192307692307692,52,15,37,0.288461538461538,52,0,10,44,0.185185185185185,54,15,39,0.277777777777778,54,0,16,62,0.205128205128205,78,19,59,0.243589743589744,78
"786",79618812,"79618812-2012-08-30",70,60,"2012-08-30","HA1",2012,"M","Adult",131.884057971014,1,0,1,8,0.111111111111111,9,0,9,0,9,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,2,14,0.125,16,4,12,0.25,16,0,4,22,0.153846153846154,26,9,17,0.346153846153846,26,0,5,29,0.147058823529412,34,10,24,0.294117647058824,34,0,6,33,0.153846153846154,39,12,27,0.307692307692308,39,0,11,43,0.203703703703704,54,15,39,0.277777777777778,54,0,12,54,0.181818181818182,66,19,47,0.287878787878788,66,0,13,58,0.183098591549296,71,20,51,0.28169014084507,71,0,27,92,0.226890756302521,119,26,93,0.218487394957983,119
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",62.135922330097,1,0,9,35,0.204545454545455,44,3,41,0.0681818181818182,44,0,18,67,0.211764705882353,85,6,79,0.0705882352941176,85,0,24,83,0.224299065420561,107,8,99,0.0747663551401869,107,0,33,121,0.214285714285714,154,13,141,0.0844155844155844,154,0,39,128,0.233532934131737,167,13,154,0.0778443113772455,167,0,40,133,0.23121387283237,173,16,157,0.092485549132948,173,0,46,152,0.232323232323232,198,20,178,0.101010101010101,198,0,48,167,0.223255813953488,215,20,195,0.0930232558139535,215,0,53,177,0.230434782608696,230,22,208,0.0956521739130435,230,0,68,219,0.236933797909408,287,28,259,0.0975609756097561,287
"836",79632292,"79632292-2012-10-09",40,10,"2012-10-09","HA1",2012,"M","Adult",1527.27272727273,1,0,2,6,0.25,8,1,7,0.125,8,0,4,21,0.16,25,3,22,0.12,25,0,6,27,0.181818181818182,33,4,29,0.121212121212121,33,0,9,41,0.18,50,6,44,0.12,50,0,9,45,0.166666666666667,54,6,48,0.111111111111111,54,0,11,54,0.169230769230769,65,6,59,0.0923076923076923,65,0,14,75,0.157303370786517,89,8,81,0.0898876404494382,89,0,16,85,0.158415841584158,101,11,90,0.108910891089109,101,0,16,96,0.142857142857143,112,12,100,0.107142857142857,112,0,31,146,0.175141242937853,177,23,154,0.129943502824859,177
"951",84587833,"84587833-2012-08-29",90,60,"2012-08-29","HA1",2012,"F","Adult",31.25,0,0,0,6,0,6,2,4,0.333333333333333,6,0,0,11,0,11,4,7,0.363636363636364,11,0,0,15,0,15,4,11,0.266666666666667,15,0,3,22,0.12,25,6,19,0.24,25,0,3,22,0.12,25,6,19,0.24,25,0,3,28,0.0967741935483871,31,7,24,0.225806451612903,31,0,7,40,0.148936170212766,47,11,36,0.234042553191489,47,0,8,43,0.156862745098039,51,14,37,0.274509803921569,51,0,9,45,0.166666666666667,54,15,39,0.277777777777778,54,0,17,68,0.2,85,22,63,0.258823529411765,85
