"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"185",79630010,"79630010-2012-09-25",10,90,"2012-09-25","HA1",2012,"F","Adult",15.7894736842105,0,0,0,9,0,9,5,4,0.555555555555556,9,0,0,19,0,19,5,14,0.263157894736842,19,0,2,25,0.0740740740740741,27,8,19,0.296296296296296,27,0,2,34,0.0555555555555556,36,13,23,0.361111111111111,36,0,2,34,0.0555555555555556,36,13,23,0.361111111111111,36,0,3,36,0.0769230769230769,39,15,24,0.384615384615385,39,0,4,41,0.0888888888888889,45,16,29,0.355555555555556,45,0,4,41,0.0888888888888889,45,16,29,0.355555555555556,45,0,4,43,0.0851063829787234,47,16,31,0.340425531914894,47,0,10,56,0.151515151515152,66,19,47,0.287878787878788,66
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",673.469387755102,0,0,2,10,0.166666666666667,12,4,8,0.333333333333333,12,0,2,15,0.117647058823529,17,6,11,0.352941176470588,17,0,3,18,0.142857142857143,21,8,13,0.380952380952381,21,0,3,23,0.115384615384615,26,8,18,0.307692307692308,26,0,3,25,0.107142857142857,28,8,20,0.285714285714286,28,0,3,26,0.103448275862069,29,8,21,0.275862068965517,29,0,4,29,0.121212121212121,33,8,25,0.242424242424242,33,0,8,31,0.205128205128205,39,8,31,0.205128205128205,39,0,8,35,0.186046511627907,43,9,34,0.209302325581395,43,0,10,46,0.178571428571429,56,10,46,0.178571428571429,56
"198",79770603,"79770603-2012-09-11",40,100,"2012-09-11","HA1",2012,"M","Adult",5328.81355932204,0,0,3,6,0.333333333333333,9,0,9,0,9,0,3,8,0.272727272727273,11,0,11,0,11,0,3,12,0.2,15,1,14,0.0666666666666667,15,0,4,13,0.235294117647059,17,1,16,0.0588235294117647,17,0,4,15,0.210526315789474,19,1,18,0.0526315789473684,19,0,4,18,0.181818181818182,22,1,21,0.0454545454545455,22,0,5,23,0.178571428571429,28,2,26,0.0714285714285714,28,0,5,26,0.161290322580645,31,4,27,0.129032258064516,31,0,7,28,0.2,35,5,30,0.142857142857143,35,0,11,45,0.196428571428571,56,10,46,0.178571428571429,56
"205",67089554,"67089554-2012-09-25",40,90,"2012-09-25","HA1",2012,"F","Adult",91.1111111111111,0,0,1,7,0.125,8,1,7,0.125,8,0,4,14,0.222222222222222,18,3,15,0.166666666666667,18,0,4,14,0.222222222222222,18,3,15,0.166666666666667,18,0,4,24,0.142857142857143,28,4,24,0.142857142857143,28,0,4,26,0.133333333333333,30,5,25,0.166666666666667,30,0,5,31,0.138888888888889,36,7,29,0.194444444444444,36,0,5,37,0.119047619047619,42,10,32,0.238095238095238,42,0,7,42,0.142857142857143,49,13,36,0.26530612244898,49,0,7,48,0.127272727272727,55,14,41,0.254545454545455,55,0,12,72,0.142857142857143,84,23,61,0.273809523809524,84
"220",79619290,"79619290-2012-09-28",100,80,"2012-09-28","HA1",2012,"M","Adult",1392.98245614035,0,0,0,11,0,11,2,9,0.181818181818182,11,0,2,14,0.125,16,3,13,0.1875,16,0,2,15,0.117647058823529,17,3,14,0.176470588235294,17,0,2,23,0.08,25,3,22,0.12,25,0,3,27,0.1,30,5,25,0.166666666666667,30,0,3,28,0.0967741935483871,31,6,25,0.193548387096774,31,0,3,34,0.0810810810810811,37,8,29,0.216216216216216,37,0,4,38,0.0952380952380952,42,9,33,0.214285714285714,42,0,4,44,0.0833333333333333,48,10,38,0.208333333333333,48,0,8,58,0.121212121212121,66,12,54,0.181818181818182,66
"222",66843623,"66843623-2012-09-28",100,90,"2012-09-28","HA1",2012,"M","Adult",246.153846153846,0,0,0,8,0,8,2,6,0.25,8,0,0,12,0,12,2,10,0.166666666666667,12,0,0,16,0,16,2,14,0.125,16,0,2,22,0.0833333333333333,24,4,20,0.166666666666667,24,0,2,22,0.0833333333333333,24,4,20,0.166666666666667,24,0,2,26,0.0714285714285714,28,5,23,0.178571428571429,28,0,2,31,0.0606060606060606,33,5,28,0.151515151515152,33,0,3,33,0.0833333333333333,36,6,30,0.166666666666667,36,0,3,35,0.0789473684210526,38,7,31,0.184210526315789,38,0,4,53,0.0701754385964912,57,11,46,0.192982456140351,57
"227",79632292,"79632292-2012-09-13",100,10,"2012-09-13","HA1",2012,"M","Adult",109.090909090909,1,0,1,7,0.125,8,2,6,0.25,8,0,2,8,0.2,10,2,8,0.2,10,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,4,16,0.2,20,3,17,0.15,20,0,5,16,0.238095238095238,21,3,18,0.142857142857143,21,0,6,18,0.25,24,3,21,0.125,24,0,6,22,0.214285714285714,28,4,24,0.142857142857143,28,0,7,22,0.241379310344828,29,4,25,0.137931034482759,29,0,7,22,0.241379310344828,29,4,25,0.137931034482759,29,0,8,27,0.228571428571429,35,5,30,0.142857142857143,35
"230",79618628,"79618628-2012-09-27",100,50,"2012-09-27","HA1",2012,"M","Adult",3781.81818181818,0,0,0,2,0,2,0,2,0,2,0,0,7,0,7,1,6,0.142857142857143,7,0,0,9,0,9,2,7,0.222222222222222,9,0,4,13,0.235294117647059,17,3,14,0.176470588235294,17,0,5,13,0.277777777777778,18,3,15,0.166666666666667,18,0,5,21,0.192307692307692,26,5,21,0.192307692307692,26,0,6,27,0.181818181818182,33,5,28,0.151515151515152,33,0,7,30,0.189189189189189,37,6,31,0.162162162162162,37,0,8,34,0.19047619047619,42,8,34,0.19047619047619,42,0,9,47,0.160714285714286,56,10,46,0.178571428571429,56
"232",79790568,"79790568-2012-09-27",90,70,"2012-09-27","HA1",2012,"M","Adult",302.222222222222,1,0,1,9,0.1,10,0,10,0,10,0,2,15,0.117647058823529,17,2,15,0.117647058823529,17,0,2,17,0.105263157894737,19,2,17,0.105263157894737,19,0,3,23,0.115384615384615,26,3,23,0.115384615384615,26,0,3,27,0.1,30,4,26,0.133333333333333,30,0,3,30,0.0909090909090909,33,5,28,0.151515151515152,33,0,4,37,0.0975609756097561,41,6,35,0.146341463414634,41,0,4,40,0.0909090909090909,44,6,38,0.136363636363636,44,0,5,41,0.108695652173913,46,6,40,0.130434782608696,46,0,9,53,0.145161290322581,62,10,52,0.161290322580645,62
"242",79638280,"79638280-2012-09-27",30,60,"2012-09-27","HA1",2012,"F","Adult",1446.51162790698,0,0,3,4,0.428571428571429,7,1,6,0.142857142857143,7,0,3,11,0.214285714285714,14,3,11,0.214285714285714,14,0,4,15,0.210526315789474,19,5,14,0.263157894736842,19,0,6,27,0.181818181818182,33,11,22,0.333333333333333,33,0,7,39,0.152173913043478,46,17,29,0.369565217391304,46,0,7,45,0.134615384615385,52,17,35,0.326923076923077,52,0,7,54,0.114754098360656,61,21,40,0.344262295081967,61,0,9,62,0.126760563380282,71,23,48,0.323943661971831,71,0,10,74,0.119047619047619,84,28,56,0.333333333333333,84,0,18,112,0.138461538461538,130,34,96,0.261538461538462,130
"264",79790568,"79790568-2012-10-09",90,80,"2012-10-09","HA1",2012,"M","Adult",260.31746031746,0,0,3,9,0.25,12,3,9,0.25,12,0,3,17,0.15,20,6,14,0.3,20,0,3,21,0.125,24,6,18,0.25,24,0,4,31,0.114285714285714,35,7,28,0.2,35,0,5,32,0.135135135135135,37,7,30,0.189189189189189,37,0,5,36,0.121951219512195,41,8,33,0.195121951219512,41,0,5,39,0.113636363636364,44,9,35,0.204545454545455,44,0,5,45,0.1,50,10,40,0.2,50,0,6,48,0.111111111111111,54,11,43,0.203703703703704,54,0,13,61,0.175675675675676,74,15,59,0.202702702702703,74
"279",79792581,"79792581-2012-10-11",90,70,"2012-10-11","HA1",2012,"F","Adult",400,0,0,2,17,0.105263157894737,19,4,15,0.210526315789474,19,0,3,25,0.107142857142857,28,5,23,0.178571428571429,28,0,5,29,0.147058823529412,34,7,27,0.205882352941176,34,0,6,37,0.13953488372093,43,10,33,0.232558139534884,43,0,6,46,0.115384615384615,52,12,40,0.230769230769231,52,0,6,53,0.101694915254237,59,13,46,0.220338983050847,59,0,7,67,0.0945945945945946,74,15,59,0.202702702702703,74,0,8,71,0.10126582278481,79,15,64,0.189873417721519,79,0,10,72,0.121951219512195,82,16,66,0.195121951219512,82,0,15,90,0.142857142857143,105,19,86,0.180952380952381,105
"288",79783071,"79783071-2012-10-09",0,40,"2012-10-09","HA1",2012,"F","NotAdult",1840,0,0,1,7,0.125,8,1,7,0.125,8,0,1,8,0.111111111111111,9,1,8,0.111111111111111,9,0,1,16,0.0588235294117647,17,1,16,0.0588235294117647,17,0,2,25,0.0740740740740741,27,4,23,0.148148148148148,27,0,2,28,0.0666666666666667,30,4,26,0.133333333333333,30,0,2,38,0.05,40,7,33,0.175,40,0,2,46,0.0416666666666667,48,10,38,0.208333333333333,48,0,2,54,0.0357142857142857,56,14,42,0.25,56,0,3,61,0.046875,64,15,49,0.234375,64,0,5,86,0.0549450549450549,91,20,71,0.21978021978022,91
"335",67088839,"67088839-2012-10-23",20,60,"2012-10-23","HA1",2012,"M","Adult",2230.76923076923,0,0,0,12,0,12,3,9,0.25,12,0,0,16,0,16,6,10,0.375,16,0,1,24,0.04,25,7,18,0.28,25,0,2,39,0.0487804878048781,41,10,31,0.24390243902439,41,0,3,48,0.0588235294117647,51,13,38,0.254901960784314,51,0,4,52,0.0714285714285714,56,14,42,0.25,56,0,5,61,0.0757575757575758,66,16,50,0.242424242424242,66,0,7,71,0.0897435897435897,78,18,60,0.230769230769231,78,0,7,76,0.0843373493975904,83,20,63,0.240963855421687,83,0,13,118,0.099236641221374,131,28,103,0.213740458015267,131
"340",66828572,"66828572-2012-10-23",50,0,"2012-10-23","HA1",2012,"M","Adult",13.7931034482759,0,0,0,2,0,2,0,2,0,2,0,2,3,0.4,5,1,4,0.2,5,0,4,9,0.307692307692308,13,1,12,0.0769230769230769,13,0,6,15,0.285714285714286,21,1,20,0.0476190476190476,21,0,6,19,0.24,25,1,24,0.04,25,0,7,20,0.259259259259259,27,1,26,0.037037037037037,27,0,8,23,0.258064516129032,31,2,29,0.0645161290322581,31,0,9,30,0.230769230769231,39,3,36,0.0769230769230769,39,0,9,32,0.219512195121951,41,3,38,0.0731707317073171,41,0,14,65,0.177215189873418,79,9,70,0.113924050632911,79
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",100,0,0,2,12,0.142857142857143,14,2,12,0.142857142857143,14,0,2,14,0.125,16,2,14,0.125,16,0,3,16,0.157894736842105,19,2,17,0.105263157894737,19,0,6,23,0.206896551724138,29,4,25,0.137931034482759,29,0,6,24,0.2,30,5,25,0.166666666666667,30,0,7,31,0.184210526315789,38,6,32,0.157894736842105,38,0,7,40,0.148936170212766,47,7,40,0.148936170212766,47,0,8,43,0.156862745098039,51,7,44,0.137254901960784,51,0,9,45,0.166666666666667,54,9,45,0.166666666666667,54,0,13,60,0.178082191780822,73,11,62,0.150684931506849,73
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",50,1,0,2,8,0.2,10,1,9,0.1,10,0,3,12,0.2,15,4,11,0.266666666666667,15,0,4,21,0.16,25,6,19,0.24,25,0,4,32,0.111111111111111,36,9,27,0.25,36,0,4,36,0.1,40,9,31,0.225,40,0,4,46,0.08,50,10,40,0.2,50,0,6,53,0.101694915254237,59,12,47,0.203389830508475,59,0,6,63,0.0869565217391304,69,14,55,0.202898550724638,69,0,6,76,0.0731707317073171,82,15,67,0.182926829268293,82,0,9,109,0.076271186440678,118,25,93,0.211864406779661,118
"404",79789358,"79789358-2012-11-20",10,30,"2012-11-20","HA1",2012,"M","Adult",3031.57894736842,1,0,4,10,0.285714285714286,14,1,13,0.0714285714285714,14,0,4,20,0.166666666666667,24,2,22,0.0833333333333333,24,0,4,25,0.137931034482759,29,3,26,0.103448275862069,29,0,6,34,0.15,40,4,36,0.1,40,0,7,37,0.159090909090909,44,4,40,0.0909090909090909,44,0,8,43,0.156862745098039,51,5,46,0.0980392156862745,51,0,12,55,0.17910447761194,67,8,59,0.119402985074627,67,0,13,63,0.171052631578947,76,9,67,0.118421052631579,76,0,15,68,0.180722891566265,83,10,73,0.120481927710843,83,0,15,85,0.15,100,14,86,0.14,100
"407",66808052,"66808052-2012-11-20",40,20,"2012-11-20","HA1",2012,"M","Adult",231.578947368421,0,0,1,4,0.2,5,1,4,0.2,5,0,1,8,0.111111111111111,9,1,8,0.111111111111111,9,0,1,15,0.0625,16,1,15,0.0625,16,0,5,28,0.151515151515152,33,5,28,0.151515151515152,33,0,6,32,0.157894736842105,38,6,32,0.157894736842105,38,0,6,42,0.125,48,7,41,0.145833333333333,48,0,10,50,0.166666666666667,60,9,51,0.15,60,0,10,57,0.149253731343284,67,9,58,0.134328358208955,67,0,10,62,0.138888888888889,72,9,63,0.125,72,0,14,104,0.11864406779661,118,18,100,0.152542372881356,118
"431",79797884,"79797884-2012-11-21",100,90,"2012-11-21","HA1",2012,"M","Adult",930.612244897959,0,0,2,9,0.181818181818182,11,0,11,0,11,0,3,15,0.166666666666667,18,2,16,0.111111111111111,18,0,3,18,0.142857142857143,21,3,18,0.142857142857143,21,0,4,26,0.133333333333333,30,4,26,0.133333333333333,30,0,4,29,0.121212121212121,33,5,28,0.151515151515152,33,0,4,36,0.1,40,6,34,0.15,40,0,4,44,0.0833333333333333,48,7,41,0.145833333333333,48,0,4,45,0.0816326530612245,49,7,42,0.142857142857143,49,0,4,47,0.0784313725490196,51,7,44,0.137254901960784,51,0,6,69,0.08,75,8,67,0.106666666666667,75
"433",79776883,"79776883-2012-11-21",90,80,"2012-11-21","HA1",2012,"M","Adult",63.6363636363636,0,0,2,10,0.166666666666667,12,3,9,0.25,12,0,4,21,0.16,25,5,20,0.2,25,0,4,28,0.125,32,5,27,0.15625,32,0,4,42,0.0869565217391304,46,6,40,0.130434782608696,46,0,4,50,0.0740740740740741,54,7,47,0.12962962962963,54,0,5,50,0.0909090909090909,55,7,48,0.127272727272727,55,0,6,55,0.0983606557377049,61,7,54,0.114754098360656,61,0,6,62,0.0882352941176471,68,8,60,0.117647058823529,68,0,6,68,0.0810810810810811,74,9,65,0.121621621621622,74,0,6,90,0.0625,96,12,84,0.125,96
"435",79790568,"79790568-2012-11-21",90,60,"2012-11-21","HA1",2012,"M","Adult",352.380952380952,1,0,1,7,0.125,8,1,7,0.125,8,0,1,14,0.0666666666666667,15,3,12,0.2,15,0,2,26,0.0714285714285714,28,5,23,0.178571428571429,28,0,3,43,0.0652173913043478,46,6,40,0.130434782608696,46,0,3,46,0.0612244897959184,49,6,43,0.122448979591837,49,0,3,51,0.0555555555555556,54,7,47,0.12962962962963,54,0,6,63,0.0869565217391304,69,9,60,0.130434782608696,69,0,7,71,0.0897435897435897,78,11,67,0.141025641025641,78,0,7,76,0.0843373493975904,83,13,70,0.156626506024096,83,0,8,112,0.0666666666666667,120,17,103,0.141666666666667,120
"446",79614576,"79614576-2012-12-04",10,20,"2012-12-04","HA1",2012,"F","Adult",143.75,1,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,10,17,0.37037037037037,27,4,23,0.148148148148148,27,0,10,20,0.333333333333333,30,4,26,0.133333333333333,30,0,12,26,0.315789473684211,38,4,34,0.105263157894737,38,0,12,31,0.27906976744186,43,4,39,0.0930232558139535,43,0,12,34,0.260869565217391,46,5,41,0.108695652173913,46,0,14,37,0.274509803921569,51,6,45,0.117647058823529,51,0,15,38,0.283018867924528,53,6,47,0.113207547169811,53,0,16,39,0.290909090909091,55,6,49,0.109090909090909,55,0,19,58,0.246753246753247,77,13,64,0.168831168831169,77
"457",79612792,"79612792-2012-12-05",10,90,"2012-12-05","HA1",2012,"M","Adult",4447.05882352941,1,0,3,9,0.25,12,0,12,0,12,0,3,16,0.157894736842105,19,0,19,0,19,0,6,22,0.214285714285714,28,2,26,0.0714285714285714,28,0,11,30,0.268292682926829,41,4,37,0.0975609756097561,41,0,11,32,0.255813953488372,43,4,39,0.0930232558139535,43,0,12,33,0.266666666666667,45,5,40,0.111111111111111,45,0,14,41,0.254545454545455,55,9,46,0.163636363636364,55,0,14,44,0.241379310344828,58,11,47,0.189655172413793,58,0,14,48,0.225806451612903,62,11,51,0.17741935483871,62,0,16,63,0.20253164556962,79,13,66,0.164556962025316,79
