"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"465",79782524,"79782524-2012-12-18",90,90,"2012-12-18","HA1",2012,"F","Adult",3.57142857142857,1,0,5,6,0.454545454545455,11,4,7,0.363636363636364,11,0,13,11,0.541666666666667,24,6,18,0.25,24,0,15,12,0.555555555555556,27,6,21,0.222222222222222,27,0,19,17,0.527777777777778,36,9,27,0.25,36,0,19,18,0.513513513513513,37,9,28,0.243243243243243,37,0,20,22,0.476190476190476,42,10,32,0.238095238095238,42,0,21,27,0.4375,48,11,37,0.229166666666667,48,0,21,31,0.403846153846154,52,12,40,0.230769230769231,52,0,21,34,0.381818181818182,55,12,43,0.218181818181818,55,0,23,39,0.370967741935484,62,12,50,0.193548387096774,62
"475",79774078,"79774078-2012-12-19",10,90,"2012-12-19","HA1",2012,"M","Adult",19826.0869565217,1,0,7,5,0.583333333333333,12,1,11,0.0833333333333333,12,0,10,9,0.526315789473684,19,1,18,0.0526315789473684,19,0,11,12,0.478260869565217,23,1,22,0.0434782608695652,23,0,17,17,0.5,34,2,32,0.0588235294117647,34,0,17,19,0.472222222222222,36,2,34,0.0555555555555556,36,0,19,19,0.5,38,3,35,0.0789473684210526,38,0,20,23,0.465116279069767,43,4,39,0.0930232558139535,43,0,21,24,0.466666666666667,45,5,40,0.111111111111111,45,0,22,29,0.431372549019608,51,5,46,0.0980392156862745,51,0,27,42,0.391304347826087,69,6,63,0.0869565217391304,69
"493",79615341,"79615341-2012-12-18",20,10,"2012-12-18","HA1",2012,"M","Adult",35.2941176470588,1,0,3,8,0.272727272727273,11,2,9,0.181818181818182,11,0,7,11,0.388888888888889,18,3,15,0.166666666666667,18,0,10,14,0.416666666666667,24,5,19,0.208333333333333,24,0,13,18,0.419354838709677,31,7,24,0.225806451612903,31,0,16,18,0.470588235294118,34,8,26,0.235294117647059,34,0,16,19,0.457142857142857,35,8,27,0.228571428571429,35,0,17,22,0.435897435897436,39,8,31,0.205128205128205,39,0,17,26,0.395348837209302,43,9,34,0.209302325581395,43,0,20,30,0.4,50,10,40,0.2,50,0,22,36,0.379310344827586,58,11,47,0.189655172413793,58
"510",49811771,"49811771-2012-08-30",30,20,"2012-08-30","HA1",2012,"F","Adult",31.9148936170213,0,0,0,9,0,9,0,9,0,9,0,0,13,0,13,1,12,0.0769230769230769,13,0,0,14,0,14,1,13,0.0714285714285714,14,0,1,22,0.0434782608695652,23,1,22,0.0434782608695652,23,0,2,29,0.0645161290322581,31,3,28,0.0967741935483871,31,0,4,32,0.111111111111111,36,3,33,0.0833333333333333,36,0,4,39,0.0930232558139535,43,3,40,0.0697674418604651,43,0,4,43,0.0851063829787234,47,4,43,0.0851063829787234,47,0,4,43,0.0851063829787234,47,4,43,0.0851063829787234,47,0,9,50,0.152542372881356,59,7,52,0.11864406779661,59
"596",66866525,"66866525-2012-06-08",80,90,"2012-06-08","HA1",2012,"M","Adult",9200,1,0,0,0,NA,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,2,0.333333333333333,3,0,3,0,3,0,1,2,0.333333333333333,3,0,3,0,3,0,2,2,0.5,4,0,4,0,4
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",4,0,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,1,14,0.0666666666666667,15,3,12,0.2,15,0,3,16,0.157894736842105,19,3,16,0.157894736842105,19,0,3,19,0.136363636363636,22,4,18,0.181818181818182,22,0,4,24,0.142857142857143,28,7,21,0.25,28,0,4,33,0.108108108108108,37,8,29,0.216216216216216,37,0,4,38,0.0952380952380952,42,10,32,0.238095238095238,42,0,6,45,0.117647058823529,51,13,38,0.254901960784314,51,0,6,46,0.115384615384615,52,13,39,0.25,52,0,10,57,0.149253731343284,67,19,48,0.283582089552239,67
"726",67125021,"67125021-2012-08-28",50,40,"2012-08-28","HA1",2012,"M","Adult",33.3333333333333,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,6,0,6,1,5,0.166666666666667,6,0,0,7,0,7,1,6,0.142857142857143,7,0,3,10,0.230769230769231,13,1,12,0.0769230769230769,13,0,3,12,0.2,15,1,14,0.0666666666666667,15,0,3,12,0.2,15,1,14,0.0666666666666667,15,0,4,15,0.210526315789474,19,2,17,0.105263157894737,19,0,5,22,0.185185185185185,27,4,23,0.148148148148148,27,0,5,22,0.185185185185185,27,4,23,0.148148148148148,27,0,8,48,0.142857142857143,56,8,48,0.142857142857143,56
"732",67125021,"67125021-2012-10-09",10,30,"2012-10-09","HA1",2012,"M","Adult",56160,0,0,1,10,0.0909090909090909,11,2,9,0.181818181818182,11,0,1,19,0.05,20,2,18,0.1,20,0,1,22,0.0434782608695652,23,2,21,0.0869565217391304,23,0,2,38,0.05,40,6,34,0.15,40,0,2,40,0.0476190476190476,42,6,36,0.142857142857143,42,0,3,45,0.0625,48,7,41,0.145833333333333,48,0,3,53,0.0535714285714286,56,8,48,0.142857142857143,56,0,3,61,0.046875,64,9,55,0.140625,64,0,5,65,0.0714285714285714,70,12,58,0.171428571428571,70,0,10,82,0.108695652173913,92,20,72,0.217391304347826,92
"744",67259597,"67259597-2012-08-14",100,10,"2012-08-14","HA1",2012,"F","Adult",151.351351351351,0,0,1,4,0.2,5,0,5,0,5,0,1,4,0.2,5,0,5,0,5,0,1,5,0.166666666666667,6,0,6,0,6,0,1,6,0.142857142857143,7,0,7,0,7,0,1,6,0.142857142857143,7,0,7,0,7,0,2,6,0.25,8,0,8,0,8,0,2,8,0.2,10,1,9,0.1,10,0,2,9,0.181818181818182,11,1,10,0.0909090909090909,11,0,2,9,0.181818181818182,11,1,10,0.0909090909090909,11,0,3,14,0.176470588235294,17,1,16,0.0588235294117647,17
"779",79615341,"79615341-2012-12-05",20,0,"2012-12-05","HA1",2012,"M","Adult",87.5,1,0,5,9,0.357142857142857,14,1,13,0.0714285714285714,14,0,6,15,0.285714285714286,21,2,19,0.0952380952380952,21,0,7,22,0.241379310344828,29,2,27,0.0689655172413793,29,0,11,30,0.268292682926829,41,4,37,0.0975609756097561,41,0,12,33,0.266666666666667,45,5,40,0.111111111111111,45,0,13,35,0.270833333333333,48,6,42,0.125,48,0,15,36,0.294117647058824,51,7,44,0.137254901960784,51,0,18,37,0.327272727272727,55,8,47,0.145454545454545,55,0,18,37,0.327272727272727,55,8,47,0.145454545454545,55,0,20,52,0.277777777777778,72,10,62,0.138888888888889,72
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",54.368932038835,1,0,4,8,0.333333333333333,12,3,9,0.25,12,0,10,13,0.434782608695652,23,5,18,0.217391304347826,23,0,14,18,0.4375,32,8,24,0.25,32,0,18,23,0.439024390243902,41,10,31,0.24390243902439,41,0,22,23,0.488888888888889,45,11,34,0.244444444444444,45,0,22,24,0.478260869565217,46,11,35,0.239130434782609,46,0,25,27,0.480769230769231,52,12,40,0.230769230769231,52,0,25,31,0.446428571428571,56,13,43,0.232142857142857,56,0,29,35,0.453125,64,14,50,0.21875,64,0,32,43,0.426666666666667,75,15,60,0.2,75
"839",79632292,"79632292-2012-11-07",70,20,"2012-11-07","HA1",2012,"M","Adult",28.5714285714286,0,0,3,13,0.1875,16,0,16,0,16,0,4,15,0.210526315789474,19,2,17,0.105263157894737,19,0,6,19,0.24,25,2,23,0.08,25,0,8,32,0.2,40,5,35,0.125,40,0,8,38,0.173913043478261,46,6,40,0.130434782608696,46,0,9,46,0.163636363636364,55,6,49,0.109090909090909,55,0,13,56,0.188405797101449,69,9,60,0.130434782608696,69,0,14,68,0.170731707317073,82,11,71,0.134146341463415,82,0,14,73,0.160919540229885,87,11,76,0.126436781609195,87,0,16,103,0.134453781512605,119,16,103,0.134453781512605,119
"841",79632292,"79632292-2012-11-20",40,10,"2012-11-20","HA1",2012,"M","Adult",7200,1,0,1,4,0.2,5,0,5,0,5,0,1,11,0.0833333333333333,12,1,11,0.0833333333333333,12,0,4,15,0.210526315789474,19,5,14,0.263157894736842,19,0,5,24,0.172413793103448,29,5,24,0.172413793103448,29,0,6,25,0.193548387096774,31,5,26,0.161290322580645,31,0,7,30,0.189189189189189,37,6,31,0.162162162162162,37,0,7,47,0.12962962962963,54,7,47,0.12962962962963,54,0,9,53,0.145161290322581,62,9,53,0.145161290322581,62,0,9,58,0.134328358208955,67,9,58,0.134328358208955,67,0,13,88,0.128712871287129,101,12,89,0.118811881188119,101
"842",79632292,"79632292-2012-12-18",20,30,"2012-12-18","HA1",2012,"M","Adult",152.173913043478,1,0,2,4,0.333333333333333,6,1,5,0.166666666666667,6,0,6,6,0.5,12,2,10,0.166666666666667,12,0,11,8,0.578947368421053,19,3,16,0.157894736842105,19,0,13,19,0.40625,32,6,26,0.1875,32,0,16,22,0.421052631578947,38,8,30,0.210526315789474,38,0,18,26,0.409090909090909,44,10,34,0.227272727272727,44,0,23,30,0.433962264150943,53,11,42,0.207547169811321,53,0,24,35,0.406779661016949,59,11,48,0.186440677966102,59,0,25,36,0.409836065573771,61,11,50,0.180327868852459,61,0,30,47,0.38961038961039,77,14,63,0.181818181818182,77
"875",79775849,"79775849-2012-09-28",90,30,"2012-09-28","HA1",2012,"F","Adult",206.451612903226,0,0,4,5,0.444444444444444,9,1,8,0.111111111111111,9,0,6,15,0.285714285714286,21,4,17,0.19047619047619,21,0,6,16,0.272727272727273,22,5,17,0.227272727272727,22,0,8,23,0.258064516129032,31,9,22,0.290322580645161,31,0,8,24,0.25,32,9,23,0.28125,32,0,9,28,0.243243243243243,37,9,28,0.243243243243243,37,0,12,33,0.266666666666667,45,10,35,0.222222222222222,45,0,13,39,0.25,52,10,42,0.192307692307692,52,0,17,41,0.293103448275862,58,11,47,0.189655172413793,58,0,19,56,0.253333333333333,75,14,61,0.186666666666667,75
"909",79786569,"79786569-2012-10-23",20,10,"2012-10-23","HA1",2012,"M","Adult",908.108108108108,1,0,0,6,0,6,0,6,0,6,0,1,14,0.0666666666666667,15,0,15,0,15,0,2,21,0.0869565217391304,23,1,22,0.0434782608695652,23,0,2,34,0.0555555555555556,36,2,34,0.0555555555555556,36,0,3,38,0.0731707317073171,41,3,38,0.0731707317073171,41,0,3,41,0.0681818181818182,44,3,41,0.0681818181818182,44,0,5,49,0.0925925925925926,54,4,50,0.0740740740740741,54,0,6,54,0.1,60,6,54,0.1,60,0,7,58,0.107692307692308,65,8,57,0.123076923076923,65,0,11,68,0.139240506329114,79,9,70,0.113924050632911,79
