"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"185",79630010,"79630010-2012-09-25",10,90,"2012-09-25","HA1",2012,"F","Adult",15.7894736842105,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,8,0,8,1,7,0.125,8,0,0,11,0,11,3,8,0.272727272727273,11,0,0,16,0,16,7,9,0.4375,16,0,0,16,0,16,7,9,0.4375,16,0,0,16,0,16,7,9,0.4375,16,0,0,18,0,18,8,10,0.444444444444444,18,0,0,18,0,18,8,10,0.444444444444444,18,0,0,18,0,18,8,10,0.444444444444444,18,0,1,24,0.04,25,10,15,0.4,25
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",673.469387755102,0,0,0,4,0,4,1,3,0.25,4,0,0,7,0,7,3,4,0.428571428571429,7,0,0,9,0,9,4,5,0.444444444444444,9,0,0,14,0,14,4,10,0.285714285714286,14,0,0,15,0,15,4,11,0.266666666666667,15,0,0,15,0,15,4,11,0.266666666666667,15,0,0,17,0,17,4,13,0.235294117647059,17,0,2,19,0.0952380952380952,21,4,17,0.19047619047619,21,0,2,23,0.08,25,5,20,0.2,25,0,3,29,0.09375,32,6,26,0.1875,32
"198",79770603,"79770603-2012-09-11",40,100,"2012-09-11","HA1",2012,"M","Adult",5328.81355932204,0,0,2,5,0.285714285714286,7,0,7,0,7,0,2,7,0.222222222222222,9,0,9,0,9,0,2,9,0.181818181818182,11,0,11,0,11,0,2,10,0.166666666666667,12,0,12,0,12,0,2,12,0.142857142857143,14,0,14,0,14,0,2,13,0.133333333333333,15,0,15,0,15,0,2,15,0.117647058823529,17,0,17,0,17,0,2,16,0.111111111111111,18,1,17,0.0555555555555556,18,0,3,17,0.15,20,1,19,0.05,20,0,4,24,0.142857142857143,28,4,24,0.142857142857143,28
"205",67089554,"67089554-2012-09-25",40,90,"2012-09-25","HA1",2012,"F","Adult",91.1111111111111,0,0,0,2,0,2,1,1,0.5,2,0,1,5,0.166666666666667,6,3,3,0.5,6,0,1,5,0.166666666666667,6,3,3,0.5,6,0,1,10,0.0909090909090909,11,3,8,0.272727272727273,11,0,1,11,0.0833333333333333,12,4,8,0.333333333333333,12,0,1,13,0.0714285714285714,14,5,9,0.357142857142857,14,0,1,15,0.0625,16,6,10,0.375,16,0,1,18,0.0526315789473684,19,8,11,0.421052631578947,19,0,1,20,0.0476190476190476,21,8,13,0.380952380952381,21,0,2,31,0.0606060606060606,33,11,22,0.333333333333333,33
"220",79619290,"79619290-2012-09-28",100,80,"2012-09-28","HA1",2012,"M","Adult",1392.98245614035,0,0,0,3,0,3,1,2,0.333333333333333,3,0,1,4,0.2,5,2,3,0.4,5,0,1,5,0.166666666666667,6,2,4,0.333333333333333,6,0,1,10,0.0909090909090909,11,2,9,0.181818181818182,11,0,2,12,0.142857142857143,14,2,12,0.142857142857143,14,0,2,13,0.133333333333333,15,3,12,0.2,15,0,2,17,0.105263157894737,19,5,14,0.263157894736842,19,0,2,18,0.1,20,5,15,0.25,20,0,2,22,0.0833333333333333,24,6,18,0.25,24,0,5,33,0.131578947368421,38,7,31,0.184210526315789,38
"222",66843623,"66843623-2012-09-28",100,90,"2012-09-28","HA1",2012,"M","Adult",246.153846153846,0,0,0,2,0,2,1,1,0.5,2,0,0,2,0,2,1,1,0.5,2,0,0,5,0,5,1,4,0.2,5,0,1,9,0.1,10,2,8,0.2,10,0,1,9,0.1,10,2,8,0.2,10,0,1,11,0.0833333333333333,12,3,9,0.25,12,0,1,14,0.0666666666666667,15,3,12,0.2,15,0,2,15,0.117647058823529,17,3,14,0.176470588235294,17,0,2,17,0.105263157894737,19,4,15,0.210526315789474,19,0,2,29,0.0645161290322581,31,6,25,0.193548387096774,31
"227",79632292,"79632292-2012-09-13",100,10,"2012-09-13","HA1",2012,"M","Adult",109.090909090909,1,0,0,2,0,2,1,1,0.5,2,0,1,3,0.25,4,1,3,0.25,4,0,1,3,0.25,4,1,3,0.25,4,0,3,3,0.5,6,2,4,0.333333333333333,6,0,3,3,0.5,6,2,4,0.333333333333333,6,0,3,5,0.375,8,2,6,0.25,8,0,3,8,0.272727272727273,11,3,8,0.272727272727273,11,0,4,8,0.333333333333333,12,3,9,0.25,12,0,4,8,0.333333333333333,12,3,9,0.25,12,0,4,9,0.307692307692308,13,3,10,0.230769230769231,13
"230",79618628,"79618628-2012-09-27",100,50,"2012-09-27","HA1",2012,"M","Adult",3781.81818181818,0,0,0,1,0,1,0,1,0,1,0,0,4,0,4,1,3,0.25,4,0,0,5,0,5,1,4,0.2,5,0,2,6,0.25,8,1,7,0.125,8,0,2,6,0.25,8,1,7,0.125,8,0,2,8,0.2,10,1,9,0.1,10,0,2,10,0.166666666666667,12,1,11,0.0833333333333333,12,0,3,12,0.2,15,2,13,0.133333333333333,15,0,4,14,0.222222222222222,18,3,15,0.166666666666667,18,0,5,18,0.217391304347826,23,4,19,0.173913043478261,23
"232",79790568,"79790568-2012-09-27",90,70,"2012-09-27","HA1",2012,"M","Adult",302.222222222222,1,0,0,4,0,4,0,4,0,4,0,1,5,0.166666666666667,6,0,6,0,6,0,1,6,0.142857142857143,7,0,7,0,7,0,1,8,0.111111111111111,9,0,9,0,9,0,1,10,0.0909090909090909,11,1,10,0.0909090909090909,11,0,1,11,0.0833333333333333,12,2,10,0.166666666666667,12,0,1,15,0.0625,16,2,14,0.125,16,0,1,17,0.0555555555555556,18,2,16,0.111111111111111,18,0,2,17,0.105263157894737,19,2,17,0.105263157894737,19,0,3,21,0.125,24,2,22,0.0833333333333333,24
"242",79638280,"79638280-2012-09-27",30,60,"2012-09-27","HA1",2012,"F","Adult",1446.51162790698,0,0,0,4,0,4,1,3,0.25,4,0,0,8,0,8,3,5,0.375,8,0,0,11,0,11,3,8,0.272727272727273,11,0,0,17,0,17,7,10,0.411764705882353,17,0,1,20,0.0476190476190476,21,8,13,0.380952380952381,21,0,1,23,0.0416666666666667,24,8,16,0.333333333333333,24,0,1,29,0.0333333333333333,30,11,19,0.366666666666667,30,0,2,32,0.0588235294117647,34,12,22,0.352941176470588,34,0,2,38,0.05,40,16,24,0.4,40,0,7,58,0.107692307692308,65,19,46,0.292307692307692,65
"264",79790568,"79790568-2012-10-09",90,80,"2012-10-09","HA1",2012,"M","Adult",260.31746031746,0,0,2,3,0.4,5,3,2,0.6,5,0,2,9,0.181818181818182,11,6,5,0.545454545454545,11,0,2,11,0.153846153846154,13,6,7,0.461538461538462,13,0,2,18,0.1,20,7,13,0.35,20,0,2,19,0.0952380952380952,21,7,14,0.333333333333333,21,0,2,21,0.0869565217391304,23,8,15,0.347826086956522,23,0,2,24,0.0769230769230769,26,9,17,0.346153846153846,26,0,2,27,0.0689655172413793,29,10,19,0.344827586206897,29,0,2,27,0.0689655172413793,29,10,19,0.344827586206897,29,0,6,34,0.15,40,13,27,0.325,40
"279",79792581,"79792581-2012-10-11",90,70,"2012-10-11","HA1",2012,"F","Adult",400,0,0,1,10,0.0909090909090909,11,4,7,0.363636363636364,11,0,1,16,0.0588235294117647,17,5,12,0.294117647058824,17,0,3,20,0.130434782608696,23,7,16,0.304347826086957,23,0,3,27,0.1,30,10,20,0.333333333333333,30,0,3,34,0.0810810810810811,37,12,25,0.324324324324324,37,0,3,39,0.0714285714285714,42,12,30,0.285714285714286,42,0,3,48,0.0588235294117647,51,14,37,0.274509803921569,51,0,4,51,0.0727272727272727,55,14,41,0.254545454545455,55,0,5,52,0.087719298245614,57,15,42,0.263157894736842,57,0,8,61,0.115942028985507,69,16,53,0.231884057971014,69
"288",79783071,"79783071-2012-10-09",0,40,"2012-10-09","HA1",2012,"F","NotAdult",1840,0,0,1,2,0.333333333333333,3,0,3,0,3,0,1,3,0.25,4,0,4,0,4,0,1,8,0.111111111111111,9,0,9,0,9,0,2,10,0.166666666666667,12,0,12,0,12,0,2,10,0.166666666666667,12,0,12,0,12,0,2,14,0.125,16,1,15,0.0625,16,0,2,17,0.105263157894737,19,2,17,0.105263157894737,19,0,2,19,0.0952380952380952,21,3,18,0.142857142857143,21,0,3,22,0.12,25,3,22,0.12,25,0,4,29,0.121212121212121,33,3,30,0.0909090909090909,33
"335",67088839,"67088839-2012-10-23",20,60,"2012-10-23","HA1",2012,"M","Adult",2230.76923076923,0,0,0,5,0,5,0,5,0,5,0,0,5,0,5,0,5,0,5,0,1,7,0.125,8,0,8,0,8,0,1,10,0.0909090909090909,11,0,11,0,11,0,1,14,0.0666666666666667,15,1,14,0.0666666666666667,15,0,1,15,0.0625,16,1,15,0.0625,16,0,1,17,0.0555555555555556,18,2,16,0.111111111111111,18,0,1,23,0.0416666666666667,24,3,21,0.125,24,0,1,24,0.04,25,4,21,0.16,25,0,2,38,0.05,40,6,34,0.15,40
"340",66828572,"66828572-2012-10-23",50,0,"2012-10-23","HA1",2012,"M","Adult",13.7931034482759,0,0,0,0,NA,0,0,0,NA,0,0,2,0,1,2,1,1,0.5,2,0,2,1,0.666666666666667,3,1,2,0.333333333333333,3,0,3,5,0.375,8,1,7,0.125,8,0,3,7,0.3,10,1,9,0.1,10,0,3,7,0.3,10,1,9,0.1,10,0,3,9,0.25,12,2,10,0.166666666666667,12,0,3,11,0.214285714285714,14,2,12,0.142857142857143,14,0,3,12,0.2,15,2,13,0.133333333333333,15,0,3,27,0.1,30,4,26,0.133333333333333,30
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",100,0,0,0,9,0,9,1,8,0.111111111111111,9,0,0,10,0,10,1,9,0.1,10,0,0,11,0,11,1,10,0.0909090909090909,11,0,0,14,0,14,1,13,0.0714285714285714,14,0,0,15,0,15,2,13,0.133333333333333,15,0,1,19,0.05,20,2,18,0.1,20,0,1,24,0.04,25,2,23,0.08,25,0,2,26,0.0714285714285714,28,2,26,0.0714285714285714,28,0,3,26,0.103448275862069,29,3,26,0.103448275862069,29,0,4,37,0.0975609756097561,41,4,37,0.0975609756097561,41
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",50,1,0,1,3,0.25,4,0,4,0,4,0,2,4,0.333333333333333,6,0,6,0,6,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,2,12,0.142857142857143,14,2,12,0.142857142857143,14,0,2,14,0.125,16,2,14,0.125,16,0,2,20,0.0909090909090909,22,2,20,0.0909090909090909,22,0,3,23,0.115384615384615,26,3,23,0.115384615384615,26,0,3,26,0.103448275862069,29,3,26,0.103448275862069,29,0,3,28,0.0967741935483871,31,3,28,0.0967741935483871,31,0,3,40,0.0697674418604651,43,5,38,0.116279069767442,43
"404",79789358,"79789358-2012-11-20",10,30,"2012-11-20","HA1",2012,"M","Adult",3031.57894736842,1,0,3,1,0.75,4,0,4,0,4,0,3,3,0.5,6,0,6,0,6,0,3,6,0.333333333333333,9,1,8,0.111111111111111,9,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,10,0.230769230769231,13,1,12,0.0769230769230769,13,0,4,11,0.266666666666667,15,1,14,0.0666666666666667,15,0,4,14,0.222222222222222,18,1,17,0.0555555555555556,18,0,4,15,0.210526315789474,19,1,18,0.0526315789473684,19,0,4,17,0.19047619047619,21,1,20,0.0476190476190476,21,0,4,23,0.148148148148148,27,2,25,0.0740740740740741,27
"407",66808052,"66808052-2012-11-20",40,20,"2012-11-20","HA1",2012,"M","Adult",231.578947368421,0,0,0,1,0,1,0,1,0,1,0,0,3,0,3,0,3,0,3,0,0,4,0,4,0,4,0,4,0,0,7,0,7,1,6,0.142857142857143,7,0,0,8,0,8,1,7,0.125,8,0,0,10,0,10,2,8,0.2,10,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,1,15,0.0625,16,3,13,0.1875,16,0,1,16,0.0588235294117647,17,3,14,0.176470588235294,17,0,4,27,0.129032258064516,31,4,27,0.129032258064516,31
"431",79797884,"79797884-2012-11-21",100,90,"2012-11-21","HA1",2012,"M","Adult",930.612244897959,0,0,0,1,0,1,0,1,0,1,0,1,4,0.2,5,1,4,0.2,5,0,1,4,0.2,5,1,4,0.2,5,0,2,7,0.222222222222222,9,1,8,0.111111111111111,9,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,2,12,0.142857142857143,14,3,11,0.214285714285714,14,0,2,12,0.142857142857143,14,3,11,0.214285714285714,14,0,2,13,0.133333333333333,15,3,12,0.2,15,0,2,19,0.0952380952380952,21,3,18,0.142857142857143,21
"433",79776883,"79776883-2012-11-21",90,80,"2012-11-21","HA1",2012,"M","Adult",63.6363636363636,0,0,2,3,0.4,5,1,4,0.2,5,0,2,5,0.285714285714286,7,2,5,0.285714285714286,7,0,2,5,0.285714285714286,7,2,5,0.285714285714286,7,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,2,14,0.125,16,3,13,0.1875,16,0,2,14,0.125,16,3,13,0.1875,16,0,2,15,0.117647058823529,17,3,14,0.176470588235294,17,0,2,16,0.111111111111111,18,3,15,0.166666666666667,18,0,2,17,0.105263157894737,19,3,16,0.157894736842105,19,0,2,25,0.0740740740740741,27,3,24,0.111111111111111,27
"435",79790568,"79790568-2012-11-21",90,60,"2012-11-21","HA1",2012,"M","Adult",352.380952380952,1,0,0,1,0,1,0,1,0,1,0,0,3,0,3,1,2,0.333333333333333,3,0,1,9,0.1,10,2,8,0.2,10,0,2,13,0.133333333333333,15,2,13,0.133333333333333,15,0,2,13,0.133333333333333,15,2,13,0.133333333333333,15,0,2,14,0.125,16,2,14,0.125,16,0,2,16,0.111111111111111,18,3,15,0.166666666666667,18,0,2,17,0.105263157894737,19,3,16,0.157894736842105,19,0,2,18,0.1,20,4,16,0.2,20,0,2,31,0.0606060606060606,33,7,26,0.212121212121212,33
"446",79614576,"79614576-2012-12-04",10,20,"2012-12-04","HA1",2012,"F","Adult",143.75,1,0,3,1,0.75,4,1,3,0.25,4,0,4,2,0.666666666666667,6,2,4,0.333333333333333,6,0,4,2,0.666666666666667,6,2,4,0.333333333333333,6,0,4,2,0.666666666666667,6,2,4,0.333333333333333,6,0,4,2,0.666666666666667,6,2,4,0.333333333333333,6,0,4,3,0.571428571428571,7,3,4,0.428571428571429,7,0,6,5,0.545454545454545,11,4,7,0.363636363636364,11,0,6,5,0.545454545454545,11,4,7,0.363636363636364,11,0,6,5,0.545454545454545,11,4,7,0.363636363636364,11,0,6,10,0.375,16,5,11,0.3125,16
"457",79612792,"79612792-2012-12-05",10,90,"2012-12-05","HA1",2012,"M","Adult",4447.05882352941,1,0,2,4,0.333333333333333,6,0,6,0,6,0,2,5,0.285714285714286,7,0,7,0,7,0,2,6,0.25,8,0,8,0,8,0,6,6,0.5,12,0,12,0,12,0,6,6,0.5,12,0,12,0,12,0,6,6,0.5,12,0,12,0,12,0,7,8,0.466666666666667,15,1,14,0.0666666666666667,15,0,7,9,0.4375,16,2,14,0.125,16,0,7,12,0.368421052631579,19,2,17,0.105263157894737,19,0,8,18,0.307692307692308,26,2,24,0.0769230769230769,26
"465",79782524,"79782524-2012-12-18",90,90,"2012-12-18","HA1",2012,"F","Adult",3.57142857142857,1,0,2,0,1,2,0,2,0,2,0,7,1,0.875,8,2,6,0.25,8,0,8,1,0.888888888888889,9,2,7,0.222222222222222,9,0,11,2,0.846153846153846,13,2,11,0.153846153846154,13,0,11,2,0.846153846153846,13,2,11,0.153846153846154,13,0,11,4,0.733333333333333,15,2,13,0.133333333333333,15,0,12,5,0.705882352941177,17,2,15,0.117647058823529,17,0,12,6,0.666666666666667,18,2,16,0.111111111111111,18,0,12,7,0.631578947368421,19,2,17,0.105263157894737,19,0,14,8,0.636363636363636,22,2,20,0.0909090909090909,22
"475",79774078,"79774078-2012-12-19",10,90,"2012-12-19","HA1",2012,"M","Adult",19826.0869565217,1,0,5,1,0.833333333333333,6,1,5,0.166666666666667,6,0,8,2,0.8,10,1,9,0.1,10,0,8,3,0.727272727272727,11,1,10,0.0909090909090909,11,0,11,4,0.733333333333333,15,1,14,0.0666666666666667,15,0,11,4,0.733333333333333,15,1,14,0.0666666666666667,15,0,12,4,0.75,16,2,14,0.125,16,0,13,5,0.722222222222222,18,3,15,0.166666666666667,18,0,14,5,0.736842105263158,19,3,16,0.157894736842105,19,0,15,7,0.681818181818182,22,3,19,0.136363636363636,22,0,19,13,0.59375,32,4,28,0.125,32
