"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"152",79623797,"79623797-2012-08-30",10,40,"2012-08-30","HA1",2012,"M","Adult",872.222222222222,0,0,0,6,0,6,1,5,0.166666666666667,6,0,1,8,0.111111111111111,9,1,8,0.111111111111111,9,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,4,14,0.222222222222222,18,2,16,0.111111111111111,18,0,4,15,0.210526315789474,19,2,17,0.105263157894737,19,0,6,18,0.25,24,4,20,0.166666666666667,24,0,6,28,0.176470588235294,34,6,28,0.176470588235294,34,0,6,31,0.162162162162162,37,7,30,0.189189189189189,37,0,7,38,0.155555555555556,45,9,36,0.2,45,0,8,46,0.148148148148148,54,11,43,0.203703703703704,54
"154",67007587,"67007587-2012-08-30",10,70,"2012-08-30","HA1",2012,"M","Adult",850,0,0,3,6,0.333333333333333,9,3,6,0.333333333333333,9,0,3,9,0.25,12,3,9,0.25,12,0,3,12,0.2,15,4,11,0.266666666666667,15,0,4,16,0.2,20,5,15,0.25,20,0,6,17,0.260869565217391,23,5,18,0.217391304347826,23,0,6,18,0.25,24,5,19,0.208333333333333,24,0,6,19,0.24,25,5,20,0.2,25,0,6,23,0.206896551724138,29,7,22,0.241379310344828,29,0,6,27,0.181818181818182,33,8,25,0.242424242424242,33,0,8,37,0.177777777777778,45,10,35,0.222222222222222,45
"168",79796354,"79796354-2012-09-11",80,20,"2012-09-11","HA1",2012,"M","Adult",61.5384615384615,1,0,1,3,0.25,4,0,4,0,4,0,1,4,0.2,5,0,5,0,5,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,3,12,0.2,15,2,13,0.133333333333333,15,0,3,13,0.1875,16,2,14,0.125,16,0,3,15,0.166666666666667,18,3,15,0.166666666666667,18,0,4,15,0.210526315789474,19,3,16,0.157894736842105,19,0,4,18,0.181818181818182,22,4,18,0.181818181818182,22,0,4,19,0.173913043478261,23,4,19,0.173913043478261,23,0,6,28,0.176470588235294,34,8,26,0.235294117647059,34
"173",79637279,"79637279-2012-09-12",0,100,"2012-09-12","HA1",2012,"M","Adult",12.1212121212121,0,0,0,7,0,7,3,4,0.428571428571429,7,0,0,8,0,8,4,4,0.5,8,0,0,12,0,12,4,8,0.333333333333333,12,0,0,15,0,15,5,10,0.333333333333333,15,0,0,16,0,16,5,11,0.3125,16,0,0,19,0,19,6,13,0.315789473684211,19,0,2,23,0.08,25,9,16,0.36,25,0,2,25,0.0740740740740741,27,9,18,0.333333333333333,27,0,3,29,0.09375,32,10,22,0.3125,32,0,6,32,0.157894736842105,38,11,27,0.289473684210526,38
"178",79795857,"79795857-2012-09-13",30,100,"2012-09-13","HA1",2012,"M","Adult",21.0526315789474,0,0,1,11,0.0833333333333333,12,2,10,0.166666666666667,12,0,1,12,0.0769230769230769,13,3,10,0.230769230769231,13,0,3,14,0.176470588235294,17,3,14,0.176470588235294,17,0,3,17,0.15,20,4,16,0.2,20,0,4,22,0.153846153846154,26,5,21,0.192307692307692,26,0,4,30,0.117647058823529,34,8,26,0.235294117647059,34,0,4,35,0.102564102564103,39,11,28,0.282051282051282,39,0,6,41,0.127659574468085,47,15,32,0.319148936170213,47,0,6,42,0.125,48,15,33,0.3125,48,0,10,52,0.161290322580645,62,16,46,0.258064516129032,62
"189",67006795,"67006795-2012-09-25",20,40,"2012-09-25","HA1",2012,"M","Adult",9672.72727272727,0,0,0,13,0,13,1,12,0.0769230769230769,13,0,0,15,0,15,2,13,0.133333333333333,15,0,0,20,0,20,2,18,0.1,20,0,0,27,0,27,3,24,0.111111111111111,27,0,1,32,0.0303030303030303,33,4,29,0.121212121212121,33,0,1,37,0.0263157894736842,38,5,33,0.131578947368421,38,0,3,42,0.0666666666666667,45,8,37,0.177777777777778,45,0,4,45,0.0816326530612245,49,9,40,0.183673469387755,49,0,4,46,0.08,50,9,41,0.18,50,0,6,59,0.0923076923076923,65,11,54,0.169230769230769,65
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",69.3877551020408,0,0,2,7,0.222222222222222,9,4,5,0.444444444444444,9,0,2,11,0.153846153846154,13,6,7,0.461538461538462,13,0,3,13,0.1875,16,6,10,0.375,16,0,3,18,0.142857142857143,21,6,15,0.285714285714286,21,0,3,20,0.130434782608696,23,7,16,0.304347826086957,23,0,3,21,0.125,24,7,17,0.291666666666667,24,0,3,23,0.115384615384615,26,8,18,0.307692307692308,26,0,7,25,0.21875,32,9,23,0.28125,32,0,7,29,0.194444444444444,36,10,26,0.277777777777778,36,0,9,36,0.2,45,13,32,0.288888888888889,45
"196",79786360,"79786360-2012-09-11",30,30,"2012-09-11","HA1",2012,"F","Adult",14.2857142857143,0,0,0,5,0,5,0,5,0,5,0,0,7,0,7,0,7,0,7,0,3,9,0.25,12,1,11,0.0833333333333333,12,0,3,20,0.130434782608696,23,5,18,0.217391304347826,23,0,3,23,0.115384615384615,26,6,20,0.230769230769231,26,0,3,26,0.103448275862069,29,6,23,0.206896551724138,29,0,5,28,0.151515151515152,33,6,27,0.181818181818182,33,0,6,31,0.162162162162162,37,7,30,0.189189189189189,37,0,6,31,0.162162162162162,37,7,30,0.189189189189189,37,0,10,39,0.204081632653061,49,11,38,0.224489795918367,49
"205",67089554,"67089554-2012-09-25",40,90,"2012-09-25","HA1",2012,"F","Adult",82.2222222222222,0,0,1,7,0.125,8,2,6,0.25,8,0,3,13,0.1875,16,4,12,0.25,16,0,3,13,0.1875,16,4,12,0.25,16,0,3,22,0.12,25,7,18,0.28,25,0,3,23,0.115384615384615,26,7,19,0.269230769230769,26,0,4,27,0.129032258064516,31,8,23,0.258064516129032,31,0,4,31,0.114285714285714,35,9,26,0.257142857142857,35,0,4,35,0.102564102564103,39,10,29,0.256410256410256,39,0,4,40,0.0909090909090909,44,14,30,0.318181818181818,44,0,6,59,0.0923076923076923,65,18,47,0.276923076923077,65
"206",79618812,"79618812-2012-09-25",40,60,"2012-09-25","HA1",2012,"M","Adult",4.65116279069767,0,0,1,3,0.25,4,2,2,0.5,4,0,1,4,0.2,5,3,2,0.6,5,0,1,7,0.125,8,3,5,0.375,8,0,2,18,0.1,20,3,17,0.15,20,0,2,22,0.0833333333333333,24,4,20,0.166666666666667,24,0,3,25,0.107142857142857,28,6,22,0.214285714285714,28,0,5,33,0.131578947368421,38,8,30,0.210526315789474,38,0,5,41,0.108695652173913,46,10,36,0.217391304347826,46,0,7,46,0.132075471698113,53,11,42,0.207547169811321,53,0,10,76,0.116279069767442,86,21,65,0.244186046511628,86
"227",79632292,"79632292-2012-09-13",100,10,"2012-09-13","HA1",2012,"M","Adult",354.545454545455,1,0,0,4,0,4,1,3,0.25,4,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,1,7,0.125,8,1,7,0.125,8,0,3,11,0.214285714285714,14,2,12,0.142857142857143,14,0,4,11,0.266666666666667,15,2,13,0.133333333333333,15,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,4,17,0.19047619047619,21,2,19,0.0952380952380952,21,0,5,17,0.227272727272727,22,3,19,0.136363636363636,22,0,5,17,0.227272727272727,22,3,19,0.136363636363636,22,0,5,19,0.208333333333333,24,4,20,0.166666666666667,24
"238",79786569,"79786569-2012-09-27",60,100,"2012-09-27","HA1",2012,"M","Adult",511.111111111112,0,0,1,5,0.166666666666667,6,2,4,0.333333333333333,6,0,1,9,0.1,10,3,7,0.3,10,0,2,16,0.111111111111111,18,5,13,0.277777777777778,18,0,3,20,0.130434782608696,23,7,16,0.304347826086957,23,0,3,20,0.130434782608696,23,7,16,0.304347826086957,23,0,3,26,0.103448275862069,29,10,19,0.344827586206897,29,0,3,29,0.09375,32,10,22,0.3125,32,0,3,31,0.0882352941176471,34,10,24,0.294117647058824,34,0,3,35,0.0789473684210526,38,10,28,0.263157894736842,38,0,7,53,0.116666666666667,60,20,40,0.333333333333333,60
"240",66866543,"66866543-2012-09-27",50,0,"2012-09-27","HA1",2012,"F","NotAdult",2276.92307692308,0,0,1,1,0.5,2,1,1,0.5,2,0,1,2,0.333333333333333,3,1,2,0.333333333333333,3,0,3,7,0.3,10,1,9,0.1,10,0,4,10,0.285714285714286,14,2,12,0.142857142857143,14,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,6,13,0.315789473684211,19,2,17,0.105263157894737,19,0,6,17,0.260869565217391,23,3,20,0.130434782608696,23,0,7,22,0.241379310344828,29,5,24,0.172413793103448,29,0,8,25,0.242424242424242,33,5,28,0.151515151515152,33,0,11,39,0.22,50,8,42,0.16,50
"242",79638280,"79638280-2012-09-27",30,60,"2012-09-27","HA1",2012,"F","Adult",172.093023255814,0,0,1,4,0.2,5,2,3,0.4,5,0,1,10,0.0909090909090909,11,3,8,0.272727272727273,11,0,1,14,0.0666666666666667,15,3,12,0.2,15,0,1,24,0.04,25,6,19,0.24,25,0,2,33,0.0571428571428571,35,8,27,0.228571428571429,35,0,2,38,0.05,40,9,31,0.225,40,0,2,47,0.0408163265306122,49,12,37,0.244897959183673,49,0,4,53,0.0701754385964912,57,13,44,0.228070175438596,57,0,5,62,0.0746268656716418,67,18,49,0.26865671641791,67,0,12,97,0.110091743119266,109,28,81,0.256880733944954,109
"251",79784299,"79784299-2012-09-28",80,70,"2012-09-28","HA1",2012,"F","NotAdult",638.095238095238,0,0,3,4,0.428571428571429,7,3,4,0.428571428571429,7,0,4,11,0.266666666666667,15,6,9,0.4,15,0,4,15,0.210526315789474,19,6,13,0.315789473684211,19,0,4,26,0.133333333333333,30,11,19,0.366666666666667,30,0,4,30,0.117647058823529,34,12,22,0.352941176470588,34,0,5,33,0.131578947368421,38,13,25,0.342105263157895,38,0,7,36,0.162790697674419,43,14,29,0.325581395348837,43,0,8,46,0.148148148148148,54,18,36,0.333333333333333,54,0,8,46,0.148148148148148,54,18,36,0.333333333333333,54,0,17,65,0.207317073170732,82,25,57,0.304878048780488,82
"256",79617035,"79617035-2012-10-09",100,0,"2012-10-09","HA1",2012,"F","Adult",54857.1428571429,0,0,2,2,0.5,4,2,2,0.5,4,0,2,2,0.5,4,2,2,0.5,4,0,2,4,0.333333333333333,6,2,4,0.333333333333333,6,0,2,5,0.285714285714286,7,2,5,0.285714285714286,7,0,3,7,0.3,10,3,7,0.3,10,0,4,10,0.285714285714286,14,3,11,0.214285714285714,14,0,6,11,0.352941176470588,17,3,14,0.176470588235294,17,0,6,12,0.333333333333333,18,3,15,0.166666666666667,18,0,6,15,0.285714285714286,21,3,18,0.142857142857143,21,0,8,22,0.266666666666667,30,6,24,0.2,30
"258",79775849,"79775849-2012-10-09",100,40,"2012-10-09","HA1",2012,"F","Adult",60.7142857142857,0,0,1,6,0.142857142857143,7,0,7,0,7,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,11,0.214285714285714,14,1,13,0.0714285714285714,14,0,3,15,0.166666666666667,18,1,17,0.0555555555555556,18,0,5,17,0.227272727272727,22,2,20,0.0909090909090909,22,0,8,21,0.275862068965517,29,5,24,0.172413793103448,29,0,9,23,0.28125,32,6,26,0.1875,32,0,9,26,0.257142857142857,35,8,27,0.228571428571429,35,0,10,29,0.256410256410256,39,8,31,0.205128205128205,39,0,11,43,0.203703703703704,54,10,44,0.185185185185185,54
"264",79790568,"79790568-2012-10-09",90,80,"2012-10-09","HA1",2012,"M","Adult",38.0952380952381,0,0,2,5,0.285714285714286,7,1,6,0.142857142857143,7,0,2,13,0.133333333333333,15,3,12,0.2,15,0,2,16,0.111111111111111,18,3,15,0.166666666666667,18,0,3,24,0.111111111111111,27,4,23,0.148148148148148,27,0,3,25,0.107142857142857,28,5,23,0.178571428571429,28,0,3,28,0.0967741935483871,31,7,24,0.225806451612903,31,0,3,31,0.0882352941176471,34,7,27,0.205882352941176,34,0,3,37,0.075,40,11,29,0.275,40,0,4,38,0.0952380952380952,42,11,31,0.261904761904762,42,0,9,47,0.160714285714286,56,13,43,0.232142857142857,56
"270",79630840,"79630840-2012-10-09",70,70,"2012-10-09","HA1",2012,"F","NotAdult",35200,0,0,0,5,0,5,2,3,0.4,5,0,1,9,0.1,10,4,6,0.4,10,0,2,14,0.125,16,6,10,0.375,16,0,4,22,0.153846153846154,26,7,19,0.269230769230769,26,0,5,24,0.172413793103448,29,8,21,0.275862068965517,29,0,6,27,0.181818181818182,33,9,24,0.272727272727273,33,0,7,41,0.145833333333333,48,14,34,0.291666666666667,48,0,7,48,0.127272727272727,55,16,39,0.290909090909091,55,0,7,48,0.127272727272727,55,16,39,0.290909090909091,55,0,12,71,0.144578313253012,83,20,63,0.240963855421687,83
"273",79786569,"79786569-2012-10-09",60,70,"2012-10-09","HA1",2012,"M","Adult",61800,0,0,0,6,0,6,2,4,0.333333333333333,6,0,2,7,0.222222222222222,9,4,5,0.444444444444444,9,0,2,10,0.166666666666667,12,5,7,0.416666666666667,12,0,3,20,0.130434782608696,23,8,15,0.347826086956522,23,0,3,24,0.111111111111111,27,9,18,0.333333333333333,27,0,5,29,0.147058823529412,34,13,21,0.382352941176471,34,0,6,35,0.146341463414634,41,15,26,0.365853658536585,41,0,7,44,0.137254901960784,51,16,35,0.313725490196078,51,0,7,48,0.127272727272727,55,16,39,0.290909090909091,55,0,12,84,0.125,96,22,74,0.229166666666667,96
"274",79781605,"79781605-2012-10-09",60,40,"2012-10-09","HA1",2012,"F","Adult",12600,0,0,2,1,0.666666666666667,3,1,2,0.333333333333333,3,0,3,3,0.5,6,1,5,0.166666666666667,6,0,4,7,0.363636363636364,11,2,9,0.181818181818182,11,0,8,10,0.444444444444444,18,4,14,0.222222222222222,18,0,10,16,0.384615384615385,26,7,19,0.269230769230769,26,0,10,23,0.303030303030303,33,7,26,0.212121212121212,33,0,12,30,0.285714285714286,42,9,33,0.214285714285714,42,0,12,37,0.244897959183673,49,11,38,0.224489795918367,49,0,12,44,0.214285714285714,56,13,43,0.232142857142857,56,0,17,75,0.184782608695652,92,18,74,0.195652173913043,92
"292",67006795,"67006795-2012-10-09",20,40,"2012-10-09","HA1",2012,"M","Adult",4844.44444444444,0,0,0,12,0,12,1,11,0.0833333333333333,12,0,0,16,0,16,2,14,0.125,16,0,0,20,0,20,2,18,0.1,20,0,3,26,0.103448275862069,29,3,26,0.103448275862069,29,0,3,35,0.0789473684210526,38,6,32,0.157894736842105,38,0,3,37,0.075,40,6,34,0.15,40,0,4,42,0.0869565217391304,46,6,40,0.130434782608696,46,0,7,47,0.12962962962963,54,8,46,0.148148148148148,54,0,8,47,0.145454545454545,55,8,47,0.145454545454545,55,0,12,66,0.153846153846154,78,13,65,0.166666666666667,78
"295",79769626,"79769626-2012-10-09",40,80,"2012-10-09","HA1",2012,"F","Adult",16933.3333333333,0,0,1,2,0.333333333333333,3,1,2,0.333333333333333,3,0,1,3,0.25,4,1,3,0.25,4,0,1,10,0.0909090909090909,11,4,7,0.363636363636364,11,0,2,22,0.0833333333333333,24,9,15,0.375,24,0,2,30,0.0625,32,13,19,0.40625,32,0,2,34,0.0555555555555556,36,14,22,0.388888888888889,36,0,3,46,0.0612244897959184,49,15,34,0.306122448979592,49,0,3,53,0.0535714285714286,56,17,39,0.303571428571429,56,0,4,57,0.0655737704918033,61,17,44,0.278688524590164,61,0,9,81,0.1,90,23,67,0.255555555555556,90
"300",79639272,"79639272-2012-10-10",0,90,"2012-10-10","HA1",2012,"M","Adult",444.444444444444,0,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,2,16,0.111111111111111,18,4,14,0.222222222222222,18,0,2,21,0.0869565217391304,23,5,18,0.217391304347826,23,0,2,26,0.0714285714285714,28,5,23,0.178571428571429,28,0,2,27,0.0689655172413793,29,5,24,0.172413793103448,29,0,2,29,0.0645161290322581,31,5,26,0.161290322580645,31,0,2,36,0.0526315789473684,38,8,30,0.210526315789474,38,0,2,38,0.05,40,8,32,0.2,40,0,3,40,0.0697674418604651,43,10,33,0.232558139534884,43,0,3,57,0.05,60,15,45,0.25,60
"310",67075638,"67075638-2012-10-24",70,60,"2012-10-24","HA1",2012,"F","NotAdult",466.666666666667,0,0,0,9,0,9,5,4,0.555555555555556,9,0,1,14,0.0666666666666667,15,8,7,0.533333333333333,15,0,3,21,0.125,24,12,12,0.5,24,0,6,30,0.166666666666667,36,16,20,0.444444444444444,36,0,6,34,0.15,40,17,23,0.425,40,0,7,45,0.134615384615385,52,20,32,0.384615384615385,52,0,7,55,0.112903225806452,62,21,41,0.338709677419355,62,0,9,70,0.113924050632911,79,23,56,0.291139240506329,79,0,9,78,0.103448275862069,87,26,61,0.298850574712644,87,0,14,115,0.108527131782946,129,33,96,0.255813953488372,129
"314",79770053,"79770053-2012-10-25",10,20,"2012-10-25","HA1",2012,"M","Adult",11.7647058823529,0,0,1,14,0.0666666666666667,15,1,14,0.0666666666666667,15,0,4,25,0.137931034482759,29,2,27,0.0689655172413793,29,0,4,28,0.125,32,2,30,0.0625,32,0,6,38,0.136363636363636,44,4,40,0.0909090909090909,44,0,6,45,0.117647058823529,51,4,47,0.0784313725490196,51,0,6,47,0.113207547169811,53,5,48,0.0943396226415094,53,0,9,48,0.157894736842105,57,6,51,0.105263157894737,57,0,9,50,0.152542372881356,59,6,53,0.101694915254237,59,0,10,52,0.161290322580645,62,6,56,0.0967741935483871,62,0,14,72,0.162790697674419,86,9,77,0.104651162790698,86
