"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,0,0,1,11,0.0833333333333333,12,3,9,0.25,12,0,1,12,0.0769230769230769,13,3,10,0.230769230769231,13,0,2,14,0.125,16,3,13,0.1875,16,0,3,21,0.125,24,3,21,0.125,24,0,3,22,0.12,25,3,22,0.12,25,0,4,28,0.125,32,4,28,0.125,32,0,4,35,0.102564102564103,39,5,34,0.128205128205128,39,0,5,38,0.116279069767442,43,5,38,0.116279069767442,43,0,6,40,0.130434782608696,46,6,40,0.130434782608696,46,0,10,55,0.153846153846154,65,11,54,0.169230769230769,65
"372",79782524,"79782524-2012-11-07",80,70,"2012-11-07","HA1",2012,"F","Adult",5719.14893617021,0,0,0,5,0,5,1,4,0.2,5,0,0,14,0,14,5,9,0.357142857142857,14,0,1,20,0.0476190476190476,21,8,13,0.380952380952381,21,0,2,32,0.0588235294117647,34,11,23,0.323529411764706,34,0,4,38,0.0952380952380952,42,11,31,0.261904761904762,42,0,4,42,0.0869565217391304,46,11,35,0.239130434782609,46,0,4,53,0.0701754385964912,57,13,44,0.228070175438596,57,0,4,61,0.0615384615384615,65,16,49,0.246153846153846,65,0,4,63,0.0597014925373134,67,16,51,0.238805970149254,67,0,5,83,0.0568181818181818,88,21,67,0.238636363636364,88
"379",67265276,"67265276-2012-11-08",10,30,"2012-11-08","HA1",2012,"F","Adult",10,1,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,2,19,0.0952380952380952,21,3,18,0.142857142857143,21,0,2,23,0.08,25,3,22,0.12,25,0,4,32,0.111111111111111,36,3,33,0.0833333333333333,36,0,5,34,0.128205128205128,39,3,36,0.0769230769230769,39,0,5,40,0.111111111111111,45,3,42,0.0666666666666667,45,0,9,52,0.147540983606557,61,4,57,0.0655737704918033,61,0,10,60,0.142857142857143,70,5,65,0.0714285714285714,70,0,12,64,0.157894736842105,76,5,71,0.0657894736842105,76,0,12,78,0.133333333333333,90,6,84,0.0666666666666667,90
"394",79776883,"79776883-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",7.14285714285714,0,0,0,7,0,7,1,6,0.142857142857143,7,0,2,16,0.111111111111111,18,2,16,0.111111111111111,18,0,2,23,0.08,25,4,21,0.16,25,0,2,31,0.0606060606060606,33,6,27,0.181818181818182,33,0,2,36,0.0526315789473684,38,8,30,0.210526315789474,38,0,3,36,0.0769230769230769,39,8,31,0.205128205128205,39,0,4,40,0.0909090909090909,44,10,34,0.227272727272727,44,0,4,46,0.08,50,12,38,0.24,50,0,4,51,0.0727272727272727,55,13,42,0.236363636363636,55,0,4,65,0.0579710144927536,69,18,51,0.260869565217391,69
"395",79630010,"79630010-2012-11-07",20,80,"2012-11-07","HA1",2012,"F","Adult",733.333333333333,0,0,0,8,0,8,0,8,0,8,0,4,14,0.222222222222222,18,1,17,0.0555555555555556,18,0,4,19,0.173913043478261,23,2,21,0.0869565217391304,23,0,5,34,0.128205128205128,39,4,35,0.102564102564103,39,0,7,40,0.148936170212766,47,7,40,0.148936170212766,47,0,7,43,0.14,50,8,42,0.16,50,0,8,43,0.156862745098039,51,8,43,0.156862745098039,51,0,8,46,0.148148148148148,54,9,45,0.166666666666667,54,0,8,47,0.145454545454545,55,10,45,0.181818181818182,55,0,10,64,0.135135135135135,74,15,59,0.202702702702703,74
"432",79782524,"79782524-2012-11-21",100,100,"2012-11-21","HA1",2012,"F","Adult",3.2258064516129,1,0,2,5,0.285714285714286,7,0,7,0,7,0,2,5,0.285714285714286,7,0,7,0,7,0,2,9,0.181818181818182,11,0,11,0,11,0,3,12,0.2,15,1,14,0.0666666666666667,15,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,4,17,0.19047619047619,21,2,19,0.0952380952380952,21,0,4,19,0.173913043478261,23,2,21,0.0869565217391304,23,0,4,23,0.148148148148148,27,3,24,0.111111111111111,27,0,4,24,0.142857142857143,28,3,25,0.107142857142857,28,0,4,31,0.114285714285714,35,6,29,0.171428571428571,35
"541",66815612,"66815612-2012-08-15",100,90,"2012-08-15","HA1",2012,"F","Adult",5082.35294117647,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,3,0,3,1,2,0.333333333333333,3,0,0,6,0,6,1,5,0.166666666666667,6,0,2,8,0.2,10,2,8,0.2,10,0,2,8,0.2,10,2,8,0.2,10,0,3,9,0.25,12,4,8,0.333333333333333,12,0,3,10,0.230769230769231,13,5,8,0.384615384615385,13,0,3,10,0.230769230769231,13,5,8,0.384615384615385,13,0,5,10,0.333333333333333,15,5,10,0.333333333333333,15,0,6,16,0.272727272727273,22,8,14,0.363636363636364,22
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",88,0,0,1,12,0.0769230769230769,13,3,10,0.230769230769231,13,0,1,13,0.0714285714285714,14,4,10,0.285714285714286,14,0,2,15,0.117647058823529,17,4,13,0.235294117647059,17,0,2,17,0.105263157894737,19,4,15,0.210526315789474,19,0,3,21,0.125,24,5,19,0.208333333333333,24,0,3,29,0.09375,32,8,24,0.25,32,0,3,33,0.0833333333333333,36,11,25,0.305555555555556,36,0,3,39,0.0714285714285714,42,13,29,0.30952380952381,42,0,3,39,0.0714285714285714,42,13,29,0.30952380952381,42,0,4,49,0.0754716981132075,53,15,38,0.283018867924528,53
"769",79613616,"79613616-2012-10-10",70,50,"2012-10-10","HA1",2012,"F","Adult",13200,0,0,1,3,0.25,4,2,2,0.5,4,0,3,6,0.333333333333333,9,4,5,0.444444444444444,9,0,3,11,0.214285714285714,14,6,8,0.428571428571429,14,0,4,19,0.173913043478261,23,9,14,0.391304347826087,23,0,8,21,0.275862068965517,29,10,19,0.344827586206897,29,0,8,25,0.242424242424242,33,11,22,0.333333333333333,33,0,10,42,0.192307692307692,52,16,36,0.307692307692308,52,0,15,50,0.230769230769231,65,18,47,0.276923076923077,65,0,15,55,0.214285714285714,70,19,51,0.271428571428571,70,0,19,90,0.174311926605505,109,29,80,0.26605504587156,109
"785",79618812,"79618812-2012-08-29",90,70,"2012-08-29","HA1",2012,"M","Adult",11845.1612903226,1,0,0,3,0,3,1,2,0.333333333333333,3,0,0,8,0,8,3,5,0.375,8,0,0,9,0,9,4,5,0.444444444444444,9,0,0,15,0,15,8,7,0.533333333333333,15,0,2,16,0.111111111111111,18,10,8,0.555555555555556,18,0,2,17,0.105263157894737,19,10,9,0.526315789473684,19,0,3,19,0.136363636363636,22,11,11,0.5,22,0,4,22,0.153846153846154,26,13,13,0.5,26,0,4,23,0.148148148148148,27,13,14,0.481481481481481,27,0,6,32,0.157894736842105,38,15,23,0.394736842105263,38
"786",79618812,"79618812-2012-08-30",70,60,"2012-08-30","HA1",2012,"M","Adult",131.884057971014,1,0,1,2,0.333333333333333,3,0,3,0,3,0,1,5,0.166666666666667,6,3,3,0.5,6,0,1,6,0.142857142857143,7,4,3,0.571428571428571,7,0,2,9,0.181818181818182,11,8,3,0.727272727272727,11,0,2,16,0.111111111111111,18,9,9,0.5,18,0,3,19,0.136363636363636,22,11,11,0.5,22,0,5,24,0.172413793103448,29,13,16,0.448275862068966,29,0,5,32,0.135135135135135,37,17,20,0.459459459459459,37,0,5,34,0.128205128205128,39,18,21,0.461538461538462,39,0,12,50,0.193548387096774,62,21,41,0.338709677419355,62
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",62.135922330097,1,0,4,3,0.571428571428571,7,0,7,0,7,0,10,5,0.666666666666667,15,1,14,0.0666666666666667,15,0,14,9,0.608695652173913,23,1,22,0.0434782608695652,23,0,17,13,0.566666666666667,30,1,29,0.0333333333333333,30,0,19,13,0.59375,32,1,31,0.03125,32,0,19,14,0.575757575757576,33,1,32,0.0303030303030303,33,0,22,15,0.594594594594595,37,1,36,0.027027027027027,37,0,22,17,0.564102564102564,39,1,38,0.0256410256410256,39,0,26,19,0.577777777777778,45,2,43,0.0444444444444444,45,0,29,25,0.537037037037037,54,2,52,0.037037037037037,54
"836",79632292,"79632292-2012-10-09",40,10,"2012-10-09","HA1",2012,"M","Adult",1527.27272727273,1,0,0,1,0,1,0,1,0,1,0,2,7,0.222222222222222,9,2,7,0.222222222222222,9,0,3,9,0.25,12,2,10,0.166666666666667,12,0,5,13,0.277777777777778,18,3,15,0.166666666666667,18,0,5,15,0.25,20,3,17,0.15,20,0,5,17,0.227272727272727,22,3,19,0.136363636363636,22,0,6,26,0.1875,32,3,29,0.09375,32,0,7,29,0.194444444444444,36,4,32,0.111111111111111,36,0,7,32,0.179487179487179,39,4,35,0.102564102564103,39,0,9,54,0.142857142857143,63,9,54,0.142857142857143,63
"951",84587833,"84587833-2012-08-29",90,60,"2012-08-29","HA1",2012,"F","Adult",31.25,0,0,0,2,0,2,1,1,0.5,2,0,0,4,0,4,3,1,0.75,4,0,0,7,0,7,3,4,0.428571428571429,7,0,1,11,0.0833333333333333,12,5,7,0.416666666666667,12,0,1,11,0.0833333333333333,12,5,7,0.416666666666667,12,0,1,13,0.0714285714285714,14,6,8,0.428571428571429,14,0,2,18,0.1,20,9,11,0.45,20,0,3,20,0.130434782608696,23,12,11,0.521739130434783,23,0,3,21,0.125,24,12,12,0.5,24,0,6,36,0.142857142857143,42,16,26,0.380952380952381,42
