"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",50,1,0,7,12,0.368421052631579,19,4,15,0.210526315789474,19,0,11,21,0.34375,32,8,24,0.25,32,0,13,37,0.26,50,11,39,0.22,50,0,16,58,0.216216216216216,74,19,55,0.256756756756757,74,0,17,64,0.209876543209877,81,19,62,0.234567901234568,81,0,18,80,0.183673469387755,98,21,77,0.214285714285714,98,0,27,96,0.219512195121951,123,24,99,0.195121951219512,123,0,27,107,0.201492537313433,134,26,108,0.194029850746269,134,0,30,124,0.194805194805195,154,28,126,0.181818181818182,154,0,38,184,0.171171171171171,222,40,182,0.18018018018018,222
"404",79789358,"79789358-2012-11-20",10,30,"2012-11-20","HA1",2012,"M","Adult",3031.57894736842,1,0,8,27,0.228571428571429,35,4,31,0.114285714285714,35,0,10,55,0.153846153846154,65,5,60,0.0769230769230769,65,0,11,71,0.134146341463415,82,7,75,0.0853658536585366,82,0,17,103,0.141666666666667,120,13,107,0.108333333333333,120,0,21,111,0.159090909090909,132,13,119,0.0984848484848485,132,0,26,125,0.172185430463576,151,16,135,0.105960264900662,151,0,34,157,0.178010471204188,191,22,169,0.115183246073298,191,0,35,178,0.164319248826291,213,24,189,0.112676056338028,213,0,42,189,0.181818181818182,231,29,202,0.125541125541126,231,0,52,234,0.181818181818182,286,44,242,0.153846153846154,286
"407",66808052,"66808052-2012-11-20",40,20,"2012-11-20","HA1",2012,"M","Adult",231.578947368421,0,0,5,13,0.277777777777778,18,2,16,0.111111111111111,18,0,7,23,0.233333333333333,30,2,28,0.0666666666666667,30,0,9,41,0.18,50,4,46,0.08,50,0,14,82,0.145833333333333,96,14,82,0.145833333333333,96,0,17,92,0.155963302752294,109,15,94,0.137614678899083,109,0,19,109,0.1484375,128,16,112,0.125,128,0,28,134,0.172839506172839,162,20,142,0.123456790123457,162,0,31,161,0.161458333333333,192,24,168,0.125,192,0,34,179,0.15962441314554,213,26,187,0.122065727699531,213,0,53,269,0.164596273291925,322,44,278,0.136645962732919,322
"431",79797884,"79797884-2012-11-21",100,90,"2012-11-21","HA1",2012,"M","Adult",930.612244897959,0,0,4,21,0.16,25,5,20,0.2,25,0,5,33,0.131578947368421,38,7,31,0.184210526315789,38,0,6,45,0.117647058823529,51,10,41,0.196078431372549,51,0,12,65,0.155844155844156,77,13,64,0.168831168831169,77,0,12,71,0.144578313253012,83,14,69,0.168674698795181,83,0,13,85,0.13265306122449,98,16,82,0.163265306122449,98,0,14,100,0.12280701754386,114,17,97,0.149122807017544,114,0,15,105,0.125,120,18,102,0.15,120,0,17,109,0.134920634920635,126,19,107,0.150793650793651,126,0,21,161,0.115384615384615,182,28,154,0.153846153846154,182
"433",79776883,"79776883-2012-11-21",90,80,"2012-11-21","HA1",2012,"M","Adult",63.6363636363636,0,0,7,29,0.194444444444444,36,7,29,0.194444444444444,36,0,10,56,0.151515151515152,66,13,53,0.196969696969697,66,0,10,69,0.126582278481013,79,13,66,0.164556962025316,79,0,14,99,0.123893805309735,113,17,96,0.150442477876106,113,0,16,113,0.124031007751938,129,18,111,0.13953488372093,129,0,17,118,0.125925925925926,135,19,116,0.140740740740741,135,0,20,128,0.135135135135135,148,21,127,0.141891891891892,148,0,21,148,0.124260355029586,169,26,143,0.153846153846154,169,0,23,157,0.127777777777778,180,29,151,0.161111111111111,180,0,32,196,0.140350877192982,228,37,191,0.162280701754386,228
"435",79790568,"79790568-2012-11-21",90,60,"2012-11-21","HA1",2012,"M","Adult",352.380952380952,1,0,4,20,0.166666666666667,24,4,20,0.166666666666667,24,0,4,37,0.0975609756097561,41,9,32,0.219512195121951,41,0,6,58,0.09375,64,12,52,0.1875,64,0,11,94,0.104761904761905,105,17,88,0.161904761904762,105,0,12,97,0.110091743119266,109,17,92,0.155963302752294,109,0,15,110,0.12,125,22,103,0.176,125,0,23,141,0.140243902439024,164,28,136,0.170731707317073,164,0,26,159,0.140540540540541,185,31,154,0.167567567567568,185,0,28,167,0.143589743589744,195,33,162,0.169230769230769,195,0,43,245,0.149305555555556,288,49,239,0.170138888888889,288
"446",79614576,"79614576-2012-12-04",10,20,"2012-12-04","HA1",2012,"F","Adult",143.75,1,0,8,43,0.156862745098039,51,4,47,0.0784313725490196,51,0,16,67,0.192771084337349,83,9,74,0.108433734939759,83,0,18,83,0.178217821782178,101,12,89,0.118811881188119,101,0,22,114,0.161764705882353,136,14,122,0.102941176470588,136,0,22,132,0.142857142857143,154,15,139,0.0974025974025974,154,0,23,141,0.140243902439024,164,16,148,0.0975609756097561,164,0,30,151,0.165745856353591,181,19,162,0.104972375690608,181,0,35,158,0.181347150259067,193,20,173,0.103626943005181,193,0,40,164,0.196078431372549,204,22,182,0.107843137254902,204,0,53,222,0.192727272727273,275,40,235,0.145454545454545,275
"457",79612792,"79612792-2012-12-05",10,90,"2012-12-05","HA1",2012,"M","Adult",4447.05882352941,1,0,8,34,0.19047619047619,42,8,34,0.19047619047619,42,0,11,55,0.166666666666667,66,10,56,0.151515151515152,66,0,17,69,0.197674418604651,86,16,70,0.186046511627907,86,0,24,96,0.2,120,26,94,0.216666666666667,120,0,26,98,0.209677419354839,124,26,98,0.209677419354839,124,0,29,106,0.214814814814815,135,30,105,0.222222222222222,135,0,35,130,0.212121212121212,165,37,128,0.224242424242424,165,0,35,137,0.203488372093023,172,40,132,0.232558139534884,172,0,35,145,0.194444444444444,180,41,139,0.227777777777778,180,0,53,183,0.224576271186441,236,48,188,0.203389830508475,236
"465",79782524,"79782524-2012-12-18",90,90,"2012-12-18","HA1",2012,"F","Adult",3.57142857142857,1,0,9,31,0.225,40,9,31,0.225,40,0,21,55,0.276315789473684,76,14,62,0.184210526315789,76,0,26,73,0.262626262626263,99,18,81,0.181818181818182,99,0,31,96,0.244094488188976,127,23,104,0.181102362204724,127,0,31,101,0.234848484848485,132,23,109,0.174242424242424,132,0,34,114,0.22972972972973,148,24,124,0.162162162162162,148,0,36,134,0.211764705882353,170,27,143,0.158823529411765,170,0,38,147,0.205405405405405,185,28,157,0.151351351351351,185,0,39,154,0.202072538860104,193,30,163,0.155440414507772,193,0,48,191,0.200836820083682,239,42,197,0.175732217573222,239
"475",79774078,"79774078-2012-12-19",10,90,"2012-12-19","HA1",2012,"M","Adult",19826.0869565217,1,0,13,34,0.276595744680851,47,9,38,0.191489361702128,47,0,19,55,0.256756756756757,74,11,63,0.148648648648649,74,0,25,70,0.263157894736842,95,17,78,0.178947368421053,95,0,33,98,0.251908396946565,131,27,104,0.206106870229008,131,0,35,100,0.259259259259259,135,27,108,0.2,135,0,39,108,0.26530612244898,147,32,115,0.217687074829932,147,0,45,132,0.254237288135593,177,39,138,0.220338983050847,177,0,46,139,0.248648648648649,185,42,143,0.227027027027027,185,0,47,148,0.241025641025641,195,43,152,0.220512820512821,195,0,69,190,0.266409266409266,259,51,208,0.196911196911197,259
"493",79615341,"79615341-2012-12-18",20,10,"2012-12-18","HA1",2012,"M","Adult",35.2941176470588,1,0,8,35,0.186046511627907,43,6,37,0.13953488372093,43,0,15,65,0.1875,80,8,72,0.1,80,0,20,79,0.202020202020202,99,11,88,0.111111111111111,99,0,28,116,0.194444444444444,144,15,129,0.104166666666667,144,0,33,123,0.211538461538462,156,17,139,0.108974358974359,156,0,34,128,0.209876543209877,162,17,145,0.104938271604938,162,0,38,147,0.205405405405405,185,21,164,0.113513513513514,185,0,40,162,0.198019801980198,202,24,178,0.118811881188119,202,0,44,172,0.203703703703704,216,27,189,0.125,216,0,58,212,0.214814814814815,270,36,234,0.133333333333333,270
"510",49811771,"49811771-2012-08-30",30,20,"2012-08-30","HA1",2012,"F","Adult",31.9148936170213,0,0,1,11,0.0833333333333333,12,0,12,0,12,0,2,15,0.117647058823529,17,2,15,0.117647058823529,17,0,3,20,0.130434782608696,23,2,21,0.0869565217391304,23,0,6,34,0.15,40,3,37,0.075,40,0,8,43,0.156862745098039,51,6,45,0.117647058823529,51,0,12,48,0.2,60,7,53,0.116666666666667,60,0,13,59,0.180555555555556,72,7,65,0.0972222222222222,72,0,14,69,0.168674698795181,83,9,74,0.108433734939759,83,0,14,70,0.166666666666667,84,9,75,0.107142857142857,84,0,25,85,0.227272727272727,110,14,96,0.127272727272727,110
"596",66866525,"66866525-2012-06-08",80,90,"2012-06-08","HA1",2012,"M","Adult",9200,1,0,0,0,NA,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,2,0.333333333333333,3,0,3,0,3,0,1,2,0.333333333333333,3,0,3,0,3,0,2,2,0.5,4,0,4,0,4
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",4,0,0,3,14,0.176470588235294,17,4,13,0.235294117647059,17,0,3,15,0.166666666666667,18,4,14,0.222222222222222,18,0,6,18,0.25,24,4,20,0.166666666666667,24,0,8,24,0.25,32,6,26,0.1875,32,0,11,30,0.268292682926829,41,11,30,0.268292682926829,41,0,14,41,0.254545454545455,55,13,42,0.236363636363636,55,0,17,48,0.261538461538462,65,15,50,0.230769230769231,65,0,20,57,0.25974025974026,77,18,59,0.233766233766234,77,0,21,61,0.25609756097561,82,18,64,0.219512195121951,82,0,33,84,0.282051282051282,117,26,91,0.222222222222222,117
"726",67125021,"67125021-2012-08-28",50,40,"2012-08-28","HA1",2012,"M","Adult",33.3333333333333,0,0,0,4,0,4,1,3,0.25,4,0,0,9,0,9,1,8,0.111111111111111,9,0,1,11,0.0833333333333333,12,1,11,0.0833333333333333,12,0,6,21,0.222222222222222,27,4,23,0.148148148148148,27,0,6,25,0.193548387096774,31,4,27,0.129032258064516,31,0,7,26,0.212121212121212,33,4,29,0.121212121212121,33,0,9,30,0.230769230769231,39,5,34,0.128205128205128,39,0,13,41,0.240740740740741,54,7,47,0.12962962962963,54,0,15,42,0.263157894736842,57,9,48,0.157894736842105,57,0,26,86,0.232142857142857,112,16,96,0.142857142857143,112
"732",67125021,"67125021-2012-10-09",10,30,"2012-10-09","HA1",2012,"M","Adult",56160,0,0,4,17,0.19047619047619,21,3,18,0.142857142857143,21,0,6,35,0.146341463414634,41,3,38,0.0731707317073171,41,0,7,46,0.132075471698113,53,4,49,0.0754716981132075,53,0,11,69,0.1375,80,9,71,0.1125,80,0,14,74,0.159090909090909,88,9,79,0.102272727272727,88,0,18,82,0.18,100,11,89,0.11,100,0,22,102,0.17741935483871,124,14,110,0.112903225806452,124,0,22,115,0.160583941605839,137,15,122,0.109489051094891,137,0,27,121,0.182432432432432,148,19,129,0.128378378378378,148,0,37,149,0.198924731182796,186,30,156,0.161290322580645,186
"744",67259597,"67259597-2012-08-14",100,10,"2012-08-14","HA1",2012,"F","Adult",151.351351351351,0,0,3,4,0.428571428571429,7,2,5,0.285714285714286,7,0,3,4,0.428571428571429,7,2,5,0.285714285714286,7,0,4,9,0.307692307692308,13,3,10,0.230769230769231,13,0,4,11,0.266666666666667,15,3,12,0.2,15,0,5,12,0.294117647058824,17,3,14,0.176470588235294,17,0,6,12,0.333333333333333,18,3,15,0.166666666666667,18,0,6,14,0.3,20,4,16,0.2,20,0,6,15,0.285714285714286,21,4,17,0.19047619047619,21,0,6,15,0.285714285714286,21,4,17,0.19047619047619,21,0,7,22,0.241379310344828,29,6,23,0.206896551724138,29
"779",79615341,"79615341-2012-12-05",20,0,"2012-12-05","HA1",2012,"M","Adult",87.5,1,0,7,28,0.2,35,3,32,0.0857142857142857,35,0,9,45,0.166666666666667,54,5,49,0.0925925925925926,54,0,12,64,0.157894736842105,76,6,70,0.0789473684210526,76,0,19,86,0.180952380952381,105,9,96,0.0857142857142857,105,0,22,101,0.178861788617886,123,10,113,0.0813008130081301,123,0,23,109,0.174242424242424,132,12,120,0.0909090909090909,132,0,25,120,0.172413793103448,145,14,131,0.096551724137931,145,0,32,129,0.198757763975155,161,16,145,0.0993788819875776,161,0,33,134,0.197604790419162,167,16,151,0.0958083832335329,167,0,40,191,0.173160173160173,231,29,202,0.125541125541126,231
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",54.368932038835,1,0,9,35,0.204545454545455,44,7,37,0.159090909090909,44,0,18,67,0.211764705882353,85,10,75,0.117647058823529,85,0,24,83,0.224299065420561,107,14,93,0.130841121495327,107,0,33,121,0.214285714285714,154,18,136,0.116883116883117,154,0,39,128,0.233532934131737,167,20,147,0.119760479041916,167,0,40,133,0.23121387283237,173,20,153,0.115606936416185,173,0,46,152,0.232323232323232,198,25,173,0.126262626262626,198,0,48,167,0.223255813953488,215,28,187,0.130232558139535,215,0,53,177,0.230434782608696,230,31,199,0.134782608695652,230,0,68,219,0.236933797909408,287,40,247,0.139372822299652,287
"839",79632292,"79632292-2012-11-07",70,20,"2012-11-07","HA1",2012,"M","Adult",28.5714285714286,0,0,5,17,0.227272727272727,22,2,20,0.0909090909090909,22,0,8,24,0.25,32,4,28,0.125,32,0,11,34,0.244444444444444,45,5,40,0.111111111111111,45,0,18,53,0.253521126760563,71,9,62,0.126760563380282,71,0,19,67,0.22093023255814,86,13,73,0.151162790697674,86,0,23,83,0.216981132075472,106,15,91,0.141509433962264,106,0,30,107,0.218978102189781,137,23,114,0.167883211678832,137,0,32,126,0.20253164556962,158,27,131,0.170886075949367,158,0,33,136,0.195266272189349,169,28,141,0.165680473372781,169,0,41,198,0.171548117154812,239,36,203,0.150627615062762,239
"841",79632292,"79632292-2012-11-20",40,10,"2012-11-20","HA1",2012,"M","Adult",7200,1,0,3,10,0.230769230769231,13,0,13,0,13,0,5,32,0.135135135135135,37,2,35,0.0540540540540541,37,0,10,42,0.192307692307692,52,8,44,0.153846153846154,52,0,14,65,0.177215189873418,79,9,70,0.113924050632911,79,0,15,70,0.176470588235294,85,10,75,0.117647058823529,85,0,18,84,0.176470588235294,102,13,89,0.127450980392157,102,0,21,122,0.146853146853147,143,18,125,0.125874125874126,143,0,25,138,0.153374233128834,163,20,143,0.122699386503067,163,0,25,154,0.139664804469274,179,20,159,0.111731843575419,179,0,44,234,0.158273381294964,278,32,246,0.115107913669065,278
"842",79632292,"79632292-2012-12-18",20,30,"2012-12-18","HA1",2012,"M","Adult",152.173913043478,1,0,4,29,0.121212121212121,33,3,30,0.0909090909090909,33,0,11,52,0.174603174603175,63,8,55,0.126984126984127,63,0,21,72,0.225806451612903,93,14,79,0.150537634408602,93,0,30,123,0.196078431372549,153,20,133,0.130718954248366,153,0,37,139,0.210227272727273,176,22,154,0.125,176,0,43,153,0.219387755102041,196,27,169,0.137755102040816,196,0,53,189,0.21900826446281,242,34,208,0.140495867768595,242,0,61,210,0.225092250922509,271,38,233,0.140221402214022,271,0,63,219,0.223404255319149,282,40,242,0.141843971631206,282,0,81,270,0.230769230769231,351,58,293,0.165242165242165,351
"875",79775849,"79775849-2012-09-28",90,30,"2012-09-28","HA1",2012,"F","Adult",206.451612903226,0,0,6,12,0.333333333333333,18,2,16,0.111111111111111,18,0,9,24,0.272727272727273,33,5,28,0.151515151515152,33,0,10,27,0.27027027027027,37,7,30,0.189189189189189,37,0,13,37,0.26,50,12,38,0.24,50,0,15,39,0.277777777777778,54,13,41,0.240740740740741,54,0,16,45,0.262295081967213,61,13,48,0.213114754098361,61,0,19,52,0.267605633802817,71,15,56,0.211267605633803,71,0,20,62,0.24390243902439,82,16,66,0.195121951219512,82,0,24,67,0.263736263736264,91,17,74,0.186813186813187,91,0,27,92,0.226890756302521,119,21,98,0.176470588235294,119
"909",79786569,"79786569-2012-10-23",20,10,"2012-10-23","HA1",2012,"M","Adult",908.108108108108,1,0,2,23,0.08,25,3,22,0.12,25,0,5,42,0.106382978723404,47,4,43,0.0851063829787234,47,0,6,52,0.103448275862069,58,5,53,0.0862068965517241,58,0,10,81,0.10989010989011,91,7,84,0.0769230769230769,91,0,12,88,0.12,100,8,92,0.08,100,0,13,92,0.123809523809524,105,8,97,0.0761904761904762,105,0,16,106,0.131147540983607,122,11,111,0.0901639344262295,122,0,18,115,0.135338345864662,133,13,120,0.0977443609022556,133,0,19,121,0.135714285714286,140,15,125,0.107142857142857,140,0,30,150,0.166666666666667,180,21,159,0.116666666666667,180
