"","var.names","estimates","lowerCI","upperCI"
"1","NemPrev_10","-0.588207552240364","-4.52340671534774","3.1803437890838"
"2","NemPrev_14.1","0.455707780637927","-4.79969618638436","5.70556318427456"
"3","NemPrev_20","-1.40001103582301","-8.11478027933323","5.13487413354073"
"4","NemPrev_22.4","2.37445321999865","-6.02478127574019","10.7074924567238"
"5","NemPrev_28.3","7.49158830288461","-2.1442842708644","16.8434024195121"
"6","NemPrev_30","6.63382467255897","-2.96871800342054","15.9629217126646"
"7","NemPrev_31.6","5.58577232220971","-4.67059499323383","15.5796495113844"
"8","NemPrev_36.1","6.65041977272305","-3.90211892654039","17.1357353588582"
"9","NemPrev_40","6.58842545849885","-4.63162000674323","17.5918073287286"
"10","NemPrev_50","2.87517317414742","-8.73475089393488","14.2840234546107"
