X,Y,ID,year,Grid,Capture.date,Sex,Age,EappINF,EappInt,EhungINF,EhungInt,HpolINF,ID.CapDate,treated.Y.N
10,20,79614576,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,1,79614576-2012-12-19,0
50,100,79615038,2012,HA1,24/10/2012,NA,NA,1,28.57142857,0,NA,0,79615038-2012-10-24,1
70,100,79615038,2012,HA1,25/10/2012,NA,NA,NA,NA,0,NA,NA,79615038-2012-10-25,0
60,100,79615038,2012,HA1,21/11/2012,NA,NA,0,NA,0,NA,0,79615038-2012-11-21,1
30,90,79615038,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,0,79615038-2012-12-06,1
60,100,79615038,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,0,79615038-2012-12-20,0
20,0,79615341,2012,HA1,05/12/2012,M,Adult,0,NA,1,87.5,1,79615341-2012-12-05,0
0,10,79615341,2012,HA1,06/12/2012,NA,NA,0,NA,1,164,1,79615341-2012-12-06,0
10,10,79615341,2012,HA1,20/12/2012,NA,NA,NA,NA,0,NA,NA,79615341-2012-12-20,0
100,10,79617035,2012,HA1,10/10/2012,NA,NA,1,41.66666667,0,NA,0,79617035-2012-10-10,0
100,0,79617035,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79617035-2012-10-11,0
50,40,79618812,2012,HA1,15/08/2012,NA,NA,0,NA,1,23236.36364,0,79618812-2012-08-15,0
90,70,79618812,2012,HA1,29/08/2012,M,Adult,1,11845.16129,0,NA,1,79618812-2012-08-29,0
70,60,79618812,2012,HA1,30/08/2012,M,Adult,1,131.884058,0,NA,1,79618812-2012-08-30,0
50,30,79618812,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,1,79618812-2012-09-12,0
40,40,79618812,2012,HA1,13/09/2012,NA,NA,0,NA,1,20.83333333,0,79618812-2012-09-13,0
60,40,79618812,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,1,79618812-2012-09-27,0
40,30,79618812,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,1,79618812-2012-09-28,0
0,0,79619551,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79619551-2012-10-23,1
0,20,79619551,2012,HA1,06/11/2012,NA,NA,NA,NA,0,NA,NA,79619551-2012-11-06,0
90,50,79622601,2012,HA1,10/10/2012,M,Adult,0,NA,0,NA,1,79622601-2012-10-10,1
60,70,79622601,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,1,79622601-2012-10-11,0
100,80,79623113,2012,HA1,11/09/2012,F,Adult,0,NA,0,NA,0,79623113-2012-09-11,0
10,90,79623797,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,0,79623797-2012-10-24,0
10,70,79623797,2012,HA1,25/10/2012,M,NA,0,NA,0,NA,1,79623797-2012-10-25,0
20,50,79623797,2012,HA1,21/11/2012,M,NA,0,NA,0,NA,1,79623797-2012-11-21,0
0,70,79623797,2012,HA1,22/11/2012,M,NA,0,NA,0,NA,1,79623797-2012-11-22,0
0,30,79623797,2012,HA1,19/12/2012,M,NA,0,NA,0,NA,1,79623797-2012-12-19,0
90,60,79623859,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79623859-2012-10-10,0
90,70,79623859,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79623859-2012-10-11,0
70,60,79623859,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,79623859-2012-10-25,1
100,60,79625010,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,79625010-2012-09-25,0
100,40,79625010,2012,HA1,27/09/2012,NA,NA,0,NA,1,2400,0,79625010-2012-09-27,0
60,10,79625342,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,1,79625342-2012-12-05,1
80,0,79625342,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,0,79625342-2012-12-19,1
40,0,79625342,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,0,79625342-2012-12-20,1
30,100,79625885,2012,HA1,10/10/2012,NA,NA,NA,NA,0,NA,NA,79625885-2012-10-10,0
30,60,79625885,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79625885-2012-10-11,0
100,70,79626809,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,0,79626809-2012-10-24,1
80,70,79626809,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,79626809-2012-10-25,1
100,60,79626809,2012,HA1,21/11/2012,NA,NA,1,56,1,504,0,79626809-2012-11-21,0
100,90,79626809,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79626809-2012-11-22,0
90,50,79626809,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,0,79626809-2012-12-19,0
80,50,79626809,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,0,79626809-2012-12-20,0
10,80,79630010,2012,HA1,28/09/2012,F,NA,0,NA,0,NA,0,79630010-2012-09-28,0
20,70,79630010,2012,HA1,10/10/2012,F,NA,0,NA,0,NA,0,79630010-2012-10-10,0
20,70,79630010,2012,HA1,24/10/2012,F,NA,0,NA,0,NA,0,79630010-2012-10-24,0
30,60,79630010,2012,HA1,25/10/2012,F,NA,0,NA,1,31058.82353,0,79630010-2012-10-25,0
30,70,79630010,2012,HA1,08/11/2012,F,NA,1,192.5925926,0,NA,0,79630010-2012-11-08,0
40,70,79630010,2012,HA1,22/11/2012,F,NA,0,NA,1,2.5,0,79630010-2012-11-22,0
30,50,79630010,2012,HA1,05/12/2012,F,NA,0,NA,1,1422.222222,0,79630010-2012-12-05,0
30,40,79630010,2012,HA1,19/12/2012,F,NA,0,NA,0,NA,1,79630010-2012-12-19,0
40,50,79630010,2012,HA1,20/12/2012,F,NA,0,NA,0,NA,0,79630010-2012-12-20,0
80,90,79630102,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,79630102-2012-09-12,0
100,0,79630354,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,1,79630354-2012-12-05,1
100,0,79630354,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,0,79630354-2012-12-06,0
100,100,79630529,2012,HA1,06/12/2012,NA,NA,1,84.61538462,1,12.82051282,1,79630529-2012-12-06,0
40,20,79630840,2012,HA1,11/10/2012,NA,NA,1,685.7142857,0,NA,0,79630840-2012-10-11,0
20,10,79631102,2012,HA1,20/12/2012,F,Adult,1,62.13592233,1,54.36893204,1,79631102-2012-12-20,0
50,70,79631608,2012,HA1,20/12/2012,NA,NA,1,19.40298507,0,NA,1,79631608-2012-12-20,0
80,90,79632079,2012,HA1,27/09/2012,F,Adult,0,NA,0,NA,0,79632079-2012-09-27,0
100,0,79632292,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,79632292-2012-09-27,0
80,0,79632292,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,79632292-2012-09-28,0
40,10,79632292,2012,HA1,09/10/2012,M,Adult,1,1527.272727,0,NA,1,79632292-2012-10-09,0
20,10,79632292,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,1,79632292-2012-10-23,0
20,30,79632292,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,1,79632292-2012-10-24,0
70,20,79632292,2012,HA1,07/11/2012,M,Adult,0,NA,1,28.57142857,0,79632292-2012-11-07,0
60,10,79632292,2012,HA1,08/11/2012,NA,NA,0,NA,1,2455.555556,0,79632292-2012-11-08,0
40,10,79632292,2012,HA1,20/11/2012,M,Adult,0,NA,1,7200,1,79632292-2012-11-20,0
20,30,79632292,2012,HA1,18/12/2012,M,Adult,0,NA,1,152.173913,1,79632292-2012-12-18,0
10,40,79632292,2012,HA1,19/12/2012,NA,NA,0,NA,1,21.05263158,1,79632292-2012-12-19,0
10,10,79632292,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,1,79632292-2012-12-20,0
0,80,79637279,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,1,79637279-2012-09-28,0
40,50,79638280,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,79638280-2012-09-28,0
60,100,79638784,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79638784-2012-10-10,0
60,100,79638784,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79638784-2012-10-11,0
30,100,79638784,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,79638784-2012-11-07,0
30,100,79638784,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,79638784-2012-11-08,0
60,100,79638784,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,0,79638784-2012-11-22,0
30,80,79638784,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,0,79638784-2012-12-05,0
100,80,79638837,2012,HA1,10/10/2012,M,Adult,0,NA,0,NA,0,79638837-2012-10-10,0
80,100,79638837,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79638837-2012-10-24,0
80,90,79638837,2012,HA1,07/11/2012,NA,NA,NA,NA,0,NA,NA,79638837-2012-11-07,0
10,80,79639272,2012,HA1,24/10/2012,NA,NA,0,NA,0,NA,0,79639272-2012-10-24,0
0,90,79639272,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,79639272-2012-11-08,0
10,90,79639272,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,0,79639272-2012-11-22,0
20,100,79639272,2012,HA1,04/12/2012,NA,NA,0,NA,0,NA,0,79639272-2012-12-04,0
90,100,79639579,2012,HA1,15/08/2012,NA,NA,0,NA,0,NA,0,79639579-2012-08-15,0
60,100,79639579,2012,HA1,16/08/2012,NA,NA,1,777.5862069,1,12.06896552,0,79639579-2012-08-16,0
40,90,79768513,2012,HA1,29/08/2012,M,Adult,NA,NA,0,NA,NA,79768513-2012-08-29,0
50,90,79768513,2012,HA1,30/08/2012,M,NA,0,NA,0,NA,0,79768513-2012-08-30,0
90,20,79769830,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,79769830-2012-09-12,0
100,20,79770007,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,79770007-2012-09-27,0
100,20,79770535,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,79770535-2012-09-25,0
30,100,79770603,2012,HA1,12/09/2012,NA,NA,0,NA,1,11525,0,79770603-2012-09-12,0
30,100,79770603,2012,HA1,25/09/2012,NA,NA,0,NA,1,6.451612903,0,79770603-2012-09-25,0
40,100,79771081,2012,HA1,30/08/2012,NA,NA,1,9.677419355,0,NA,0,79771081-2012-08-30,0
10,70,79772013,2012,HA1,16/08/2012,NA,NA,1,848.7804878,0,NA,0,79772013-2012-08-16,1
10,60,79772013,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,1,79772013-2012-11-08,0
10,60,79772013,2012,HA1,06/12/2012,NA,NA,1,8603.076923,1,4.615384615,1,79772013-2012-12-06,0
60,90,79773579,2012,HA1,13/09/2012,NA,NA,NA,NA,0,NA,NA,79773579-2012-09-13,0
20,50,79774581,2012,HA1,12/09/2012,NA,NA,0,NA,1,885.7142857,0,79774581-2012-09-12,1
90,30,79775849,2012,HA1,28/09/2012,F,Adult,0,NA,1,206.4516129,0,79775849-2012-09-28,0
100,40,79775849,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79775849-2012-10-11,0
80,40,79775849,2012,HA1,24/10/2012,F,NA,0,NA,0,NA,0,79775849-2012-10-24,0
100,20,79775849,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,1,79775849-2012-10-25,0
90,30,79775849,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,79775849-2012-11-07,0
80,20,79775849,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,79775849-2012-11-08,0
90,20,79775849,2012,HA1,21/11/2012,NA,NA,0,NA,0,NA,1,79775849-2012-11-21,0
100,40,79776324,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,79776324-2012-09-28,1
90,60,79776324,2012,HA1,11/10/2012,NA,NA,1,11.5942029,0,NA,0,79776324-2012-10-11,1
90,30,79776324,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79776324-2012-10-24,1
80,80,79776883,2012,HA1,08/11/2012,NA,NA,1,13.04347826,0,NA,1,79776883-2012-11-08,0
90,90,79776883,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79776883-2012-11-22,0
100,90,79776883,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,1,79776883-2012-12-19,0
100,80,79776883,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,1,79776883-2012-12-20,0
30,0,79778567,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,79778567-2012-10-25,0
30,10,79778567,2012,HA1,08/11/2012,NA,NA,1,2105.263158,0,NA,0,79778567-2012-11-08,0
20,0,79778567,2012,HA1,04/12/2012,NA,NA,0,NA,0,NA,1,79778567-2012-12-04,0
30,100,79778836,2012,HA1,11/10/2012,NA,NA,0,NA,1,735,0,79778836-2012-10-11,1
80,10,79779379,2012,HA1,16/08/2012,M,Adult,0,NA,0,NA,0,79779379-2012-08-16,0
90,40,79779379,2012,HA1,30/08/2012,M,Adult,0,NA,0,NA,0,79779379-2012-08-30,0
80,0,79779379,2012,HA1,27/09/2012,NA,NA,NA,NA,0,NA,NA,79779379-2012-09-27,0
60,40,79781605,2012,HA1,10/10/2012,NA,NA,1,266.6666667,1,25,0,79781605-2012-10-10,0
80,70,79782524,2012,HA1,08/11/2012,NA,NA,NA,NA,0,NA,NA,79782524-2012-11-08,0
90,70,79782524,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79782524-2012-11-22,0
80,100,79782524,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79782524-2012-11-22,0
70,100,79782524,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,1,79782524-2012-12-05,0
30,30,79783060,2012,HA1,16/08/2012,NA,NA,0,NA,0,NA,0,79783060-2012-08-16,1
10,40,79783060,2012,HA1,30/08/2012,M,Adult,0,NA,1,11.11111111,0,79783060-2012-08-30,1
0,40,79783071,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79783071-2012-10-11,0
0,90,79783879,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,1,79783879-2012-12-06,1
70,20,79785381,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,79785381-2012-10-25,1
0,100,79786120,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,79786120-2012-11-07,0
30,30,79786120,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,0,79786120-2012-12-06,0
60,70,79786569,2012,HA1,10/10/2012,M,NA,1,493.3333333,0,NA,0,79786569-2012-10-10,0
20,10,79786569,2012,HA1,23/10/2012,M,Adult,0,NA,1,908.1081081,1,79786569-2012-10-23,0
50,40,79786569,2012,HA1,21/11/2012,M,NA,0,NA,0,NA,0,79786569-2012-11-21,0
70,70,79786569,2012,HA1,22/11/2012,M,NA,0,NA,0,NA,0,79786569-2012-11-22,0
50,60,79786569,2012,HA1,05/12/2012,M,NA,0,NA,0,NA,1,79786569-2012-12-05,0
70,50,79786569,2012,HA1,06/12/2012,M,NA,0,NA,0,NA,1,79786569-2012-12-06,0
50,30,79787584,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,0,79787584-2012-12-06,0
0,60,79789358,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,79789358-2012-11-07,0
0,30,79789358,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,1,79789358-2012-11-08,0
0,20,79789358,2012,HA1,04/12/2012,NA,NA,0,NA,0,NA,1,79789358-2012-12-04,0
80,100,79790568,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79790568-2012-10-10,0
90,90,79790568,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79790568-2012-10-11,0
80,80,79790568,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79790568-2012-10-24,0
80,70,79790568,2012,HA1,22/11/2012,NA,NA,0,NA,1,66.66666667,1,79790568-2012-11-22,0
100,90,79790568,2012,HA1,05/12/2012,NA,NA,NA,NA,0,NA,NA,79790568-2012-12-05,0
90,20,79792086,2012,HA1,07/11/2012,NA,NA,0,NA,1,2928,0,79792086-2012-11-07,0
90,40,79792086,2012,HA1,08/11/2012,NA,NA,1,2453.333333,0,NA,0,79792086-2012-11-08,0
100,10,79792086,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79792086-2012-11-22,0
90,20,79792086,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,1,79792086-2012-12-05,0
100,10,79792086,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,1,79792086-2012-12-19,0
80,40,79792581,2012,HA1,25/10/2012,NA,NA,0,NA,1,353.8461538,0,79792581-2012-10-25,0
90,20,79793093,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79793093-2012-10-10,1
80,20,79793093,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,79793093-2012-10-25,1
90,10,79793093,2012,HA1,20/12/2012,NA,NA,0,NA,1,71.875,0,79793093-2012-12-20,0
70,90,79793298,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79793298-2012-10-10,1
70,30,79795060,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79795060-2012-10-10,0
70,20,79795060,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,79795060-2012-10-11,0
100,40,79795600,2012,HA1,11/09/2012,M,Adult,0,NA,0,NA,0,79795600-2012-09-11,0
20,100,79795857,2012,HA1,25/09/2012,NA,NA,0,NA,0,NA,0,79795857-2012-09-25,0
40,30,79796354,2012,HA1,29/08/2012,M,Adult,0,NA,0,NA,0,79796354-2012-08-29,0
30,40,79796354,2012,HA1,13/09/2012,NA,NA,0,NA,0,NA,0,79796354-2012-09-13,0
100,30,79796354,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,1,79796354-2012-09-27,0
70,10,79796354,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,1,79796354-2012-10-11,0
10,20,79797793,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,79797793-2012-10-09,0
0,20,79797793,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79797793-2012-10-10,0
20,30,79797793,2012,HA1,11/10/2012,NA,NA,NA,NA,0,NA,NA,79797793-2012-10-11,0
10,30,79797793,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,79797793-2012-10-23,0
10,20,79797793,2012,HA1,24/10/2012,NA,NA,0,NA,0,NA,0,79797793-2012-10-24,0
0,0,79797793,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,79797793-2012-11-07,0
10,10,79797793,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,79797793-2012-11-08,0
10,10,79797793,2012,HA1,21/11/2012,NA,NA,0,NA,0,NA,0,79797793-2012-11-21,0
10,20,79797793,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79797793-2012-11-22,0
10,10,79797793,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,0,79797793-2012-12-04,0
90,60,84587833,2012,HA1,29/08/2012,F,Adult,1,31.25,0,NA,0,84587833-2012-08-29,0
0,10,84593844,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,84593844-2012-10-10,0
10,10,84593844,2012,HA1,11/10/2012,NA,NA,NA,NA,0,NA,NA,84593844-2012-10-11,0
10,0,84593844,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,84593844-2012-10-25,0
50,30,NA,2012,HA1,19/06/2012,M,NotAdult,0,NA,0,NA,0,NA-2012-06-19,0
50,100,NA,2012,HA1,16/08/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-08-16,0
100,10,NA,2012,HA1,28/08/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-08-28,0
40,100,NA,2012,HA1,28/08/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-08-28,0
0,0,NA,2012,HA1,29/08/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-08-29,0
0,80,NA,2012,HA1,11/09/2012,F,NA,NA,NA,0,NA,NA,NA-2012-09-11,0
100,80,NA,2012,HA1,11/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-11,0
90,10,NA,2012,HA1,13/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-13,0
100,0,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
40,40,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
0,80,NA,2012,HA1,25/09/2012,NA,NotAdult,NA,NA,0,NA,NA,NA-2012-09-25,0
90,90,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
90,100,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
100,30,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
10,50,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
100,80,NA,2012,HA1,27/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-27,0
10,100,NA,2012,HA1,27/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-27,0
80,90,NA,2012,HA1,28/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-28,0
30,40,NA,2012,HA1,09/10/2012,M,Adult,NA,NA,0,NA,NA,NA-2012-10-09,0
30,50,NA,2012,HA1,10/10/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-10-10,0
10,40,NA,2012,HA1,23/10/2012,M,Adult,NA,NA,0,NA,NA,NA-2012-10-23,0
0,70,NA,2012,HA1,23/10/2012,NA,NA,0,NA,0,NA,0,NA-2012-10-23,0
50,10,NA,2012,HA1,23/10/2012,NA,NA,0,NA,0,NA,0,NA-2012-10-23,0
90,90,NA,2012,HA1,06/11/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-11-06,0
10,80,NA,2012,HA1,06/11/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-11-06,0
50,20,NA,2012,HA1,21/11/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-11-21,0
80,0,NA,2012,HA1,05/12/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-12-05,0
30,20,NA,2012,HA1,05/12/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-12-05,0
30,90,NA,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,1,NA-2012-12-05,0
40,80,NA,2012,HA1,18/12/2012,NA,Adult,NA,NA,0,NA,NA,NA-2012-12-18,0
0,30,NA,2012,HA1,18/12/2012,NA,Adult,0,NA,0,NA,0,NA-2012-12-18,0
90,20,NA,2012,HA1,20/12/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-12-20,0
